Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
37.0,37.0,100,7.9,1.2512619892159136,0.79,0.1251261989215914,0.21,0.12512619892159135,0.0,0.0,0.006000000000000001,0.023868325657594208,2.1,1.251261989215914,7.9,1.2512619892159136,1.91,1.198441749215466,0.19,0.5259911279353167,17.82,1.2822013898137858,15.68,2.514121731501496,2.18,1.2822013898137858,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
38.0,38.0,100,7.86,1.2392568643173119,0.7859999999999999,0.12392568643173116,0.21400000000000002,0.12392568643173113,0.0,0.0,0.003999999999999999,0.019694638556693234,2.14,1.2392568643173119,7.86,1.2392568643173119,1.88,1.1395551143257,0.26,0.5794459213400124,17.73,1.309290809653235,15.64,2.5005857899558843,2.27,1.3092908096532352,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
39.0,39.0,100,7.81,1.2528351685660646,0.7809999999999999,0.12528351685660646,0.21900000000000003,0.12528351685660646,0.0,0.0,0.005000000000000001,0.021904291355759036,2.19,1.2528351685660648,7.81,1.2528351685660646,2.02,1.2058778603745133,0.17,0.4934930126509935,17.76,1.2236722344540378,15.59,2.498868430778906,2.24,1.2236722344540374,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
40.0,40.0,100,7.75,1.2421470496399742,0.775,0.12421470496399746,0.225,0.12421470496399743,0.0,0.0,0.006000000000000001,0.023868325657594208,2.25,1.2421470496399745,7.75,1.2421470496399742,2.04,1.1627205992495326,0.21,0.5558685986722932,17.66,1.3425439443177427,15.57,2.571227745885634,2.34,1.3425439443177425,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
41.0,41.0,100,7.69,1.2366049972371613,0.769,0.12366049972371611,0.231,0.1236604997237161,0.0,0.0,0.006000000000000002,0.02386832565759421,2.31,1.2366049972371613,7.69,1.2366049972371613,2.14,1.180823201983868,0.17,0.4934930126509934,17.62,1.285348673365018,15.59,2.586269104093361,2.38,1.2853486733650181,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
42.0,42.0,100,7.58,1.256739407909985,0.758,0.1256739407909985,0.242,0.12567394079099847,0.0,0.0,0.011000000000000001,0.034509550720186015,2.42,1.256739407909985,7.58,1.256739407909985,2.2,1.2060453783110545,0.22,0.5787482137765049,17.5,1.290994448735806,15.51,2.6072742064997283,2.5,1.2909944487358054,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
43.0,43.0,100,7.5,1.210225790770658,0.75,0.12102257907706582,0.25,0.12102257907706579,0.0,0.0,0.008000000000000002,0.0307482445914323,2.5,1.210225790770658,7.5,1.210225790770658,2.21,1.1218221108914055,0.29,0.6243380332784315,17.35,1.3361712223190316,15.44,2.4876259421952547,2.65,1.3361712223190316,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
44.0,44.0,100,7.39,1.2544466364243496,0.7390000000000001,0.12544466364243495,0.261,0.12544466364243495,0.0,0.0,0.011000000000000001,0.03732196796699356,2.61,1.2544466364243496,7.39,1.2544466364243496,2.35,1.1666666666666667,0.26,0.6133201579612529,17.28,1.3263453242620937,15.42,2.4086544296798076,2.72,1.3263453242620937,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
45.0,45.0,100,7.33,1.2637526289075354,0.733,0.12637526289075354,0.267,0.12637526289075351,0.0,0.0,0.006000000000000003,0.023868325657594218,2.67,1.2637526289075356,7.33,1.2637526289075354,2.41,1.164239900301714,0.26,0.645418977537581,17.26,1.2840906856172143,15.36,2.3073006660676807,2.74,1.2840906856172147,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
46.0,46.0,100,7.29,1.2656694639277632,0.7290000000000001,0.1265669463927764,0.271,0.12656694639277635,0.0,0.0,0.004,0.024287836253956214,2.71,1.2656694639277635,7.29,1.2656694639277632,2.49,1.1848794849854538,0.22,0.5959458995173262,17.25,1.2663077641455711,15.35,2.1806078292646993,2.75,1.2663077641455702,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
