RunId,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
41,41,0.12454166666666666,1200.0,0.0,0.0,255.0,1,1,0.0
42,42,0.15545833333333334,1200.0,0.0,0.0,613.0,1,1,13.0
43,43,0.12645833333333334,1200.0,0.0,0.0,255.0,1,1,0.0
44,44,0.11604166666666667,1200.0,0.0,0.0,250.0,1,1,0.0
45,45,0.17658333333333334,1200.0,0.0,0.0,531.0,1,1,2.0
46,46,0.16670833333333335,1200.0,0.0,0.0,429.0,1,1,0.0
47,47,0.13391666666666668,1200.0,0.0,0.0,295.0,1,1,3.0
48,48,0.16479166666666667,1200.0,0.0,0.0,425.0,1,1,0.0
49,49,0.12866666666666668,1200.0,0.0,0.0,350.0,1,1,0.0
50,50,0.09245833333333334,1200.0,0.0,0.0,244.0,1,1,0.0
51,51,0.16666666666666666,1200.0,0.0,0.0,482.0,1,1,0.0
52,52,0.13758333333333334,1200.0,0.0,0.0,317.0,1,1,0.0
53,53,0.14591666666666667,1200.0,0.0,0.0,448.0,1,1,15.0
54,54,0.16458333333333333,1200.0,0.0,0.0,613.0,1,1,13.0
55,55,0.13683333333333333,1200.0,0.0,0.0,498.0,1,1,0.0
56,56,0.1887083333333333,1200.0,0.0,0.0,612.0,1,1,12.0
57,57,0.11991666666666667,1200.0,0.0,0.0,166.0,1,1,0.0
58,58,0.08383333333333333,1200.0,0.0,0.0,170.0,1,1,0.0
59,59,0.11166666666666666,1200.0,0.0,0.0,171.0,1,1,2.0
60,60,0.164375,1200.0,0.0,0.0,466.0,1,1,28.0
61,61,0.2175416666666667,1200.0,0.0,0.0,792.0,1,1,192.0
62,62,0.11825000000000001,1200.0,0.0,0.0,298.0,1,1,0.0
63,63,0.08787500000000001,1200.0,0.0,0.0,243.0,1,1,0.0
64,64,0.14879166666666668,1200.0,0.0,0.0,338.0,1,1,3.0
65,65,0.163625,1200.0,0.0,0.0,458.0,1,1,0.0
66,66,0.128125,1200.0,0.0,0.0,436.0,1,1,0.0
67,67,0.13783333333333334,1200.0,0.0,0.0,236.0,1,1,0.0
68,68,0.16795833333333335,1200.0,0.0,0.0,484.0,1,1,16.0
69,69,0.18204166666666668,1200.0,0.0,0.0,447.0,1,1,160.0
70,70,0.11287499999999999,1200.0,0.0,0.0,293.0,1,1,0.0
71,71,0.17995833333333333,1200.0,0.0,0.0,568.0,1,1,0.0
72,72,0.169875,1200.0,0.0,0.0,600.0,1,1,0.0
73,73,0.14725,1200.0,0.0,0.0,600.0,1,1,0.0
74,74,0.14329166666666665,1200.0,0.0,0.0,522.0,1,1,0.0
75,75,0.155875,1200.0,0.0,0.0,609.0,1,1,9.0
76,76,0.14091666666666666,1200.0,0.0,0.0,341.0,1,1,0.0
77,77,0.138875,1200.0,0.0,0.0,294.0,1,1,0.0
78,78,0.09962499999999999,1200.0,0.0,0.0,201.0,1,1,0.0
79,79,0.12341666666666666,1200.0,0.0,0.0,320.0,1,1,4.0
80,80,0.13,1200.0,0.0,0.0,365.0,1,1,3.0
81,81,0.14495833333333333,1200.0,0.0,0.0,325.0,1,1,0.0
82,82,0.14804166666666668,1200.0,0.0,0.0,378.0,1,1,0.0
83,83,0.16916666666666666,1200.0,0.0,0.0,578.0,1,1,0.0
84,84,0.140625,1200.0,0.0,0.0,320.0,1,1,0.0
85,85,0.08174999999999999,1200.0,0.0,0.0,227.0,1,1,0.0
86,86,0.14970833333333333,1200.0,0.0,0.0,454.0,1,1,0.0
87,87,0.226875,1200.0,0.0,0.0,729.0,1,1,129.0
88,88,0.16229166666666667,1200.0,0.0,0.0,414.0,1,1,17.0
89,89,0.15158333333333335,1200.0,0.0,0.0,384.0,1,1,0.0
90,90,0.18279166666666666,1200.0,0.0,0.0,589.0,1,1,0.0
91,91,0.14470833333333333,1200.0,0.0,0.0,386.0,1,1,0.0
92,92,0.1275,1200.0,0.0,0.0,302.0,1,1,0.0
93,93,0.16012500000000002,1200.0,0.0,0.0,492.0,1,1,0.0
94,94,0.14229166666666668,1200.0,0.0,0.0,475.0,1,1,0.0
95,95,0.13641666666666666,1200.0,0.0,0.0,346.0,1,1,0.0
96,96,0.13475,1200.0,0.0,0.0,271.0,1,1,0.0
97,97,0.079875,1200.0,0.0,0.0,168.0,1,1,0.0
98,98,0.07845833333333334,1200.0,0.0,0.0,171.0,1,1,2.0
99,99,0.13445833333333332,1200.0,0.0,0.0,298.0,1,1,0.0
