point_layout,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
central,0.0,0.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,1.0,1.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,2.0,2.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,3.0,3.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,4.0,4.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,5.0,5.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,6.0,6.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,7.0,7.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,8.0,8.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,9.0,9.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,10.0,10.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,11.0,11.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,12.0,12.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,13.0,13.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,14.0,14.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,15.0,15.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,16.0,16.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,17.0,17.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,18.0,18.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,19.0,19.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,20.0,20.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,21.0,21.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
