point_layout,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
central,22.0,22.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,23.0,23.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,24.0,24.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,25.0,25.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,26.0,26.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,27.0,27.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,28.0,28.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,29.0,29.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,30.0,30.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,31.0,31.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,32.0,32.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,33.0,33.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,34.0,34.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,35.0,35.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,36.0,36.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.99,0.09999999999999994,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,37.0,37.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.93,0.2564323999762425,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,38.0,38.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.73,0.6171783299088609,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,39.0,39.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.51,0.8102250591438444,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,40.0,40.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.22,1.050060123338784,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,41.0,41.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.98,1.2389307869891255,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,42.0,42.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.57,1.584361707503062,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,43.0,43.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.25,1.7773831632742865,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,44.0,44.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.92,1.9471813350366598,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,45.0,45.0,100,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.55,2.157322508119823,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,46.0,46.0,100,19.98,0.20000000000000007,0.9990000000000001,0.009999999999999997,0.001,0.01,0.0,0.0,0.0009999999999999998,0.009999999999999997,0.02,0.19999999999999998,10.0,0.0,0.0,0.0,0.0,0.0,19.99,0.09999999999999994,17.14,2.2293723354570028,0.01,0.09999999999999999,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,47.0,47.0,100,19.87,0.5056249258655724,0.9934999999999999,0.02528124629327861,0.006500000000000001,0.025281246293278617,0.0,0.0,0.0055000000000000005,0.02345746203775091,0.13,0.5056249258655725,10.0,0.0,0.0,0.0,0.0,0.0,19.93,0.2564323999762425,16.71,2.198691070669644,0.07,0.2564323999762428,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,48.0,48.0,100,19.59,0.9754046039537339,0.9795,0.0487702301976867,0.020500000000000004,0.04877023019768672,0.0,0.0,0.014000000000000002,0.03765875486765087,0.38,0.9076554323301239,9.97,0.17144660799776507,0.03,0.17144660799776534,0.0,0.0,19.76,0.5148305595538257,16.35,2.297890996175195,0.24,0.5148305595538256,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,49.0,49.0,100,19.26,1.345550092157498,0.963,0.06727750460787488,0.037000000000000005,0.06727750460787488,0.0,0.0,0.016500000000000004,0.03960346378076473,0.63,1.1160446028522137,9.89,0.3450955072018601,0.06,0.23868325657594208,0.05,0.26111648393354675,19.5,0.915633026044735,16.07,2.370930857556401,0.5,0.915633026044735,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,50.0,50.0,100,18.83,1.6578859606697494,0.9415,0.08289429803348748,0.058499999999999996,0.08289429803348747,0.0,0.0,0.0215,0.04619622180536963,0.99,1.3446113929235457,9.82,0.4579268169663901,0.13,0.3932511470376974,0.05,0.21904291355759034,19.26,1.0407844749189548,15.86,2.348521993841138,0.74,1.0407844749189543,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,51.0,51.0,100,18.35,2.1099810904413823,0.9175,0.10549905452206909,0.0825,0.10549905452206908,0.0,0.0,0.024,0.05340903718028674,1.29,1.5653766449018078,9.64,0.7319546268434783,0.31,0.6918720031095844,0.05,0.2190429135575903,19.02,1.2225160344737624,15.7,2.4015987940696437,0.98,1.222516034473763,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,52.0,52.0,100,17.93,2.2619156983103124,0.8965000000000001,0.11309578491551561,0.1035,0.11309578491551557,0.0,0.0,0.020999999999999998,0.04669912291262097,1.54,1.6106965680547765,9.47,0.8814015468948798,0.42,0.7936617603859909,0.11,0.3732196796699355,18.75,1.2742595393943001,15.51,2.346262878483461,1.25,1.2742595393943001,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,53.0,53.0,100,17.61,2.469592858932194,0.8805,0.12347964294660971,0.1195,0.12347964294660971,0.0,0.0,0.015999999999999997,0.04256901704433886,1.68,1.693004024290145,9.29,0.9877532918986226,0.58,0.9339824582524193,0.13,0.3666666666666667,18.49,1.507523221256065,15.33,2.2964839176093483,1.51,1.507523221256065,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,54.0,54.0,100,17.21,2.5157885283131254,0.8604999999999999,0.12578942641565627,0.13949999999999999,0.12578942641565624,0.0,0.0,0.02,0.042640143271122095,1.91,1.7296873075264734,9.12,1.027697239541693,0.69,0.9067090007941974,0.19,0.5448565745851718,18.2,1.5374122295716148,15.19,2.3255063530293345,1.8,1.5374122295716148,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,55.0,55.0,100,16.8,2.5662927708775918,0.84,0.12831463854387962,0.16,0.1283146385438796,0.0,0.0,0.020500000000000004,0.04269636750333449,2.16,1.7507285640699715,8.96,1.0910100963341405,0.7,0.8932971498777986,0.34,0.7137891491854925,17.88,1.6408916029175273,15.11,2.3608550069066845,2.12,1.6408916029175278,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,56.0,56.0,100,16.38,2.561486310955442,0.8190000000000001,0.12807431554777213,0.18100000000000002,0.12807431554777213,0.0,0.0,0.020999999999999998,0.047768380565162374,2.43,1.753812585728186,8.81,1.1432277537611202,0.95,1.0286305498481019,0.24,0.6375457995035702,17.71,1.4791138488222522,15.08,2.1912590357180872,2.29,1.4791138488222524,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,57.0,57.0,100,15.87,2.6539659669135456,0.7935,0.1326982983456773,0.2065,0.1326982983456773,0.0,0.0,0.0255,0.051978530921599514,2.78,1.772859357938554,8.65,1.250252499750076,1.11,1.1182146665126693,0.24,0.6215003027051768,17.47,1.374037771671434,15.12,2.1143091141796244,2.53,1.3740377716714334,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,58.0,58.0,100,15.61,2.6281114316120044,0.7805,0.13140557158060023,0.2195,0.1314055715806002,0.0,0.0,0.012999999999999998,0.03734902267730033,2.94,1.7397317800933179,8.55,1.2339883600452939,1.25,1.0952145677879515,0.2,0.5860327153276883,17.33,1.4498693776065525,15.15,1.9559543899993102,2.67,1.4498693776065528,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,59.0,59.0,100,15.27,2.684993839693476,0.7635,0.1342496919846738,0.2365,0.13424969198467385,0.0,0.0,0.017,0.04450627012914115,3.11,1.7517379537436126,8.38,1.2454361128179603,1.38,1.1615037275406863,0.24,0.726413634010794,17.15,1.4310764472870758,15.15,1.9194643613111013,2.85,1.4310764472870756,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,60.0,60.0,100,15.14,2.7377643315949483,0.757,0.13688821657974742,0.243,0.13688821657974742,0.0,0.0,0.006499999999999999,0.023197657492326954,3.13,1.7271158886795328,8.27,1.3015530738469343,1.4,1.1547005383792517,0.33,0.7393007889659368,17.02,1.4353403847875315,15.15,1.7830571862093851,2.98,1.435340384787532,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,61.0,61.0,100,14.93,2.7934085474794608,0.7465,0.13967042737397306,0.2535,0.13967042737397306,0.0,0.0,0.0105,0.0357424852594955,3.24,1.7645212816895561,8.17,1.318516154047742,1.56,1.200336653113651,0.27,0.7086051171994259,16.97,1.4456832294800956,15.18,1.8000000000000003,3.03,1.4456832294800959,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,62.0,62.0,100,14.75,2.7242828729258592,0.7375,0.13621414364629297,0.2625,0.13621414364629295,0.0,0.0,0.009000000000000001,0.02876234912646615,3.37,1.6976216280193863,8.12,1.3429952954632285,1.67,1.2637526289075356,0.21,0.6711214796175431,16.92,1.360926600563459,15.2,1.792239161529848,3.08,1.3609266005634586,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,63.0,63.0,100,14.47,2.637932309345118,0.7234999999999999,0.13189661546725595,0.27649999999999997,0.1318966154672559,0.0,0.0,0.014000000000000002,0.03897681258379036,3.55,1.6537377315791295,8.02,1.340737020289869,1.73,1.2131851391350712,0.25,0.7436600722307896,16.77,1.3696198691091575,15.26,1.7957300645270893,3.23,1.3696198691091575,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,64.0,64.0,100,14.29,2.70538184164286,0.7145,0.135269092082143,0.28550000000000003,0.135269092082143,0.0,0.0,0.009000000000000001,0.02787055214321519,3.63,1.6796764960292596,7.92,1.3683286273126174,1.81,1.2528351685660646,0.27,0.7501514998500454,16.66,1.3649286805655094,15.23,1.7399349807891495,3.34,1.3649286805655092,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,65.0,65.0,100,14.07,2.6333333333333346,0.7034999999999999,0.13166666666666668,0.2965,0.13166666666666668,0.0,0.0,0.011,0.03929942040850533,3.82,1.6780219235032587,7.89,1.3550876821308007,1.83,1.223135563239253,0.28,0.7795362516758073,16.57,1.3428072509229734,15.19,1.6617807170367433,3.43,1.3428072509229734,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,66.0,66.0,100,13.76,2.7159089852499876,0.688,0.1357954492624994,0.312,0.13579544926249934,0.0,0.0,0.015499999999999998,0.0406357309059727,4.0,1.6817499303650436,7.76,1.436325277585235,2.0,1.3408876902931868,0.24,0.7537113559452372,16.49,1.2431224941064878,15.19,1.561500185169002,3.51,1.243122494106488,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,67.0,67.0,100,13.57,2.7496739935321552,0.6785,0.13748369967660778,0.3215,0.13748369967660776,0.0,0.0,0.0095,0.02815451593753243,4.09,1.68831396381243,7.66,1.4086314011275,2.05,1.351205970885851,0.29,0.782317200386264,16.36,1.235174710580072,15.22,1.5736466046618076,3.64,1.2351747105800726,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,68.0,68.0,100,13.29,2.8825318556765156,0.6645,0.1441265927838258,0.33549999999999996,0.14412659278382578,0.0,0.0,0.013999999999999999,0.04025173313289777,4.28,1.7926899826064107,7.57,1.4442851505016578,2.09,1.2956414892580694,0.34,0.9014018263378728,16.23,1.309290809653235,15.12,1.622319078331754,3.77,1.3092908096532352,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,69.0,69.0,100,13.13,2.9564345165257846,0.6565000000000001,0.14782172582628927,0.3435,0.14782172582628925,0.0,0.0,0.008,0.03604150245189425,4.34,1.8324791398484725,7.47,1.4733662412340256,2.22,1.3675902274815475,0.31,0.895499409223251,16.18,1.2583458759158166,15.1,1.654501053905297,3.82,1.2583458759158164,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,70.0,70.0,100,12.97,2.9454810448988784,0.6485,0.14727405224494391,0.3515,0.14727405224494391,0.0,0.0,0.008,0.029915706492568337,4.43,1.8491330209838688,7.4,1.456438162508838,2.26,1.3304514309440274,0.34,0.9235417115264979,16.1,1.251261989215914,15.07,1.6651811561593783,3.9,1.2512619892159138,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,71.0,71.0,100,12.89,2.940126431693615,0.6445000000000001,0.1470063215846808,0.3555,0.1470063215846808,0.0,0.0,0.004000000000000002,0.02093761778196933,4.45,1.8222807332315925,7.34,1.4854173307406393,2.29,1.3506077943435002,0.37,0.9603766096293851,16.06,1.2698524530532092,15.08,1.6123262571812067,3.94,1.2698524530532087,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,72.0,72.0,100,12.78,2.925264384149186,0.639,0.14626321920745927,0.361,0.1462632192074593,0.0,0.0,0.0055,0.025519847692778784,4.54,1.8058267084662636,7.32,1.5234198635990277,2.26,1.3074765579141179,0.42,1.0558160231534066,15.98,1.325583538360264,15.04,1.6509562579476678,4.02,1.3255835383602639,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,73.0,73.0,100,12.58,3.0357466257508348,0.629,0.1517873312875417,0.371,0.15178733128754168,0.0,0.0,0.01,0.030977345909486177,4.66,1.843470596018238,7.24,1.570691155851686,2.34,1.3197795959243277,0.42,1.0841372308677233,15.89,1.3325376413657384,15.01,1.6605645869627437,4.11,1.3325376413657384,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,74.0,74.0,100,12.44,2.9689300184654828,0.622,0.14844650092327416,0.37799999999999995,0.14844650092327416,0.0,0.0,0.007000000000000002,0.025643239997624283,4.74,1.7900962109463407,7.18,1.5723623094958845,2.39,1.3095993681468028,0.43,1.0848357879737776,15.81,1.2846805207537162,15.01,1.6544705277739848,4.19,1.2846805207537166,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
