point_layout,replications,J_delta_mean,J_delta_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std
central,100,0.26661,0.07795789828955053,90,295.6111111111111,108.29036024663999,0,0,0,,,0.6,1.1101005505463153,0.03,0.05550502752731577
circle,100,0.2860425,0.03639365088549832,89,412.5056179775281,108.25182379268864,0,0,0,,,1.61,0.8977525248973661,0.0805,0.0448876262448683
clusters,100,0.21667083333333334,0.059646879154749054,98,253.72448979591837,91.69860768735188,0,0,0,,,0.27,0.6644660649838723,0.013500000000000002,0.03322330324919362
dispersed,100,0.2720416666666667,0.037848289995131276,92,374.30434782608694,106.98348841795863,0,0,0,,,1.43,0.9561602502940733,0.07150000000000001,0.047808012514703645
edges,100,0.2570608333333333,0.05344986723444081,83,349.6385542168675,112.04186699113784,0,0,0,,,1.29,1.208513570674757,0.0645,0.06042567853373784
random,100,0.276995,0.053313003569553104,86,361.48837209302326,112.53775776167137,0,0,0,,,1.34,1.0751556147644838,0.067,0.053757780738224216
