RunId,point_layout,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
0,random,1,0.22300000000000003,600.0,1.0,0.05,306.0,0,0,
1,random,4,0.2446666666666667,600.0,0.0,0.0,249.0,0,0,
2,random,0,0.3105833333333333,600.0,1.0,0.05,359.0,0,0,
3,random,5,0.3365,600.0,3.0,0.15,,0,0,
4,random,2,0.29525,600.0,1.0,0.05,408.0,0,0,
5,random,10,0.32133333333333336,600.0,2.0,0.1,486.0,0,0,
6,random,11,0.29875,600.0,0.0,0.0,436.0,0,0,
7,random,8,0.29383333333333334,600.0,2.0,0.1,509.0,0,0,
8,random,6,0.27666666666666667,600.0,2.0,0.1,448.0,0,0,
9,random,15,0.24908333333333332,600.0,1.0,0.05,232.0,0,0,
10,random,3,0.29533333333333334,600.0,2.0,0.1,482.0,0,0,
11,random,9,0.28441666666666665,600.0,2.0,0.1,314.0,0,0,
12,random,13,0.27699999999999997,600.0,1.0,0.05,454.0,0,0,
13,random,7,0.3394166666666667,600.0,3.0,0.15,,0,0,
14,random,16,0.15108333333333335,600.0,0.0,0.0,180.0,0,0,
15,random,12,0.20450000000000002,600.0,0.0,0.0,201.0,0,0,
16,random,21,0.3244166666666667,600.0,1.0,0.05,436.0,0,0,
17,random,22,0.19608333333333333,600.0,1.0,0.05,267.0,0,0,
18,random,14,0.2585,600.0,1.0,0.05,272.0,0,0,
19,random,26,0.376,600.0,3.0,0.15,,0,0,
20,random,24,0.2940833333333333,600.0,1.0,0.05,456.0,0,0,
21,random,17,0.34349999999999997,600.0,3.0,0.15,,0,0,
22,random,18,0.31275000000000003,600.0,0.0,0.0,336.0,0,0,
23,random,19,0.3790833333333333,600.0,2.0,0.1,560.0,0,0,
24,random,20,0.23908333333333331,600.0,2.0,0.1,289.0,0,0,
25,random,25,0.18691666666666668,600.0,0.0,0.0,351.0,0,0,
26,random,23,0.23483333333333334,600.0,1.0,0.05,306.0,0,0,
27,random,33,0.30324999999999996,600.0,2.0,0.1,579.0,0,0,
28,random,30,0.2790833333333333,600.0,2.0,0.1,419.0,0,0,
29,random,31,0.3071666666666667,600.0,2.0,0.1,404.0,0,0,
30,random,29,0.2535,600.0,1.0,0.05,337.0,0,0,
31,random,28,0.29475,600.0,0.0,0.0,324.0,0,0,
32,random,35,0.345,600.0,3.0,0.15,,0,0,
33,random,27,0.22241666666666665,600.0,1.0,0.05,204.0,0,0,
34,random,36,0.22483333333333333,600.0,2.0,0.1,391.0,0,0,
35,random,32,0.24908333333333332,600.0,2.0,0.1,281.0,0,0,
36,random,37,0.23508333333333334,600.0,1.0,0.05,411.0,0,0,
37,random,38,0.24058333333333332,600.0,1.0,0.05,316.0,0,0,
38,random,40,0.3109166666666667,600.0,2.0,0.1,586.0,0,0,
39,random,39,0.22933333333333333,600.0,0.0,0.0,325.0,0,0,
40,random,34,0.38316666666666666,600.0,3.0,0.15,,0,0,
41,random,42,0.3035,600.0,3.0,0.15,,0,0,
42,random,41,0.24908333333333332,600.0,0.0,0.0,255.0,0,0,
43,random,43,0.2529166666666667,600.0,0.0,0.0,255.0,0,0,
44,random,44,0.2321666666666667,600.0,1.0,0.05,250.0,0,0,
45,random,51,0.31875,600.0,1.0,0.05,482.0,0,0,
46,random,46,0.3334166666666667,600.0,0.0,0.0,429.0,0,0,
47,random,47,0.26,600.0,2.0,0.1,295.0,0,0,
48,random,54,0.29766666666666663,600.0,4.0,0.2,,0,0,
49,random,45,0.35233333333333333,600.0,2.0,0.1,531.0,0,0,
50,random,48,0.32966666666666666,600.0,1.0,0.05,425.0,0,0,
51,random,50,0.18475,600.0,0.0,0.0,244.0,0,0,
52,random,53,0.28650000000000003,600.0,2.0,0.1,448.0,0,0,
53,random,57,0.22025,600.0,1.0,0.05,166.0,0,0,
54,random,58,0.16766666666666666,600.0,0.0,0.0,170.0,0,0,
55,random,49,0.2574166666666666,600.0,1.0,0.05,350.0,0,0,
56,random,52,0.27525,600.0,1.0,0.05,317.0,0,0,
57,random,56,0.33199999999999996,600.0,3.0,0.15,,0,0,
58,random,55,0.2669166666666667,600.0,1.0,0.05,498.0,0,0,
59,random,59,0.19591666666666666,600.0,1.0,0.05,171.0,0,0,
60,random,62,0.23650000000000002,600.0,0.0,0.0,298.0,0,0,
61,random,61,0.3690833333333333,600.0,4.0,0.2,,0,0,
62,random,63,0.17541666666666667,600.0,0.0,0.0,243.0,0,0,
63,random,60,0.3109166666666667,600.0,2.0,0.1,466.0,0,0,
64,random,64,0.2965833333333333,600.0,0.0,0.0,338.0,0,0,
65,random,68,0.3115833333333333,600.0,2.0,0.1,484.0,0,0,
66,random,66,0.25633333333333336,600.0,1.0,0.05,436.0,0,0,
67,random,65,0.32708333333333334,600.0,2.0,0.1,458.0,0,0,
68,random,70,0.22558333333333333,600.0,0.0,0.0,293.0,0,0,
69,random,72,0.3278333333333333,600.0,3.0,0.15,,0,0,
70,random,73,0.29275,600.0,3.0,0.15,,0,0,
71,random,71,0.35400000000000004,600.0,1.0,0.05,568.0,0,0,
72,random,67,0.259,600.0,2.0,0.1,236.0,0,0,
73,random,69,0.30474999999999997,600.0,2.0,0.1,447.0,0,0,
74,random,74,0.28,600.0,1.0,0.05,522.0,0,0,
75,random,75,0.30266666666666664,600.0,3.0,0.15,,0,0,
76,random,79,0.24550000000000002,600.0,0.0,0.0,320.0,0,0,
77,random,77,0.2776666666666667,600.0,1.0,0.05,294.0,0,0,
78,random,80,0.25725,600.0,1.0,0.05,365.0,0,0,
79,random,81,0.27825,600.0,2.0,0.1,325.0,0,0,
80,random,76,0.28191666666666665,600.0,1.0,0.05,341.0,0,0,
81,random,78,0.19858333333333333,600.0,0.0,0.0,201.0,0,0,
82,random,82,0.29625,600.0,2.0,0.1,378.0,0,0,
83,random,83,0.3375,600.0,2.0,0.1,578.0,0,0,
84,random,85,0.163,600.0,0.0,0.0,227.0,0,0,
85,random,87,0.38975,600.0,4.0,0.2,,0,0,
86,random,88,0.3089166666666667,600.0,2.0,0.1,414.0,0,0,
87,random,86,0.29925,600.0,2.0,0.1,454.0,0,0,
88,random,84,0.28125,600.0,0.0,0.0,320.0,0,0,
89,random,95,0.27291666666666664,600.0,1.0,0.05,346.0,0,0,
90,random,92,0.255,600.0,0.0,0.0,302.0,0,0,
91,random,89,0.3031666666666667,600.0,2.0,0.1,384.0,0,0,
92,random,94,0.2846666666666667,600.0,1.0,0.05,475.0,0,0,
93,random,91,0.28941666666666666,600.0,0.0,0.0,386.0,0,0,
94,random,93,0.31666666666666665,600.0,1.0,0.05,492.0,0,0,
95,random,97,0.15958333333333333,600.0,0.0,0.0,168.0,0,0,
96,random,90,0.3384166666666667,600.0,2.0,0.1,589.0,0,0,
97,random,98,0.15575,600.0,0.0,0.0,171.0,0,0,
98,random,99,0.26891666666666664,600.0,0.0,0.0,298.0,0,0,
99,random,96,0.26883333333333337,600.0,2.0,0.1,271.0,0,0,
100,clusters,0,0.1625,600.0,0.0,0.0,184.0,0,0,
101,clusters,9,0.40875,600.0,3.0,0.15,,0,0,
102,clusters,4,0.2809166666666667,600.0,0.0,0.0,363.0,0,0,
103,clusters,7,0.28475,600.0,0.0,0.0,244.0,0,0,
104,clusters,10,0.32383333333333336,600.0,0.0,0.0,385.0,0,0,
105,clusters,13,0.21991666666666665,600.0,0.0,0.0,225.0,0,0,
106,clusters,1,0.3024166666666667,600.0,2.0,0.1,572.0,0,0,
107,clusters,6,0.37125,600.0,1.0,0.05,383.0,0,0,
108,clusters,3,0.15766666666666665,600.0,0.0,0.0,227.0,0,0,
109,clusters,5,0.17125,600.0,0.0,0.0,200.0,0,0,
110,clusters,8,0.18275,600.0,0.0,0.0,176.0,0,0,
111,clusters,2,0.16025,600.0,0.0,0.0,197.0,0,0,
112,clusters,12,0.2661666666666667,600.0,1.0,0.05,381.0,0,0,
113,clusters,11,0.08691666666666667,600.0,0.0,0.0,74.0,0,0,
114,clusters,16,0.20483333333333334,600.0,0.0,0.0,218.0,0,0,
115,clusters,17,0.29125,600.0,0.0,0.0,328.0,0,0,
116,clusters,14,0.33141666666666664,600.0,4.0,0.2,,0,0,
117,clusters,22,0.19125,600.0,0.0,0.0,194.0,0,0,
118,clusters,15,0.2738333333333334,600.0,0.0,0.0,398.0,0,0,
