RunId,priority_range_width,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
357,0,15.0,89,0.372,600.0,2.0,0.1,572.0,0,0,
358,0,20.0,89,0.2781666666666667,600.0,1.0,0.05,384.0,0,0,
359,0,25.0,89,0.23416666666666666,600.0,0.0,0.0,370.0,0,0,
360,0,10.0,90,0.32641666666666663,600.0,2.0,0.1,419.0,0,0,
361,0,15.0,90,0.23041666666666666,600.0,0.0,0.0,292.0,0,0,
362,0,20.0,90,0.22541666666666665,600.0,2.0,0.1,144.0,0,0,
363,0,25.0,90,0.20033333333333334,600.0,0.0,0.0,237.0,0,0,
364,0,10.0,91,0.15283333333333335,600.0,0.0,0.0,197.0,0,0,
365,0,15.0,91,0.21425000000000002,600.0,0.0,0.0,317.0,0,0,
366,0,20.0,91,0.20633333333333334,600.0,0.0,0.0,295.0,0,0,
367,0,25.0,91,0.20308333333333334,600.0,0.0,0.0,341.0,0,0,
368,0,10.0,92,0.24449999999999997,600.0,0.0,0.0,327.0,0,0,
369,0,15.0,92,0.28683333333333333,600.0,0.0,0.0,391.0,0,0,
370,0,20.0,92,0.16191666666666668,600.0,0.0,0.0,184.0,0,0,
371,0,25.0,92,0.22599999999999998,600.0,2.0,0.1,277.0,0,0,
372,0,10.0,93,0.35491666666666666,600.0,2.0,0.1,475.0,0,0,
373,0,15.0,93,0.3863333333333333,600.0,3.0,0.15,,0,0,
374,0,20.0,93,0.2805,600.0,1.0,0.05,435.0,0,0,
375,0,25.0,93,0.19608333333333333,600.0,0.0,0.0,174.0,0,0,
376,0,10.0,94,0.29275,600.0,2.0,0.1,370.0,0,0,
377,0,15.0,94,0.2884166666666667,600.0,2.0,0.1,546.0,0,0,
378,0,20.0,94,0.27366666666666667,600.0,2.0,0.1,401.0,0,0,
379,0,25.0,94,0.19466666666666665,600.0,0.0,0.0,246.0,0,0,
380,0,10.0,95,0.19441666666666668,600.0,0.0,0.0,210.0,0,0,
381,0,15.0,95,0.23324999999999999,600.0,0.0,0.0,405.0,0,0,
382,0,20.0,95,0.22466666666666668,600.0,1.0,0.05,299.0,0,0,
383,0,25.0,95,0.19575,600.0,0.0,0.0,333.0,0,0,
384,0,10.0,96,0.294,600.0,1.0,0.05,270.0,0,0,
385,0,15.0,96,0.35875,600.0,2.0,0.1,476.0,0,0,
386,0,20.0,96,0.3324166666666667,600.0,4.0,0.2,,0,0,
387,0,25.0,96,0.27725,600.0,0.0,0.0,309.0,0,0,
388,0,10.0,97,0.25866666666666666,600.0,1.0,0.05,393.0,0,0,
389,0,15.0,97,0.193,600.0,2.0,0.1,291.0,0,0,
390,0,20.0,97,0.21466666666666667,600.0,2.0,0.1,284.0,0,0,
391,0,25.0,97,0.24233333333333335,600.0,1.0,0.05,298.0,0,0,
392,0,10.0,98,0.1535,600.0,0.0,0.0,281.0,0,0,
393,0,15.0,98,0.096,600.0,0.0,0.0,144.0,0,0,
394,0,20.0,98,0.08600000000000001,600.0,0.0,0.0,120.0,0,0,
395,0,25.0,98,0.12666666666666668,600.0,0.0,0.0,178.0,0,0,
396,0,10.0,99,0.24925000000000003,600.0,1.0,0.05,285.0,0,0,
397,0,15.0,99,0.23816666666666667,600.0,0.0,0.0,357.0,0,0,
398,0,20.0,99,0.23224999999999998,600.0,0.0,0.0,219.0,0,0,
399,0,25.0,99,0.22466666666666668,600.0,0.0,0.0,273.0,0,0,
400,2,10.0,0,0.28425,600.0,3.0,0.15,,0,0,
401,2,15.0,0,0.33375,600.0,3.0,0.15,,0,0,
402,2,20.0,0,0.34650000000000003,600.0,4.0,0.2,,0,0,
403,2,25.0,0,0.3434166666666667,600.0,1.0,0.05,342.0,0,0,
404,2,10.0,1,0.3636111111111111,600.0,4.0,0.1666666666666666,369.0,0,0,
405,2,15.0,1,0.35833333333333334,600.0,5.0,0.2083333333333333,304.0,0,0,
406,2,20.0,1,0.3604861111111111,600.0,4.0,0.1666666666666666,495.0,0,0,
407,2,25.0,1,0.3038194444444444,600.0,4.0,0.1666666666666666,239.0,0,0,
408,2,10.0,2,0.249537037037037,600.0,0.0,0.0,466.0,0,0,
409,2,15.0,2,0.16944444444444443,600.0,0.0,0.0,344.0,0,0,
410,2,20.0,2,0.1735185185185185,600.0,0.0,0.0,312.0,0,0,
411,2,25.0,2,0.28777777777777774,600.0,2.0,0.1111111111111111,,0,0,
412,2,10.0,3,0.29730158730158723,600.0,2.0,0.0952380952380952,557.0,0,0,
413,2,15.0,3,0.3399206349206349,600.0,5.0,0.238095238095238,,0,0,
414,2,20.0,3,0.30047619047619045,600.0,2.0,0.0952380952380952,424.0,0,0,
415,2,25.0,3,0.3229365079365079,600.0,1.0,0.0476190476190476,423.0,0,0,
416,2,10.0,4,0.45055555555555554,600.0,5.0,0.238095238095238,,0,0,
417,2,15.0,4,0.5121428571428571,600.0,3.0,0.1428571428571428,563.0,0,0,
418,2,20.0,4,0.47317460317460314,600.0,6.0,0.2857142857142857,,0,0,
419,2,25.0,4,0.408968253968254,600.0,0.0,0.0,442.0,0,0,
420,2,10.0,5,0.16333333333333327,600.0,1.0,0.0555555555555555,195.0,0,0,
421,2,15.0,5,0.11148148148148147,600.0,0.0,0.0,149.0,0,0,
422,2,20.0,5,0.17805555555555555,600.0,0.0,0.0,240.0,0,0,
423,2,25.0,5,0.11037037037037035,600.0,0.0,0.0,177.0,0,0,
424,2,10.0,6,0.471969696969697,600.0,5.0,0.2272727272727272,,0,0,
425,2,15.0,6,0.32606060606060605,600.0,2.0,0.0909090909090909,243.0,0,0,
426,2,20.0,6,0.5279545454545455,600.0,8.0,0.3636363636363636,,0,0,
427,2,25.0,6,0.38181818181818183,600.0,4.0,0.1818181818181818,424.0,0,0,
428,2,10.0,7,0.2705,600.0,1.0,0.05,257.0,0,0,
429,2,15.0,7,0.3159166666666667,600.0,1.0,0.05,352.0,0,0,
430,2,20.0,7,0.21008333333333332,600.0,0.0,0.0,204.0,0,0,
431,2,25.0,7,0.20183333333333334,600.0,0.0,0.0,223.0,0,0,
432,2,10.0,8,0.26771929824561397,600.0,3.0,0.1578947368421052,,0,0,
433,2,15.0,8,0.25728070175438594,600.0,0.0,0.0,451.0,0,0,
434,2,20.0,8,0.2434210526315789,600.0,0.0,0.0,551.0,0,0,
435,2,25.0,8,0.17929824561403507,600.0,0.0,0.0,238.0,0,0,
436,2,10.0,9,0.39939393939393936,600.0,4.0,0.1818181818181818,560.0,0,0,
437,2,15.0,9,0.30696969696969695,600.0,2.0,0.0909090909090909,307.0,0,0,
438,2,20.0,9,0.3016666666666667,600.0,4.0,0.1818181818181818,164.0,0,0,
439,2,25.0,9,0.48386363636363633,600.0,5.0,0.2272727272727272,,0,0,
440,2,10.0,10,0.42016666666666663,600.0,5.0,0.25,,0,0,
441,2,15.0,10,0.3606666666666667,600.0,1.0,0.05,418.0,0,0,
442,2,20.0,10,0.301,600.0,1.0,0.05,334.0,0,0,
443,2,25.0,10,0.367,600.0,3.0,0.15,,0,0,
444,2,10.0,11,0.19858333333333333,600.0,1.0,0.05,269.0,0,0,
445,2,15.0,11,0.28425,600.0,2.0,0.1,405.0,0,0,
446,2,20.0,11,0.2955833333333333,600.0,4.0,0.2,,0,0,
447,2,25.0,11,0.2,600.0,1.0,0.05,290.0,0,0,
448,2,10.0,12,0.2594166666666667,600.0,1.0,0.05,406.0,0,0,
449,2,15.0,12,0.2235,600.0,0.0,0.0,273.0,0,0,
450,2,20.0,12,0.3228333333333333,600.0,2.0,0.1,508.0,0,0,
451,2,25.0,12,0.23383333333333337,600.0,1.0,0.05,271.0,0,0,
452,2,10.0,13,0.3645454545454545,600.0,3.0,0.1363636363636363,432.0,0,0,
453,2,15.0,13,0.3346969696969697,600.0,4.0,0.1818181818181818,325.0,0,0,
454,2,20.0,13,0.2853030303030303,600.0,3.0,0.1363636363636363,210.0,0,0,
455,2,25.0,13,0.3483333333333333,600.0,5.0,0.2272727272727272,,0,0,
456,2,10.0,14,0.32753968253968246,600.0,2.0,0.0952380952380952,293.0,0,0,
457,2,15.0,14,0.3478571428571428,600.0,2.0,0.0952380952380952,483.0,0,0,
458,2,20.0,14,0.3727777777777777,600.0,2.0,0.0952380952380952,399.0,0,0,
459,2,25.0,14,0.4945238095238094,600.0,6.0,0.2857142857142857,,0,0,
460,2,10.0,15,0.29429824561403506,600.0,0.0,0.0,530.0,0,0,
461,2,15.0,15,0.1913157894736842,600.0,0.0,0.0,236.0,0,0,
462,2,20.0,15,0.2649122807017544,600.0,1.0,0.0526315789473684,348.0,0,0,
463,2,25.0,15,0.22570175438596488,600.0,0.0,0.0,275.0,0,0,
464,2,10.0,16,0.2629166666666667,600.0,2.0,0.1,437.0,0,0,
465,2,15.0,16,0.18766666666666665,600.0,0.0,0.0,266.0,0,0,
466,2,20.0,16,0.2773333333333333,600.0,1.0,0.05,464.0,0,0,
467,2,25.0,16,0.17991666666666667,600.0,0.0,0.0,225.0,0,0,
468,2,10.0,17,0.30342592592592593,600.0,1.0,0.0555555555555555,416.0,0,0,
469,2,15.0,17,0.2774074074074074,600.0,1.0,0.0555555555555555,405.0,0,0,
470,2,20.0,17,0.2929629629629629,600.0,0.0,0.0,561.0,0,0,
471,2,25.0,17,0.24703703703703705,600.0,0.0,0.0,262.0,0,0,
472,2,10.0,18,0.2902272727272727,600.0,2.0,0.0909090909090909,244.0,0,0,
473,2,15.0,18,0.2832575757575757,600.0,3.0,0.1363636363636363,217.0,0,0,
474,2,20.0,18,0.2982575757575757,600.0,2.0,0.0909090909090909,322.0,0,0,
475,2,25.0,18,0.31356060606060604,600.0,2.0,0.0909090909090909,403.0,0,0,
476,2,10.0,19,0.3784848484848485,600.0,5.0,0.2272727272727272,,0,0,
477,2,15.0,19,0.30098484848484847,600.0,3.0,0.1363636363636363,343.0,0,0,
478,2,20.0,19,0.30106060606060603,600.0,3.0,0.1363636363636363,358.0,0,0,
479,2,25.0,19,0.28704545454545455,600.0,2.0,0.0909090909090909,255.0,0,0,
480,2,10.0,20,0.20666666666666667,600.0,2.0,0.1,331.0,0,0,
481,2,15.0,20,0.17125,600.0,0.0,0.0,243.0,0,0,
482,2,20.0,20,0.18916666666666668,600.0,0.0,0.0,180.0,0,0,
483,2,25.0,20,0.34441666666666665,600.0,2.0,0.1,391.0,0,0,
484,2,10.0,21,0.4561363636363636,600.0,5.0,0.2272727272727272,,0,0,
485,2,15.0,21,0.3218939393939394,600.0,2.0,0.0909090909090909,284.0,0,0,
486,2,20.0,21,0.3284090909090909,600.0,4.0,0.1818181818181818,246.0,0,0,
487,2,25.0,21,0.3239393939393939,600.0,3.0,0.1363636363636363,238.0,0,0,
488,2,10.0,22,0.16277777777777777,600.0,0.0,0.0,263.0,0,0,
489,2,15.0,22,0.18925925925925927,600.0,0.0,0.0,309.0,0,0,
490,2,20.0,22,0.12212962962962962,600.0,0.0,0.0,240.0,0,0,
491,2,25.0,22,0.10805555555555554,600.0,0.0,0.0,172.0,0,0,
492,2,10.0,23,0.35833333333333334,600.0,3.0,0.1363636363636363,357.0,0,0,
493,2,15.0,23,0.28477272727272723,600.0,3.0,0.1363636363636363,214.0,0,0,
494,2,20.0,23,0.21068181818181816,600.0,2.0,0.0909090909090909,106.0,0,0,
495,2,25.0,23,0.35098484848484846,600.0,4.0,0.1818181818181818,542.0,0,0,
496,2,10.0,24,0.33849206349206346,600.0,3.0,0.1428571428571428,333.0,0,0,
497,2,15.0,24,0.1915079365079365,600.0,0.0,0.0,113.0,0,0,
498,2,20.0,24,0.19277777777777777,600.0,0.0,0.0,180.0,0,0,
499,2,25.0,24,0.3052380952380952,600.0,0.0,0.0,371.0,0,0,
500,2,10.0,25,0.2428947368421052,600.0,2.0,0.1052631578947368,,0,0,
501,2,15.0,25,0.18815789473684208,600.0,0.0,0.0,297.0,0,0,
502,2,20.0,25,0.2021052631578947,600.0,1.0,0.0526315789473684,471.0,0,0,
503,2,25.0,25,0.11763157894736842,600.0,0.0,0.0,176.0,0,0,
504,2,10.0,26,0.31214285714285706,600.0,2.0,0.0952380952380952,451.0,0,0,
505,2,15.0,26,0.23904761904761904,600.0,0.0,0.0,299.0,0,0,
506,2,20.0,26,0.3229365079365079,600.0,3.0,0.1428571428571428,398.0,0,0,
507,2,25.0,26,0.40698412698412695,600.0,5.0,0.238095238095238,,0,0,
508,2,10.0,27,0.23824074074074073,600.0,0.0,0.0,452.0,0,0,
509,2,15.0,27,0.22388888888888886,600.0,0.0,0.0,524.0,0,0,
510,2,20.0,27,0.1300925925925926,600.0,0.0,0.0,199.0,0,0,
511,2,25.0,27,0.18564814814814815,600.0,0.0,0.0,294.0,0,0,
512,2,10.0,28,0.33386363636363636,600.0,2.0,0.0909090909090909,275.0,0,0,
513,2,15.0,28,0.20886363636363636,600.0,0.0,0.0,148.0,0,0,
514,2,20.0,28,0.24090909090909088,600.0,0.0,0.0,183.0,0,0,
515,2,25.0,28,0.3362121212121212,600.0,2.0,0.0909090909090909,174.0,0,0,
516,2,10.0,29,0.29883333333333334,600.0,3.0,0.15,,0,0,
517,2,15.0,29,0.24283333333333332,600.0,3.0,0.15,,0,0,
518,2,20.0,29,0.157,600.0,0.0,0.0,321.0,0,0,
519,2,25.0,29,0.2425,600.0,0.0,0.0,420.0,0,0,
520,2,10.0,30,0.2426851851851852,600.0,1.0,0.0555555555555555,560.0,0,0,
521,2,15.0,30,0.11277777777777777,600.0,0.0,0.0,113.0,0,0,
522,2,20.0,30,0.1433333333333333,600.0,0.0,0.0,220.0,0,0,
523,2,25.0,30,0.18833333333333332,600.0,0.0,0.0,260.0,0,0,
524,2,10.0,31,0.38533333333333336,600.0,3.0,0.15,,0,0,
525,2,15.0,31,0.37975,600.0,3.0,0.15,,0,0,
526,2,20.0,31,0.35150000000000003,600.0,2.0,0.1,505.0,0,0,
527,2,25.0,31,0.33075000000000004,600.0,3.0,0.15,,0,0,
528,2,10.0,32,0.3283333333333333,600.0,1.0,0.05,427.0,0,0,
529,2,15.0,32,0.24033333333333332,600.0,1.0,0.05,288.0,0,0,
530,2,20.0,32,0.36775,600.0,1.0,0.05,367.0,0,0,
531,2,25.0,32,0.33699999999999997,600.0,3.0,0.15,,0,0,
532,2,10.0,33,0.29460784313725485,600.0,1.0,0.0588235294117647,498.0,0,0,
533,2,15.0,33,0.21784313725490193,600.0,0.0,0.0,266.0,0,0,
534,2,20.0,33,0.25176470588235295,600.0,0.0,0.0,435.0,0,0,
535,2,25.0,33,0.18774509803921569,600.0,0.0,0.0,243.0,0,0,
536,2,10.0,34,0.3946969696969697,600.0,4.0,0.1818181818181818,444.0,0,0,
537,2,15.0,34,0.3301515151515151,600.0,2.0,0.0909090909090909,356.0,0,0,
538,2,20.0,34,0.38810606060606057,600.0,5.0,0.2272727272727272,,0,0,
539,2,25.0,34,0.3922727272727272,600.0,5.0,0.2272727272727272,,0,0,
540,2,10.0,35,0.3643939393939394,600.0,5.0,0.2272727272727272,,0,0,
541,2,15.0,35,0.23674242424242417,600.0,3.0,0.1363636363636363,126.0,0,0,
542,2,20.0,35,0.3709848484848485,600.0,6.0,0.2727272727272727,,0,0,
543,2,25.0,35,0.3751515151515151,600.0,5.0,0.2272727272727272,,0,0,
544,2,10.0,36,0.23462962962962963,600.0,1.0,0.0555555555555555,313.0,0,0,
545,2,15.0,36,0.2930555555555555,600.0,1.0,0.0555555555555555,495.0,0,0,
546,2,20.0,36,0.2409259259259259,600.0,0.0,0.0,508.0,0,0,
547,2,25.0,36,0.25805555555555554,600.0,0.0,0.0,361.0,0,0,
548,2,10.0,37,0.42826666666666663,600.0,7.0,0.28,561.0,0,0,
549,2,15.0,37,0.30513333333333337,600.0,5.0,0.2,259.0,0,0,
550,2,20.0,37,0.33713333333333334,600.0,5.0,0.2,203.0,0,0,
551,2,25.0,37,0.36173333333333335,600.0,7.0,0.28,152.0,0,0,
552,2,10.0,38,0.3519298245614035,600.0,1.0,0.0526315789473684,592.0,0,0,
553,2,15.0,38,0.2990350877192982,600.0,0.0,0.0,547.0,0,0,
554,2,20.0,38,0.25684210526315787,600.0,1.0,0.0526315789473684,507.0,0,0,
555,2,25.0,38,0.2661403508771929,600.0,1.0,0.0526315789473684,504.0,0,0,
556,2,10.0,39,0.1952380952380952,600.0,0.0,0.0,258.0,0,0,
557,2,15.0,39,0.15769841269841267,600.0,0.0,0.0,167.0,0,0,
558,2,20.0,39,0.1376190476190476,600.0,0.0,0.0,155.0,0,0,
559,2,25.0,39,0.18880952380952376,600.0,0.0,0.0,357.0,0,0,
560,2,10.0,40,0.4275,600.0,4.0,0.2,,0,0,
561,2,15.0,40,0.4221666666666667,600.0,4.0,0.2,,0,0,
562,2,20.0,40,0.345,600.0,3.0,0.15,,0,0,
563,2,25.0,40,0.29691666666666666,600.0,1.0,0.05,490.0,0,0,
564,2,10.0,41,0.33101449275362316,600.0,3.0,0.1304347826086956,264.0,0,0,
565,2,15.0,41,0.36717391304347824,600.0,4.0,0.1739130434782608,342.0,0,0,
566,2,20.0,41,0.3704347826086956,600.0,4.0,0.1739130434782608,385.0,0,0,
567,2,25.0,41,0.4221014492753623,600.0,6.0,0.2608695652173913,,0,0,
568,2,10.0,42,0.35087301587301584,600.0,2.0,0.0952380952380952,543.0,0,0,
569,2,15.0,42,0.31746031746031744,600.0,2.0,0.0952380952380952,495.0,0,0,
570,2,20.0,42,0.3032539682539682,600.0,2.0,0.0952380952380952,251.0,0,0,
571,2,25.0,42,0.32960317460317456,600.0,2.0,0.0952380952380952,356.0,0,0,
572,2,10.0,43,0.40166666666666667,600.0,4.0,0.2,,0,0,
573,2,15.0,43,0.3620833333333333,600.0,5.0,0.25,,0,0,
574,2,20.0,43,0.19583333333333333,600.0,0.0,0.0,202.0,0,0,
575,2,25.0,43,0.30266666666666664,600.0,2.0,0.1,449.0,0,0,
576,2,10.0,44,0.3476984126984126,600.0,5.0,0.238095238095238,,0,0,
577,2,15.0,44,0.1902380952380952,600.0,0.0,0.0,188.0,0,0,
578,2,20.0,44,0.27992063492063485,600.0,3.0,0.1428571428571428,354.0,0,0,
579,2,25.0,44,0.18603174603174602,600.0,0.0,0.0,271.0,0,0,
580,2,10.0,45,0.35880952380952374,600.0,3.0,0.1428571428571428,403.0,0,0,
581,2,15.0,45,0.47285714285714275,600.0,5.0,0.238095238095238,,0,0,
582,2,20.0,45,0.37238095238095237,600.0,1.0,0.0476190476190476,569.0,0,0,
583,2,25.0,45,0.3466666666666666,600.0,4.0,0.1904761904761904,,0,0,
584,2,10.0,46,0.3827272727272727,600.0,1.0,0.0454545454545454,582.0,0,0,
585,2,15.0,46,0.3158333333333333,600.0,1.0,0.0454545454545454,237.0,0,0,
586,2,20.0,46,0.333030303030303,600.0,3.0,0.1363636363636363,215.0,0,0,
587,2,25.0,46,0.32401515151515153,600.0,0.0,0.0,304.0,0,0,
588,2,10.0,47,0.38637681159420284,600.0,4.0,0.1739130434782608,366.0,0,0,
589,2,15.0,47,0.29717391304347823,600.0,3.0,0.1304347826086956,237.0,0,0,
590,2,20.0,47,0.3919565217391304,600.0,4.0,0.1739130434782608,414.0,0,0,
591,2,25.0,47,0.30456521739130427,600.0,4.0,0.1739130434782608,192.0,0,0,
592,2,10.0,48,0.3048245614035087,600.0,2.0,0.1052631578947368,,0,0,
593,2,15.0,48,0.3434210526315789,600.0,2.0,0.1052631578947368,,0,0,
594,2,20.0,48,0.30657894736842106,600.0,0.0,0.0,462.0,0,0,
595,2,25.0,48,0.3771929824561403,600.0,5.0,0.2631578947368421,,0,0,
596,2,10.0,49,0.29,600.0,1.0,0.0555555555555555,369.0,0,0,
597,2,15.0,49,0.1448148148148148,600.0,0.0,0.0,134.0,0,0,
598,2,20.0,49,0.22518518518518515,600.0,0.0,0.0,443.0,0,0,
599,2,25.0,49,0.1699074074074074,600.0,0.0,0.0,276.0,0,0,
600,2,10.0,50,0.2708730158730158,600.0,3.0,0.1428571428571428,278.0,0,0,
601,2,15.0,50,0.2877777777777777,600.0,1.0,0.0476190476190476,434.0,0,0,
602,2,20.0,50,0.27341269841269833,600.0,3.0,0.1428571428571428,251.0,0,0,
603,2,25.0,50,0.2666666666666666,600.0,2.0,0.0952380952380952,385.0,0,0,
604,2,10.0,51,0.22375,600.0,0.0,0.0,213.0,0,0,
605,2,15.0,51,0.27625,600.0,1.0,0.05,553.0,0,0,
606,2,20.0,51,0.21508333333333335,600.0,1.0,0.05,206.0,0,0,
607,2,25.0,51,0.25866666666666666,600.0,1.0,0.05,327.0,0,0,
608,2,10.0,52,0.2746491228070175,600.0,1.0,0.0526315789473684,347.0,0,0,
609,2,15.0,52,0.21692982456140347,600.0,0.0,0.0,276.0,0,0,
610,2,20.0,52,0.16035087719298244,600.0,0.0,0.0,197.0,0,0,
611,2,25.0,52,0.16122807017543858,600.0,0.0,0.0,151.0,0,0,
612,2,10.0,53,0.24999999999999994,600.0,0.0,0.0,422.0,0,0,
613,2,15.0,53,0.22231481481481477,600.0,1.0,0.0555555555555555,493.0,0,0,
614,2,20.0,53,0.19379629629629627,600.0,0.0,0.0,298.0,0,0,
615,2,25.0,53,0.21666666666666662,600.0,1.0,0.0555555555555555,423.0,0,0,
616,2,10.0,54,0.36050000000000004,600.0,4.0,0.2,,0,0,
617,2,15.0,54,0.27316666666666667,600.0,3.0,0.15,,0,0,
618,2,20.0,54,0.30724999999999997,600.0,1.0,0.05,535.0,0,0,
619,2,25.0,54,0.28391666666666665,600.0,1.0,0.05,480.0,0,0,
620,2,10.0,55,0.36043859649122806,600.0,2.0,0.1052631578947368,,0,0,
621,2,15.0,55,0.3952631578947368,600.0,2.0,0.1052631578947368,,0,0,
622,2,20.0,55,0.32175438596491224,600.0,3.0,0.1578947368421052,,0,0,
623,2,25.0,55,0.1744736842105263,600.0,0.0,0.0,203.0,0,0,
624,2,10.0,56,0.3245098039215686,600.0,2.0,0.1176470588235294,,0,0,
625,2,15.0,56,0.2511764705882353,600.0,0.0,0.0,343.0,0,0,
626,2,20.0,56,0.3763725490196078,600.0,2.0,0.1176470588235294,,0,0,
627,2,25.0,56,0.22166666666666668,600.0,0.0,0.0,275.0,0,0,
628,2,10.0,57,0.2531481481481481,600.0,2.0,0.1111111111111111,,0,0,
629,2,15.0,57,0.24305555555555552,600.0,0.0,0.0,321.0,0,0,
630,2,20.0,57,0.28888888888888886,600.0,0.0,0.0,369.0,0,0,
631,2,25.0,57,0.20194444444444443,600.0,0.0,0.0,280.0,0,0,
632,2,10.0,58,0.3155833333333333,600.0,3.0,0.15,,0,0,
633,2,15.0,58,0.24183333333333332,600.0,1.0,0.05,452.0,0,0,
634,2,20.0,58,0.21475,600.0,1.0,0.05,348.0,0,0,
635,2,25.0,58,0.17908333333333334,600.0,0.0,0.0,267.0,0,0,
636,2,10.0,59,0.23780303030303027,600.0,3.0,0.1363636363636363,237.0,0,0,
637,2,15.0,59,0.2531818181818182,600.0,3.0,0.1363636363636363,255.0,0,0,
638,2,20.0,59,0.17159090909090904,600.0,1.0,0.0454545454545454,172.0,0,0,
639,2,25.0,59,0.22106060606060604,600.0,4.0,0.1818181818181818,83.0,0,0,
640,2,10.0,60,0.30206349206349203,600.0,2.0,0.0952380952380952,345.0,0,0,
641,2,15.0,60,0.2352380952380952,600.0,2.0,0.0952380952380952,208.0,0,0,
642,2,20.0,60,0.18650793650793648,600.0,1.0,0.0476190476190476,139.0,0,0,
643,2,25.0,60,0.1834126984126984,600.0,1.0,0.0476190476190476,141.0,0,0,
644,2,10.0,61,0.33893939393939393,600.0,2.0,0.0909090909090909,280.0,0,0,
645,2,15.0,61,0.37719696969696964,600.0,5.0,0.2272727272727272,,0,0,
646,2,20.0,61,0.3379545454545454,600.0,3.0,0.1363636363636363,270.0,0,0,
647,2,25.0,61,0.3419696969696969,600.0,3.0,0.1363636363636363,287.0,0,0,
648,2,10.0,62,0.2836111111111111,600.0,0.0,0.0,445.0,0,0,
649,2,15.0,62,0.22101851851851848,600.0,0.0,0.0,298.0,0,0,
650,2,20.0,62,0.24055555555555552,600.0,0.0,0.0,332.0,0,0,
651,2,25.0,62,0.22694444444444442,600.0,0.0,0.0,250.0,0,0,
652,2,10.0,63,0.245,600.0,2.0,0.1111111111111111,,0,0,
653,2,15.0,63,0.2457407407407407,600.0,1.0,0.0555555555555555,527.0,0,0,
654,2,20.0,63,0.2518518518518519,600.0,1.0,0.0555555555555555,495.0,0,0,
655,2,25.0,63,0.3150925925925926,600.0,0.0,0.0,479.0,0,0,
656,2,10.0,64,0.33849206349206346,600.0,2.0,0.0952380952380952,369.0,0,0,
657,2,15.0,64,0.30158730158730157,600.0,2.0,0.0952380952380952,458.0,0,0,
658,2,20.0,64,0.2698412698412698,600.0,1.0,0.0476190476190476,261.0,0,0,
659,2,25.0,64,0.21833333333333332,600.0,1.0,0.0476190476190476,175.0,0,0,
660,2,10.0,65,0.3479411764705882,600.0,1.0,0.0588235294117647,600.0,0,0,
661,2,15.0,65,0.18490196078431373,600.0,0.0,0.0,281.0,0,0,
662,2,20.0,65,0.13205882352941176,600.0,0.0,0.0,204.0,0,0,
663,2,25.0,65,0.19098039215686274,600.0,0.0,0.0,262.0,0,0,
664,2,10.0,66,0.22358333333333336,600.0,0.0,0.0,439.0,0,0,
665,2,15.0,66,0.24858333333333335,600.0,0.0,0.0,460.0,0,0,
666,2,20.0,66,0.31125,600.0,3.0,0.15,,0,0,
667,2,25.0,66,0.18516666666666665,600.0,0.0,0.0,240.0,0,0,
668,2,10.0,67,0.3147368421052631,600.0,1.0,0.0526315789473684,579.0,0,0,
669,2,15.0,67,0.2909649122807017,600.0,2.0,0.1052631578947368,,0,0,
670,2,20.0,67,0.29815789473684207,600.0,3.0,0.1578947368421052,,0,0,
671,2,25.0,67,0.11885964912280701,600.0,0.0,0.0,205.0,0,0,
672,2,10.0,68,0.2694117647058823,600.0,0.0,0.0,428.0,0,0,
673,2,15.0,68,0.22411764705882353,600.0,0.0,0.0,462.0,0,0,
674,2,20.0,68,0.19970588235294115,600.0,0.0,0.0,299.0,0,0,
675,2,25.0,68,0.27274509803921565,600.0,0.0,0.0,415.0,0,0,
676,2,10.0,69,0.3545,600.0,3.0,0.15,,0,0,
677,2,15.0,69,0.321,600.0,1.0,0.05,377.0,0,0,
678,2,20.0,69,0.22316666666666668,600.0,0.0,0.0,243.0,0,0,
679,2,25.0,69,0.266,600.0,1.0,0.05,219.0,0,0,
680,2,10.0,70,0.21780701754385964,600.0,1.0,0.0526315789473684,386.0,0,0,
681,2,15.0,70,0.1557017543859649,600.0,0.0,0.0,191.0,0,0,
682,2,20.0,70,0.1683333333333333,600.0,0.0,0.0,245.0,0,0,
683,2,25.0,70,0.16570175438596488,600.0,0.0,0.0,183.0,0,0,
684,2,10.0,71,0.25517543859649117,600.0,2.0,0.1052631578947368,,0,0,
685,2,15.0,71,0.3291228070175438,600.0,0.0,0.0,507.0,0,0,
686,2,20.0,71,0.22912280701754384,600.0,0.0,0.0,289.0,0,0,
687,2,25.0,71,0.28631578947368413,600.0,0.0,0.0,528.0,0,0,
688,2,10.0,72,0.39141666666666663,600.0,4.0,0.2,,0,0,
689,2,15.0,72,0.3426666666666667,600.0,1.0,0.05,477.0,0,0,
690,2,20.0,72,0.35933333333333334,600.0,5.0,0.25,,0,0,
691,2,25.0,72,0.296,600.0,2.0,0.1,536.0,0,0,
692,2,10.0,73,0.2909803921568627,600.0,1.0,0.0588235294117647,484.0,0,0,
693,2,15.0,73,0.17127450980392156,600.0,0.0,0.0,220.0,0,0,
694,2,20.0,73,0.26784313725490194,600.0,1.0,0.0588235294117647,582.0,0,0,
