cohere,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
0.15,37.0,37.0,100,25.6,2.215646837627989,0.8533333333333333,0.07385489458759961,0.22,0.11078234188139946,0.33333333333333326,0.0,0.004666666666666664,0.012552918289216949,2.43,1.2812162781962895,13.03,1.0488570017409475,1.77,1.0904081341359748,0.2,0.4714045207910317,15.68,2.2105349231497446,6.88,4.080701068703908,4.32,2.2105349231497446,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,38.0,38.0,100,25.46,2.2626524168762563,0.8486666666666668,0.07542174722920852,0.22699999999999998,0.11313262084381276,0.33333333333333326,0.0,0.004666666666666664,0.011624502933992559,2.5,1.2752500250000491,12.96,1.09101009633414,1.86,1.1193432417847946,0.18,0.4794778304562056,15.52,2.354793091770593,6.83,4.273609408186172,4.48,2.354793091770592,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,39.0,39.0,100,25.24,2.3186551309243075,0.8413333333333334,0.07728850436414357,0.23800000000000002,0.11593275654621535,0.33333333333333326,0.0,0.007333333333333335,0.017459267973181796,2.6,1.2472191289246468,12.84,1.1696498655926089,1.96,1.1969658611369303,0.2,0.4264014327112209,15.36,2.1997245006563615,6.76,4.290275590969029,4.64,2.1997245006563615,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,40.0,40.0,100,25.03,2.3929821638206237,0.8343333333333334,0.07976607212735412,0.24850000000000003,0.1196491081910312,0.33333333333333326,0.0,0.006999999999999998,0.016612707264281438,2.74,1.32283747675177,12.77,1.1621557815568704,2.04,1.171375777503194,0.19,0.4425591326123389,15.21,2.2798856962310166,6.68,4.201683164416544,4.79,2.279885696231017,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,41.0,41.0,100,24.73,2.4030914432972548,0.8243333333333334,0.0801030481099085,0.2635,0.12015457216486276,0.33333333333333326,0.0,0.010000000000000002,0.01675063025432021,2.85,1.3132964154171272,12.58,1.1821910833599438,2.11,1.205165649371173,0.31,0.6620293258480536,14.85,2.2934910093787177,6.64,4.22001005312604,5.15,2.2934910093787177,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,42.0,42.0,100,24.6,2.416274785363585,0.82,0.08054249284545281,0.27,0.12081373926817923,0.33333333333333326,0.0,0.004333333333333335,0.011266588966321038,2.89,1.3325376413657384,12.49,1.1763236687822674,2.13,1.260551426555021,0.38,0.6783819132332614,14.68,2.1875681807556413,6.75,4.154527772214434,5.32,2.1875681807556413,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,43.0,43.0,100,24.38,2.4527041353896664,0.8126666666666666,0.08175680451298888,0.281,0.12263520676948335,0.33333333333333326,0.0,0.007333333333333334,0.016122427234528305,2.99,1.3295020712942713,12.37,1.2115187896924164,2.29,1.2815315963031235,0.34,0.6391281940932103,14.58,2.170416335799901,6.86,4.151232018657507,5.42,2.170416335799901,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,44.0,44.0,100,24.22,2.520942584659856,0.8073333333333333,0.08403141948866186,0.289,0.12604712923299277,0.33333333333333326,0.0,0.005333333333333339,0.016897392861677983,3.07,1.3725667174820293,12.29,1.2251159499855886,2.41,1.2398680281678076,0.3,0.5945883900105632,14.48,2.258452138214591,7.05,4.036137267289609,5.52,2.258452138214591,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,45.0,45.0,100,24.03,2.524446133873386,0.8009999999999999,0.08414820446244617,0.2985,0.12622230669366927,0.33333333333333326,0.0,0.006333333333333332,0.01688077955232079,3.19,1.3461129974932278,12.22,1.2679419417610442,2.5,1.1763666026534347,0.28,0.6369117408688315,14.37,2.423183480840479,7.2,4.020151261036848,5.63,2.423183480840479,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,46.0,46.0,100,23.83,2.5546748592264406,0.7943333333333333,0.08515582864088136,0.3085,0.12773374296132203,0.33333333333333326,0.0,0.00666666666666667,0.014982219165849828,3.3,1.4177803109441918,12.13,1.2198277739008068,2.63,1.2115187896924167,0.24,0.5706632681858591,14.24,2.309925881009514,7.19,4.019384846646878,5.76,2.3099258810095136,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,47.0,47.0,100,23.68,2.6280537792569367,0.7893333333333333,0.08760179264189788,0.316,0.13140268896284688,0.33333333333333326,0.0,0.005,0.013710981778281039,3.4,1.4633571475938951,12.08,1.260751739834195,2.72,1.2798358480601322,0.2,0.5124707431905383,14.12,2.3280459574067645,7.1,3.9273709303097952,5.88,2.328045957406765,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,48.0,48.0,100,23.52,2.576035635615236,0.784,0.08586785452050788,0.324,0.12880178178076182,0.33333333333333326,0.0,0.005333333333333333,0.017549033438774946,3.52,1.4318173801504894,12.04,1.278572436253604,2.77,1.278058818456468,0.19,0.44255913261233915,14.0,2.2741409744598444,7.03,3.9426571566071336,6.0,2.2741409744598444,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,49.0,49.0,100,23.35,2.5716991199664783,0.7783333333333333,0.08572330399888267,0.3325,0.12858495599832398,0.33333333333333326,0.0,0.005666666666666668,0.018383005864155387,3.59,1.4220130843706087,11.94,1.2934957723670044,2.8,1.197640778507243,0.26,0.5966234959835189,13.83,2.3443678478559216,6.92,3.8942589186201433,6.17,2.344367847855921,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
0.15,50.0,50.0,100,23.15,2.5677683586013638,0.7716666666666667,0.08559227862004548,0.3425,0.12838841793006822,0.33333333333333326,0.0,0.006666666666666667,0.01834939608543934,3.68,1.398989534332447,11.83,1.2875079680051567,2.96,1.145214019960964,0.21,0.5910955416799718,13.75,2.2400171355765934,7.03,3.8150552374305753,6.25,2.240017135576594,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
