cohere,replications,J_delta_mean,J_delta_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std
0.15,100,0.4301716666666667,0.07232705682149597,98,226.10204081632654,113.97472045593543,0,0,0,,,8.29,2.3063154400668853,0.2763333333333333,0.07687718133556283
0.25,100,0.4365033333333333,0.06929387934498717,97,235.95876288659792,101.4863411915791,0,0,0,,,8.17,2.3357346950491973,0.2723333333333333,0.07785782316830657
0.35,100,0.42989555555555553,0.07167480760102514,97,235.83505154639175,97.85402397750984,0,0,0,,,7.99,2.409975061692505,0.2663333333333333,0.08033250205641687
0.45,100,0.44192499999999996,0.07301318042116689,93,246.247311827957,106.41506675707427,0,0,0,,,8.34,2.37928772976496,0.27799999999999997,0.07930959099216538
0.6,100,0.4395444444444444,0.06499101686657006,96,240.83333333333334,101.44385708533996,0,0,0,,,8.19,2.1913281798761206,0.27299999999999996,0.07304427266253735
