min_priority,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
1,366.0,366.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,367.0,367.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,368.0,368.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,369.0,369.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,370.0,370.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,371.0,371.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,372.0,372.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,373.0,373.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,374.0,374.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,375.0,375.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.01,0.10000000000000012,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,376.0,376.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,377.0,377.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,378.0,378.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,379.0,379.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,380.0,380.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,381.0,381.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,382.0,382.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,383.0,383.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,384.0,384.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,385.0,385.0,100,0.01,0.09999999999999999,0.002,0.019999999999999993,0.998,0.01999999999999997,0.0,0.0,0.0,0.0,4.99,0.09999999999999981,0.01,0.09999999999999999,4.69,0.7204796382208932,0.3,0.7177405625652734,15.01,0.10000000000000012,15.0,0.0,4.99,0.09999999999999981,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,386.0,386.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002,0.019999999999999993,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,387.0,387.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,388.0,388.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,389.0,389.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,390.0,390.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,391.0,391.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,392.0,392.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,393.0,393.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,394.0,394.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,395.0,395.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,396.0,396.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,397.0,397.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,398.0,398.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,399.0,399.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,400.0,400.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,401.0,401.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,402.0,402.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,403.0,403.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,404.0,404.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,405.0,405.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,406.0,406.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,407.0,407.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,408.0,408.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,409.0,409.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,410.0,410.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,411.0,411.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,412.0,412.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,413.0,413.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,414.0,414.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,415.0,415.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,416.0,416.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,417.0,417.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,418.0,418.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,419.0,419.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,420.0,420.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,421.0,421.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,422.0,422.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,423.0,423.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,424.0,424.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,425.0,425.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,426.0,426.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,427.0,427.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,428.0,428.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,429.0,429.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,430.0,430.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,431.0,431.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,432.0,432.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,433.0,433.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,434.0,434.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,435.0,435.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,436.0,436.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,437.0,437.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,438.0,438.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,439.0,439.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,440.0,440.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,441.0,441.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,442.0,442.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,443.0,443.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
1,444.0,444.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.7,0.7177405625652735,0.3,0.7177405625652734,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.25,0.0,0.63,0.7608474807008885
