RunId,min_priority,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
375,6,77,0.47405555555555556,600.0,10.0,0.3333333333333333,269.0,0,0,
376,6,75,0.4784999999999999,600.0,11.0,0.3666666666666666,263.0,0,0,
377,6,82,0.44638888888888884,600.0,10.0,0.3333333333333333,178.0,0,0,
378,6,79,0.415,600.0,8.0,0.2666666666666666,166.0,0,0,
379,6,78,0.5094444444444444,600.0,11.0,0.3666666666666666,363.0,0,0,
380,6,81,0.4578888888888889,600.0,11.0,0.3666666666666666,108.0,0,0,
381,6,76,0.5151666666666667,600.0,10.0,0.3333333333333333,341.0,0,0,
382,6,80,0.4684999999999999,600.0,10.0,0.3333333333333333,248.0,0,0,
383,6,87,0.47866666666666663,600.0,10.0,0.3333333333333333,267.0,0,0,
384,6,83,0.5060555555555556,600.0,10.0,0.3333333333333333,383.0,0,0,
385,6,85,0.4366666666666666,600.0,11.0,0.3666666666666666,155.0,0,0,
386,6,84,0.3431666666666666,600.0,3.0,0.1,143.0,0,0,
387,6,88,0.4145555555555555,600.0,10.0,0.3333333333333333,114.0,0,0,
388,6,86,0.4716666666666667,600.0,10.0,0.3333333333333333,242.0,0,0,
389,6,95,0.47355555555555556,600.0,10.0,0.3333333333333333,286.0,0,0,
390,6,96,0.511611111111111,600.0,10.0,0.3333333333333333,355.0,0,0,
391,6,91,0.33344444444444443,600.0,6.0,0.2,61.0,0,0,
392,6,89,0.4773333333333333,600.0,11.0,0.3666666666666666,302.0,0,0,
393,6,93,0.6180555555555555,600.0,13.0,0.4333333333333333,,0,0,
394,6,90,0.4728333333333333,600.0,10.0,0.3333333333333333,282.0,0,0,
395,6,92,0.4647777777777778,600.0,10.0,0.3333333333333333,279.0,0,0,
396,6,97,0.49172222222222217,600.0,11.0,0.3666666666666666,342.0,0,0,
397,6,94,0.4958888888888888,600.0,11.0,0.3666666666666666,329.0,0,0,
398,6,98,0.33899999999999997,600.0,7.0,0.2333333333333333,143.0,0,0,
399,6,99,0.49894444444444447,600.0,10.0,0.3333333333333333,291.0,0,0,
400,8,1,0.590625,600.0,20.0,0.5,231.0,0,0,
401,8,5,0.532125,600.0,20.0,0.5,74.0,0,0,
402,8,4,0.627625,600.0,19.0,0.475,288.0,0,0,
403,8,0,0.5687083333333334,600.0,20.0,0.5,133.0,0,0,
404,8,12,0.569875,600.0,20.0,0.5,145.0,0,0,
405,8,11,0.5249583333333334,600.0,20.0,0.5,33.0,0,0,
406,8,3,0.6469166666666666,600.0,20.0,0.5,320.0,0,0,
407,8,8,0.6008333333333333,600.0,20.0,0.5,242.0,0,0,
408,8,2,0.5629166666666666,600.0,20.0,0.5,100.0,0,0,
409,8,6,0.6212916666666667,600.0,21.0,0.525,211.0,0,0,
410,8,7,0.6207083333333333,600.0,20.0,0.5,357.0,0,0,
411,8,10,0.6262916666666666,600.0,20.0,0.5,232.0,0,0,
412,8,9,0.592625,600.0,20.0,0.5,200.0,0,0,
413,8,13,0.608375,600.0,20.0,0.5,192.0,0,0,
414,8,15,0.61175,600.0,20.0,0.5,261.0,0,0,
415,8,14,0.6255000000000001,600.0,20.0,0.5,351.0,0,0,
416,8,17,0.6088333333333333,600.0,20.0,0.5,254.0,0,0,
417,8,16,0.5417083333333333,600.0,20.0,0.5,148.0,0,0,
418,8,21,0.6125833333333334,600.0,21.0,0.525,215.0,0,0,
419,8,19,0.5875416666666666,600.0,20.0,0.5,220.0,0,0,
420,8,22,0.578125,600.0,20.0,0.5,271.0,0,0,
421,8,24,0.565,600.0,18.0,0.45,175.0,0,0,
422,8,20,0.6106666666666666,600.0,21.0,0.525,398.0,0,0,
423,8,18,0.5929166666666666,600.0,22.0,0.55,134.0,0,0,
424,8,23,0.5725833333333333,600.0,20.0,0.5,134.0,0,0,
425,8,25,0.6609166666666667,600.0,22.0,0.55,446.0,0,0,
426,8,27,0.5753750000000001,600.0,20.0,0.5,200.0,0,0,
427,8,26,0.6390833333333333,600.0,20.0,0.5,267.0,0,0,
428,8,28,0.5459583333333333,600.0,17.0,0.425,171.0,0,0,
429,8,29,0.6752916666666667,600.0,23.0,0.575,,0,0,
430,8,30,0.6000833333333333,600.0,20.0,0.5,299.0,0,0,
431,8,31,0.6607083333333333,600.0,21.0,0.525,322.0,0,0,
432,8,32,0.599375,600.0,21.0,0.525,355.0,0,0,
433,8,34,0.6267916666666666,600.0,21.0,0.525,260.0,0,0,
434,8,33,0.608375,600.0,20.0,0.5,258.0,0,0,
435,8,35,0.586875,600.0,20.0,0.5,241.0,0,0,
436,8,36,0.5635833333333334,600.0,20.0,0.5,102.0,0,0,
437,8,37,0.5612083333333334,600.0,20.0,0.5,132.0,0,0,
438,8,39,0.5722083333333333,600.0,18.0,0.45,198.0,0,0,
439,8,38,0.5972916666666667,600.0,20.0,0.5,169.0,0,0,
440,8,40,0.607125,600.0,20.0,0.5,139.0,0,0,
441,8,42,0.5945416666666667,600.0,20.0,0.5,225.0,0,0,
442,8,41,0.6408333333333334,600.0,20.0,0.5,322.0,0,0,
443,8,44,0.5718333333333334,600.0,20.0,0.5,203.0,0,0,
444,8,43,0.5600833333333334,600.0,20.0,0.5,128.0,0,0,
445,8,46,0.5774583333333334,600.0,18.0,0.45,193.0,0,0,
446,8,45,0.6627500000000001,600.0,21.0,0.525,287.0,0,0,
447,8,52,0.6108333333333333,600.0,20.0,0.5,305.0,0,0,
448,8,47,0.6070833333333333,600.0,20.0,0.5,268.0,0,0,
449,8,55,0.6165833333333333,600.0,21.0,0.525,369.0,0,0,
450,8,49,0.548625,600.0,16.0,0.4,170.0,0,0,
451,8,50,0.5430833333333334,600.0,20.0,0.5,75.0,0,0,
452,8,53,0.5731666666666666,600.0,20.0,0.5,219.0,0,0,
453,8,51,0.5769166666666666,600.0,20.0,0.5,176.0,0,0,
454,8,48,0.6415833333333333,600.0,20.0,0.5,245.0,0,0,
455,8,54,0.5623333333333332,600.0,20.0,0.5,205.0,0,0,
456,8,56,0.6944583333333334,600.0,22.0,0.55,492.0,0,0,
457,8,57,0.5669166666666666,600.0,20.0,0.5,146.0,0,0,
458,8,58,0.5895833333333333,600.0,20.0,0.5,221.0,0,0,
459,8,59,0.542625,600.0,20.0,0.5,39.0,0,0,
460,8,60,0.5789166666666667,600.0,20.0,0.5,161.0,0,0,
461,8,61,0.6729583333333334,600.0,21.0,0.525,425.0,0,0,
462,8,62,0.6050416666666666,600.0,18.0,0.45,252.0,0,0,
463,8,68,0.5787083333333334,600.0,20.0,0.5,115.0,0,0,
464,8,67,0.6477916666666667,600.0,20.0,0.5,407.0,0,0,
465,8,66,0.56125,600.0,19.0,0.475,218.0,0,0,
466,8,63,0.6520833333333333,600.0,20.0,0.5,410.0,0,0,
467,8,69,0.63175,600.0,21.0,0.525,348.0,0,0,
468,8,65,0.598125,600.0,21.0,0.525,334.0,0,0,
469,8,64,0.6298750000000001,600.0,21.0,0.525,288.0,0,0,
470,8,70,0.55925,600.0,20.0,0.5,102.0,0,0,
471,8,71,0.5652916666666666,600.0,20.0,0.5,163.0,0,0,
472,8,73,0.5723333333333332,600.0,20.0,0.5,179.0,0,0,
473,8,76,0.6357083333333333,600.0,20.0,0.5,341.0,0,0,
474,8,75,0.5915833333333333,600.0,20.0,0.5,200.0,0,0,
475,8,74,0.6105416666666666,600.0,20.0,0.5,197.0,0,0,
476,8,79,0.5928333333333333,600.0,19.0,0.475,245.0,0,0,
477,8,81,0.54825,600.0,19.0,0.475,100.0,0,0,
478,8,80,0.582375,600.0,21.0,0.525,153.0,0,0,
479,8,82,0.5754166666666667,600.0,20.0,0.5,171.0,0,0,
480,8,77,0.5784583333333333,600.0,20.0,0.5,202.0,0,0,
481,8,72,0.6617500000000001,600.0,21.0,0.525,421.0,0,0,
482,8,87,0.5748333333333334,600.0,20.0,0.5,111.0,0,0,
483,8,84,0.48516666666666663,600.0,14.0,0.35,173.0,0,0,
484,8,83,0.6285000000000001,600.0,20.0,0.5,330.0,0,0,
485,8,89,0.6350833333333333,600.0,22.0,0.55,484.0,0,0,
486,8,93,0.6140416666666667,600.0,20.0,0.5,211.0,0,0,
487,8,85,0.5742916666666666,600.0,20.0,0.5,127.0,0,0,
488,8,94,0.573625,600.0,20.0,0.5,141.0,0,0,
489,8,90,0.5894166666666666,600.0,20.0,0.5,152.0,0,0,
490,8,95,0.5745,600.0,20.0,0.5,160.0,0,0,
491,8,92,0.60575,600.0,19.0,0.475,374.0,0,0,
492,8,86,0.5985,600.0,20.0,0.5,234.0,0,0,
493,8,88,0.5609166666666667,600.0,20.0,0.5,114.0,0,0,
494,8,97,0.5549583333333333,600.0,20.0,0.5,97.0,0,0,
495,8,78,0.6380833333333333,600.0,21.0,0.525,424.0,0,0,
496,8,98,0.50425,600.0,17.0,0.425,143.0,0,0,
497,8,99,0.6298750000000001,600.0,20.0,0.5,345.0,0,0,
498,8,96,0.631625,600.0,20.0,0.5,347.0,0,0,
499,8,91,0.462625,600.0,13.0,0.325,61.0,0,0,
