RunId,priority_range_width,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
77,0,77,0.33025,600.0,4.0,0.2,,0,0,
78,0,78,0.26275,600.0,0.0,0.0,286.0,0,0,
79,0,79,0.18766666666666665,600.0,0.0,0.0,143.0,0,0,
80,0,80,0.22375,600.0,0.0,0.0,230.0,0,0,
81,0,81,0.3745833333333333,600.0,1.0,0.05,476.0,0,0,
82,0,82,0.3089166666666667,600.0,1.0,0.05,391.0,0,0,
83,0,83,0.3735833333333333,600.0,3.0,0.15,,0,0,
84,0,84,0.17900000000000002,600.0,0.0,0.0,177.0,0,0,
85,0,85,0.34141666666666665,600.0,0.0,0.0,380.0,0,0,
86,0,86,0.2784166666666667,600.0,1.0,0.05,232.0,0,0,
87,0,87,0.1295,600.0,0.0,0.0,94.0,0,0,
88,0,88,0.34575,600.0,1.0,0.05,479.0,0,0,
89,0,89,0.29574999999999996,600.0,0.0,0.0,444.0,0,0,
90,0,90,0.26666666666666666,600.0,0.0,0.0,268.0,0,0,
91,0,91,0.16191666666666668,600.0,0.0,0.0,167.0,0,0,
92,0,92,0.26983333333333337,600.0,0.0,0.0,403.0,0,0,
93,0,93,0.23933333333333331,600.0,0.0,0.0,195.0,0,0,
94,0,94,0.42025,600.0,6.0,0.3,,0,0,
95,0,95,0.24391666666666667,600.0,0.0,0.0,319.0,0,0,
96,0,96,0.19908333333333333,600.0,0.0,0.0,214.0,0,0,
97,0,97,0.24041666666666667,600.0,0.0,0.0,345.0,0,0,
98,0,98,0.18708333333333332,600.0,0.0,0.0,184.0,0,0,
99,0,99,0.28025,600.0,2.0,0.1,270.0,0,0,
100,2,0,0.1225,600.0,0.0,0.0,115.0,0,0,
101,2,1,0.19935185185185184,600.0,0.0,0.0,267.0,0,0,
102,2,2,0.19833333333333333,600.0,0.0,0.0,279.0,0,0,
103,2,3,0.23333333333333328,600.0,2.0,0.0909090909090909,169.0,0,0,
104,2,4,0.32870370370370366,600.0,1.0,0.0555555555555555,377.0,0,0,
105,2,5,0.24174603174603174,600.0,0.0,0.0,269.0,0,0,
106,2,6,0.32128787878787873,600.0,2.0,0.0909090909090909,341.0,0,0,
107,2,7,0.3352272727272727,600.0,0.0,0.0,294.0,0,0,
108,2,8,0.3255263157894737,600.0,0.0,0.0,321.0,0,0,
109,2,9,0.32108333333333333,600.0,0.0,0.0,418.0,0,0,
110,2,10,0.24383333333333335,600.0,0.0,0.0,304.0,0,0,
