priority_range_width,replications,J_delta_mean,J_delta_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std
0,100,0.27459666666666666,0.04541573103166228,80,360.7125,112.10045153422537,0,0,0,,,1.63,1.0885538548686946,0.0815,0.05442769274343473
2,100,0.28209438729067426,0.05354451913165407,80,345.5,112.8500741714702,0,0,0,,,1.83,1.524579756635721,0.08690222623131491,0.06732008713825094
4,100,0.2930591595877309,0.07259609541145731,93,356.494623655914,133.7321807435776,0,0,0,,,2.15,2.235503242555185,0.09400974686137559,0.08935856830766525
6,100,0.30121773109605116,0.08555562509159317,88,312.64772727272725,115.9354794576457,0,0,0,,,2.63,2.7948545796180744,0.1095160631772893,0.10419367251118532
