drone_type,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
fixed_wing,10.0,10.0,100,18.61,1.4900003389600323,0.9305,0.07450001694800158,0.0695,0.0745000169480016,0.0,0.0,0.0105,0.023884190282581187,0.79,0.832363071518843,9.4,0.710669054518701,0.18,0.3861229196653692,0.42,0.6384957068585252,17.8,2.6967994498529686,18.63,1.481570283533828,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,11.0,11.0,100,18.4,1.5699192541804383,0.92,0.07849596270902195,0.08,0.07849596270902193,0.0,0.0,0.010499999999999999,0.02491906089642215,0.91,0.8887057892227214,9.31,0.7479939501726933,0.24,0.4521553322083513,0.45,0.6571287406727708,17.52,2.8050459583191905,18.49,1.6174240650060228,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,12.0,12.0,100,18.2,1.675732916690726,0.91,0.08378664583453632,0.09,0.08378664583453632,0.0,0.0,0.01,0.02247332874877474,1.0,0.9211323729436766,9.2,0.8164965809277263,0.32,0.5295319068800675,0.48,0.6587407638361191,17.33,2.839316321179654,18.29,1.79390100286521,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,13.0,13.0,100,18.04,1.7403122905636415,0.902,0.08701561452818207,0.098,0.08701561452818206,0.0,0.0,0.008,0.023268307661154508,1.1,0.9587449708822046,9.14,0.8530397222150724,0.29,0.49838121792844314,0.57,0.685418105828829,17.07,2.896375303545778,18.28,1.7700082748194401,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,14.0,14.0,100,17.89,1.8634983935131968,0.8945000000000001,0.09317491967565981,0.10550000000000001,0.09317491967565981,0.0,0.0,0.007499999999999999,0.021759706994462228,1.16,0.9920899274977165,9.05,0.9360890055238476,0.35,0.5924610544247623,0.6,0.6963106238227915,16.89,2.9090419819117876,18.23,1.751507287389287,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,15.0,15.0,100,17.73,1.8794744591039927,0.8865000000000001,0.09397372295519962,0.11349999999999999,0.0939737229551996,0.0,0.0,0.007999999999999997,0.022156468376279884,1.23,1.0035794523463089,8.96,0.9419515525082635,0.35,0.5751591786697668,0.69,0.7745314647572362,16.62,2.9772877630894903,18.1,1.7085642859406605,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,16.0,16.0,100,17.6,1.9016207866348165,0.88,0.09508103933174081,0.12,0.09508103933174078,0.0,0.0,0.006500000000000001,0.02319765749232696,1.31,1.0415121097459574,8.91,0.9111542241585779,0.37,0.5441145155760928,0.72,0.7531750973530174,16.44,2.962117724558127,18.03,1.6904664349453284,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,17.0,17.0,100,17.46,1.903850431269869,0.873,0.09519252156349345,0.127,0.09519252156349345,0.0,0.0,0.006999999999999999,0.023591643786850813,1.4,1.063632046956621,8.86,0.9103223982122312,0.42,0.6060303022726895,0.72,0.725857208319024,16.31,2.8944216637657965,17.99,1.898936438104128,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,18.0,18.0,100,17.43,1.9397750572494934,0.8715,0.0969887528624746,0.1285,0.09698875286247466,0.0,0.0,0.0015000000000000002,0.022978909961751955,1.42,1.0841372308677237,8.85,0.9252354327740622,0.45,0.6723244767373874,0.7,0.6741998624632421,16.29,2.938064366589374,17.85,2.0069324297987157,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,19.0,19.0,100,17.38,1.9215944557906204,0.8690000000000001,0.09607972278953107,0.131,0.09607972278953107,0.0,0.0,0.0025000000000000044,0.02694457461178598,1.47,1.0584436831041275,8.85,0.9468181696950295,0.42,0.6693883835866948,0.73,0.7365631354644709,16.18,3.0163862250358218,17.61,2.2242692591891253,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,20.0,20.0,100,17.27,2.068791673876079,0.8634999999999999,0.10343958369380396,0.1365,0.10343958369380393,0.0,0.0,0.005500000000000004,0.022355032425551855,1.55,1.157976291168818,8.82,0.9783515304693489,0.42,0.654124443725189,0.76,0.7264136340107938,16.12,3.0059872913835806,17.5,2.1532216876958197,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,21.0,21.0,100,17.13,2.116099900259623,0.8565,0.10580499501298117,0.1435,0.10580499501298117,0.0,0.0,0.006999999999999996,0.030167880437661013,1.6,1.1547005383792515,8.73,1.0430627008860964,0.46,0.626357112455213,0.81,0.787464926267202,15.98,3.0150464425121304,17.53,2.071719141684076,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,22.0,22.0,100,17.09,2.11342510077023,0.8545,0.10567125503851156,0.14550000000000002,0.1056712550385115,0.0,0.0,0.0020000000000000005,0.03327267207590498,1.63,1.1604161566290159,8.72,1.035530411104972,0.46,0.6422812876966387,0.82,0.8087900927567141,15.92,3.050682983639346,17.48,2.0224997034622905,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,23.0,23.0,100,17.05,2.0955701232395305,0.8525,0.10477850616197652,0.1475,0.10477850616197652,0.0,0.0,0.0020000000000000005,0.021225104251924195,1.68,1.1710307986185209,8.73,1.0333333333333334,0.43,0.7420283421851623,0.84,0.8375047112787731,15.75,3.108720221271354,17.33,2.0843573241038724,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,24.0,24.0,100,17.03,2.095955701590638,0.8515,0.10479778507953189,0.1485,0.10479778507953189,0.0,0.0,0.0009999999999999998,0.03013437917198243,1.7,1.1677484162422844,8.73,1.0333333333333332,0.39,0.7091750791795303,0.88,0.8793937305515276,15.73,3.034665042338597,17.28,2.11812762752027,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,25.0,25.0,100,16.93,2.1189620100417095,0.8465,0.10594810050208542,0.1535,0.10594810050208546,0.0,0.0,0.005000000000000001,0.0321769099721141,1.77,1.1794109127060426,8.7,1.049290284435199,0.43,0.6552815726036704,0.87,0.8487066809581684,15.64,3.0633710882363605,17.29,2.1286643984461526,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,26.0,26.0,100,16.72,2.225109235770485,0.836,0.11125546178852423,0.16400000000000003,0.11125546178852425,0.0,0.0,0.010499999999999999,0.02591263488078058,1.88,1.2494847422886453,8.6,1.0730867399773194,0.52,0.68872595010166,0.88,0.9020739291972547,15.41,3.2132773791180114,17.16,2.2280126579623385,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,27.0,27.0,100,16.71,2.3324457186187706,0.8355,0.11662228593093851,0.16449999999999998,0.1166222859309385,0.0,0.0,0.0004999999999999983,0.036580477213006835,1.89,1.3249356759686661,8.6,1.119162746219357,0.5,0.6590473688161073,0.9,0.904534033733291,15.37,3.3018360365289516,17.21,2.090357854434488,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,28.0,28.0,100,16.66,2.310363126821794,0.833,0.11551815634108971,0.16699999999999998,0.11551815634108971,0.0,0.0,0.0025,0.025990479997588557,1.92,1.3460004352589083,8.58,1.0841372308677233,0.57,0.7282884321503674,0.85,0.9252354327740623,15.39,3.287241943629886,17.08,2.2004590889221736,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,29.0,29.0,100,16.64,2.298528295068895,0.8320000000000001,0.11492641475344476,0.168,0.11492641475344474,0.0,0.0,0.0010000000000000009,0.027505738611527168,2.0,1.378038424351766,8.64,1.0398135030918385,0.52,0.6739001514626733,0.84,0.8844332774281067,15.46,3.2080076576144787,16.84,2.3643821667198877,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,30.0,30.0,100,16.51,2.2807716220435554,0.8255,0.11403858110217778,0.1745,0.1140385811021778,0.0,0.0,0.006500000000000005,0.025281246293278624,2.1,1.3446489534747754,8.61,1.0626344240574548,0.55,0.7299508769967215,0.84,0.9398044069019486,15.29,3.2607088527223986,16.88,2.253078701768679,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,31.0,31.0,100,16.49,2.258519225268868,0.8245,0.11292596126344345,0.17550000000000002,0.11292596126344344,0.0,0.0,0.0009999999999999953,0.03176619129028389,2.14,1.3708362116576578,8.63,1.0215357818184119,0.57,0.7282884321503675,0.8,0.9101004495564368,15.33,3.187903272172365,16.89,2.1737413634449516,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,32.0,32.0,100,16.33,2.278822130625886,0.8165,0.11394110653129433,0.18350000000000002,0.11394110653129431,0.0,0.0,0.008000000000000005,0.027265992434429072,2.22,1.322532006830424,8.55,1.0952145677879515,0.7,0.8226589066968623,0.75,0.8918825850158446,15.23,3.177747757151409,16.69,2.163494180881259,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,33.0,33.0,100,16.16,2.3386087550274226,0.8079999999999999,0.11693043775137107,0.192,0.11693043775137109,0.0,0.0,0.008500000000000004,0.030197163556676756,2.3,1.3219208552234685,8.46,1.1229470606444907,0.77,0.8270062840990955,0.77,0.8510836823388369,15.14,3.1173026413192155,16.42,2.22101987675241,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,34.0,34.0,100,15.98,2.441145616138439,0.799,0.12205728080692195,0.201,0.12205728080692192,0.0,0.0,0.009000000000000001,0.03436288813251995,2.41,1.378734597705117,8.39,1.1797534411130923,0.87,0.89504810547317,0.74,0.8241310085125539,14.96,3.1938071388867617,16.27,2.187452741192251,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,35.0,35.0,100,15.9,2.3889476149699695,0.795,0.11944738074849848,0.205,0.11944738074849848,0.0,0.0,0.003999999999999997,0.028141058827257936,2.45,1.3586609569571046,8.35,1.157976291168818,0.86,0.8764021953879442,0.79,0.8795660086863087,14.8,3.293703819180596,16.17,2.229530910485002,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,36.0,36.0,100,15.78,2.3723150692685797,0.789,0.11861575346342902,0.21100000000000002,0.11861575346342904,0.0,0.0,0.005999999999999997,0.030384738327527572,2.6,1.3632996217214537,8.38,1.1527744310527057,0.79,0.8077278269468265,0.83,0.9107106782035331,14.72,3.3092463055975614,16.04,2.330821158460527,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,37.0,37.0,100,15.65,2.3968624272055115,0.7825,0.11984312136027557,0.2175,0.11984312136027556,0.0,0.0,0.006500000000000003,0.027205725778804635,2.65,1.3734495390671024,8.3,1.1677484162422844,0.79,0.8201379534116578,0.91,0.9544684913657971,14.5,3.292170080415627,15.92,2.41911579138354,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,38.0,38.0,100,15.64,2.488437910079983,0.782,0.12442189550399918,0.218,0.12442189550399915,0.0,0.0,0.0005000000000000021,0.033706247360261135,2.67,1.4146063449281963,8.31,1.211852242885187,0.83,0.8294454761946669,0.86,0.899157855153837,14.55,3.2702361450580972,15.74,2.6385640416749805,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,39.0,39.0,100,15.6,2.4741083487212356,0.78,0.12370541743606181,0.22,0.1237054174360618,0.0,0.0,0.0020000000000000005,0.02923260943784278,2.74,1.4328046946214594,8.34,1.1994948431685228,0.77,0.8391313449880264,0.89,0.9733312577810995,14.52,3.2736474576178294,15.72,2.433271066036022,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,40.0,40.0,100,15.5,2.4679767200905864,0.775,0.12339883600452935,0.225,0.12339883600452935,0.0,0.0,0.0049999999999999975,0.026111648393354676,2.84,1.4544949486180951,8.34,1.1825328064725469,0.72,0.8174856746652067,0.94,1.0231660113924264,14.45,3.2671459141339896,15.69,2.5214033289965228,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,41.0,41.0,100,15.47,2.5043598347318587,0.7735,0.12521799173659293,0.22649999999999998,0.12521799173659293,0.0,0.0,0.0014999999999999996,0.027938424357067025,2.86,1.4840566843703251,8.33,1.1981045636565057,0.76,0.9333333333333333,0.91,1.0059921480907303,14.54,3.223712647293991,15.65,2.371442045198949,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,42.0,42.0,100,15.3,2.463880490345883,0.765,0.12319402451729418,0.235,0.12319402451729417,0.0,0.0,0.008499999999999999,0.0310221491417622,2.96,1.5036655549057776,8.26,1.1601114540674897,0.88,0.9020739291972548,0.86,0.9746276160149527,14.44,3.1824011010048325,15.48,2.367626779215121,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,43.0,43.0,100,15.26,2.468467810876482,0.763,0.12342339054382409,0.237,0.12342339054382412,0.0,0.0,0.002000000000000002,0.027450598418529128,2.99,1.4804790379529802,8.25,1.1666666666666665,0.91,0.9221735413706255,0.84,0.9180567971690439,14.5,3.006726465843549,15.5,2.463880490345883,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,44.0,44.0,100,15.14,2.3911452815702683,0.757,0.11955726407851343,0.243,0.11955726407851343,0.0,0.0,0.005999999999999998,0.030384738327527583,3.05,1.4796600756234317,8.19,1.0981619170047718,0.94,0.919156398470078,0.87,0.9062632792478856,14.32,2.946938147373379,15.26,2.5805018695962803,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,45.0,45.0,100,15.03,2.455482424981686,0.7515000000000001,0.12277412124908425,0.24850000000000003,0.12277412124908427,0.0,0.0,0.0055000000000000005,0.025519847692778777,3.14,1.550627113281734,8.17,1.082971967701973,0.91,0.877266185143346,0.92,0.9176165876989157,14.19,2.990540642314251,15.27,2.4571273364387825,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,46.0,46.0,100,15.06,2.4446189102110814,0.753,0.12223094551055408,0.247,0.12223094551055406,0.0,0.0,-0.001499999999999997,0.030529833066538486,3.15,1.5266984249707212,8.21,1.139688066485251,0.9,0.915633026044735,0.89,0.9416834270431208,14.31,2.956571178123931,15.19,2.372804673841068,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,47.0,47.0,100,14.92,2.3854779501192316,0.746,0.1192738975059616,0.254,0.11927389750596161,0.0,0.0,0.006999999999999995,0.03409730579717792,3.21,1.519536080186943,8.13,1.1516786167866604,0.96,0.9526146899322663,0.91,0.943826298006196,14.06,2.997709563360438,15.0,2.420451581541316,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,48.0,48.0,100,14.87,2.4022506282251395,0.7434999999999999,0.12011253141125702,0.2565,0.120112531411257,0.0,0.0,0.002500000000000004,0.03916747259003202,3.25,1.479660075623432,8.12,1.2167185543107495,0.97,0.9369518599580171,0.91,0.9649933270298409,13.93,3.1115782477577505,14.92,2.557144872507207,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,49.0,49.0,100,14.75,2.4633679826980415,0.7375,0.12316839913490207,0.2625,0.12316839913490205,0.0,0.0,0.005999999999999997,0.03354478387547794,3.31,1.5155423738281577,8.06,1.2376256185604642,0.94,0.8506681865665151,1.0,0.9639984073082949,13.76,3.2070629125809997,14.87,2.6804756098404425,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,50.0,50.0,100,14.69,2.537377155308771,0.7345,0.12686885776543852,0.2655,0.12686885776543852,0.0,0.0,0.003000000000000001,0.02826640937561577,3.31,1.5743845999903803,8.0,1.2143918126978108,0.99,0.8703302519588455,1.01,0.9691712590109804,13.69,3.1962572809554315,14.87,2.7437900499826586,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,51.0,51.0,100,14.68,2.5181362355937185,0.7340000000000001,0.12590681177968588,0.266,0.12590681177968588,0.0,0.0,0.0005000000000000038,0.030562900861844072,3.37,1.574127945206103,8.05,1.1752927853573898,1.01,0.8468002757856821,0.94,0.9081004705683533,13.71,3.144001824863891,14.9,2.7615688704543704,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,52.0,52.0,100,14.7,2.5445525097249373,0.735,0.12722762548624683,0.265,0.12722762548624683,0.0,0.0,-0.001000000000000003,0.02657180095628835,3.4,1.5569978883230458,8.1,1.259308773041221,0.94,0.8740940475946531,0.96,0.920254685871627,13.7,3.1734377370143987,14.88,2.797112508255323,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,53.0,53.0,100,14.64,2.5247062035297136,0.732,0.12623531017648565,0.268,0.1262353101764856,0.0,0.0,0.003000000000000001,0.029146096642517154,3.48,1.5601087763163801,8.12,1.2575428984389128,0.95,0.9031370691409836,0.93,0.9239244361073927,13.7,3.1446603773522006,14.94,2.6239764719319654,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,54.0,54.0,100,14.56,2.6564957551198343,0.728,0.13282478775599169,0.272,0.1328247877559917,0.0,0.0,0.004000000000000001,0.03384456448906597,3.53,1.6046334425184106,8.09,1.3034143197344765,1.02,1.0048367875913828,0.89,0.9199802369418791,13.69,3.2057240471797743,14.82,2.587381969200808,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,55.0,55.0,100,14.53,2.6532046565417735,0.7265,0.1326602328270887,0.2735,0.13266023282708866,0.0,0.0,0.001500000000000002,0.029691171357251238,3.55,1.5914861868166754,8.08,1.3232955494186138,1.1,1.1146408580454257,0.82,0.9143082609052573,13.67,3.1141741775438327,14.83,2.554674859226441,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,56.0,56.0,100,14.47,2.5284442455846845,0.7234999999999999,0.1264222122792342,0.27649999999999997,0.1264222122792342,0.0,0.0,0.003,0.02544552509724937,3.63,1.5285498508274589,8.1,1.2752500250000491,1.05,1.0859525446781408,0.85,0.9031370691409836,13.62,3.1294624703829492,14.53,2.634100386941403,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,57.0,57.0,100,14.36,2.5247062035297123,0.718,0.12623531017648565,0.282,0.1262353101764856,0.0,0.0,0.005499999999999996,0.030063065026505166,3.71,1.4927095558687289,8.07,1.3503086067019399,1.11,1.136137351207186,0.82,0.9031929892097124,13.62,3.1035333399077882,14.41,2.693407589735435,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,58.0,58.0,100,14.29,2.507745576965072,0.7145,0.12538727884825354,0.28550000000000003,0.12538727884825357,0.0,0.0,0.003499999999999998,0.02775706298322186,3.78,1.4946368769501819,8.07,1.3577685198646166,1.09,1.0645338525534653,0.84,0.9069874655287483,13.56,3.1085415073680944,14.2,2.6742316936860857,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,59.0,59.0,100,14.1,2.51259453814803,0.705,0.12562972690740148,0.295,0.12562972690740154,0.0,0.0,0.009499999999999998,0.03531603350069515,3.87,1.4815702835338274,7.97,1.2906423113154069,1.21,0.9979271445644646,0.82,0.8454273917655346,13.48,2.959251884712033,14.04,2.5462192213618065,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,60.0,60.0,100,14.01,2.463859992086819,0.7005,0.12319299960434094,0.2995,0.12319299960434094,0.0,0.0,0.004499999999999999,0.03340522550304205,3.96,1.503665554905778,7.97,1.2589477729236802,1.23,0.9412542674323426,0.8,0.8164965809277259,13.37,2.9632598756958672,13.82,2.6643171467724813,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
fixed_wing,61.0,61.0,100,13.87,2.553092796645438,0.6934999999999999,0.12765463983227196,0.3065,0.12765463983227193,0.0,0.0,0.007000000000000002,0.031797973380564865,4.0,1.5699192541804388,7.87,1.2525126261989854,1.35,0.9885710532241612,0.78,0.8478135872866622,13.38,3.0344153914183813,13.69,2.5532510470165106,0.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,3.13,1.5219272736443836
