coverage_radius,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
8.0,49.0,49.0,100,23.4,2.526625889172828,0.78,0.08422086297242762,0.33,0.12633129445864136,0.33333333333333326,0.0,0.005000000000000001,0.017963049741190652,3.55,1.395338559980945,11.95,1.2583057392117916,2.8,1.2870763988845642,0.25,0.701729465267237,13.91,2.1977720582903997,7.23,3.9257116706671327,6.09,2.1977720582904006,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,50.0,50.0,100,23.2,2.5505000500000987,0.7733333333333333,0.08501666833333663,0.34,0.12752500250000492,0.33333333333333326,0.0,0.006666666666666667,0.014213381090374027,3.62,1.3764248815483737,11.82,1.2742991736002904,2.92,1.1949388218142327,0.26,0.705247288100945,13.73,2.2690495496101137,7.28,3.8797063306545794,6.27,2.2690495496101137,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,51.0,51.0,100,23.04,2.554141022660332,0.768,0.08513803408867773,0.348,0.1277070511330166,0.33333333333333326,0.0,0.005333333333333334,0.013990537125802657,3.72,1.3932013856618506,11.76,1.2722365576361412,3.01,1.201808401677836,0.23,0.6644660649838722,13.59,2.256729554649445,7.36,3.8099285499278794,6.41,2.256729554649445,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,52.0,52.0,100,22.82,2.591282978516139,0.7606666666666666,0.08637609928387133,0.359,0.12956414892580698,0.33333333333333326,0.0,0.007333333333333339,0.018090680674665835,3.8,1.399855692418315,11.62,1.2931833714996621,3.08,1.1949388218142332,0.3,0.6890192121758831,13.36,2.285306601448974,7.36,3.8652034849148595,6.64,2.2853066014489745,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,53.0,53.0,100,22.69,2.600291358966366,0.7563333333333333,0.08667637863221224,0.3655,0.1300145679483183,0.33333333333333326,0.0,0.004333333333333332,0.014721507510762954,3.86,1.3927663048042118,11.55,1.2900160518929267,3.21,1.2815315963031235,0.24,0.5880974288828219,13.31,2.2051134330290703,7.45,3.8385998078529218,6.69,2.2051134330290703,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,54.0,54.0,100,22.56,2.6065961394783494,0.752,0.08688653798261167,0.37200000000000005,0.13032980697391744,0.33333333333333326,0.0,0.004333333333333333,0.013108371567923249,3.94,1.4129273287623947,11.5,1.2752500250000494,3.31,1.3003107631670516,0.19,0.5259911279353167,13.28,2.13711785526038,7.35,3.8306973809271887,6.72,2.1371178552603802,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,55.0,55.0,100,22.44,2.645064013660847,0.748,0.08816880045536166,0.37799999999999995,0.1322532006830424,0.33333333333333326,0.0,0.004,0.013632996217214538,4.0,1.4142135623730951,11.44,1.3205447299650181,3.34,1.3649286805655094,0.22,0.5610235955354059,13.12,2.2530787017686795,7.42,3.811677962379414,6.88,2.2530787017686786,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,56.0,56.0,100,22.29,2.6525954509239864,0.743,0.0884198483641329,0.38549999999999995,0.13262977254619931,0.33333333333333326,0.0,0.004999999999999999,0.015979082848036747,4.11,1.434742084308134,11.4,1.3104089885114942,3.37,1.2198277739008068,0.23,0.5835281060112276,13.03,2.2583403220287708,7.38,3.732954526236489,6.97,2.2583403220287708,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,57.0,57.0,100,22.13,2.6880017736886876,0.7376666666666667,0.08960005912295634,0.3935,0.13440008868443443,0.33333333333333326,0.0,0.005333333333333333,0.016219592979126504,4.19,1.4262687068860564,11.32,1.3698042328608993,3.43,1.273307948342871,0.25,0.6092717958449426,12.89,2.2913760146261546,7.33,3.6709479138035435,7.11,2.2913760146261546,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,58.0,58.0,100,21.92,2.6767989325409784,0.7306666666666666,0.08922663108469933,0.40399999999999997,0.13383994662704893,0.33333333333333326,0.0,0.007000000000000003,0.01520160071906896,4.28,1.443060720283191,11.2,1.3408876902931868,3.58,1.1736156685106658,0.22,0.6289320754704403,12.73,2.3218548837104573,7.29,3.562699577964479,7.27,2.3218548837104582,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
8.0,59.0,59.0,100,21.67,2.685746139014691,0.7223333333333334,0.08952487130048971,0.4165,0.13428730695073457,0.33333333333333326,0.0,0.008333333333333337,0.019171972622325565,4.5,1.452966314513558,11.17,1.3784415149367097,3.63,1.244421897342641,0.2,0.6356417261637282,12.56,2.2307311841998394,7.41,3.533662077331063,7.44,2.2307311841998394,15.0,0.0,30.0,0.0,2.0,0.0,1.5,0.0,7.32,2.624207432057277
