RunId,coverage_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
103,15.0,25,0.4443888888888889,600.0,8.0,0.2666666666666666,243.0,0,0,
104,8.0,26,0.4897777777777778,600.0,11.0,0.3666666666666666,276.0,0,0,
105,10.0,26,0.36094444444444446,600.0,3.0,0.1,217.0,0,0,
106,12.0,26,0.3476666666666667,600.0,3.0,0.1,177.0,0,0,
107,15.0,26,0.31155555555555553,600.0,2.0,0.0666666666666666,207.0,0,0,
108,8.0,27,0.40144444444444444,600.0,7.0,0.2333333333333333,204.0,0,0,
109,10.0,27,0.4116666666666667,600.0,7.0,0.2333333333333333,250.0,0,0,
110,12.0,27,0.37277777777777776,600.0,6.0,0.2,187.0,0,0,
111,15.0,27,0.40938888888888886,600.0,7.0,0.2333333333333333,202.0,0,0,
112,8.0,28,0.4103333333333333,600.0,8.0,0.2666666666666666,238.0,0,0,
113,10.0,28,0.3641666666666667,600.0,3.0,0.1,248.0,0,0,
114,12.0,28,0.3763333333333333,600.0,5.0,0.1666666666666666,226.0,0,0,
115,15.0,28,0.33588888888888885,600.0,5.0,0.1666666666666666,195.0,0,0,
116,8.0,29,0.5285,600.0,11.0,0.3666666666666666,399.0,0,0,
117,10.0,29,0.5740555555555555,600.0,14.0,0.4666666666666667,,0,0,
118,12.0,29,0.5176666666666666,600.0,11.0,0.3666666666666666,347.0,0,0,
119,15.0,29,0.62,600.0,14.0,0.4666666666666667,,0,0,
120,8.0,30,0.44855555555555554,600.0,10.0,0.3333333333333333,206.0,0,0,
121,10.0,30,0.4201111111111111,600.0,9.0,0.3,216.0,0,0,
122,12.0,30,0.35738888888888887,600.0,5.0,0.1666666666666666,132.0,0,0,
123,15.0,30,0.4121666666666667,600.0,5.0,0.1666666666666666,310.0,0,0,
124,8.0,31,0.4826111111111111,600.0,11.0,0.3666666666666666,168.0,0,0,
125,10.0,31,0.4567777777777778,600.0,8.0,0.2666666666666666,265.0,0,0,
126,12.0,31,0.48105555555555557,600.0,6.0,0.2,348.0,0,0,
127,15.0,31,0.4772222222222222,600.0,8.0,0.2666666666666666,302.0,0,0,
128,8.0,32,0.3535,600.0,7.0,0.2333333333333333,93.0,0,0,
129,10.0,32,0.3516666666666666,600.0,8.0,0.2666666666666666,86.0,0,0,
130,12.0,32,0.2767222222222222,600.0,4.0,0.1333333333333333,92.0,0,0,
131,15.0,32,0.3292222222222222,600.0,4.0,0.1333333333333333,114.0,0,0,
132,8.0,33,0.5519444444444445,600.0,9.0,0.3,545.0,0,0,
133,10.0,33,0.44083333333333335,600.0,10.0,0.3333333333333333,194.0,0,0,
134,12.0,33,0.4766666666666667,600.0,7.0,0.2333333333333333,444.0,0,0,
135,15.0,33,0.5398888888888889,600.0,12.0,0.4,442.0,0,0,
136,8.0,34,0.4604999999999999,600.0,7.0,0.2333333333333333,232.0,0,0,
137,10.0,34,0.3813333333333333,600.0,6.0,0.2,200.0,0,0,
138,12.0,34,0.3940555555555555,600.0,6.0,0.2,203.0,0,0,
139,15.0,34,0.3665555555555555,600.0,5.0,0.1666666666666666,202.0,0,0,
140,8.0,35,0.43899999999999995,600.0,7.0,0.2333333333333333,249.0,0,0,
141,10.0,35,0.4382777777777777,600.0,7.0,0.2333333333333333,277.0,0,0,
142,12.0,35,0.3703888888888889,600.0,4.0,0.1333333333333333,207.0,0,0,
143,15.0,35,0.2901111111111111,600.0,0.0,0.0,177.0,0,0,
144,8.0,36,0.32466666666666666,600.0,7.0,0.2333333333333333,81.0,0,0,
145,10.0,36,0.29888888888888887,600.0,5.0,0.1666666666666666,97.0,0,0,
