priority_range_width,replications,J_delta_mean,J_delta_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std
0,100,0.2984383333333333,0.0667147476237829,74,373.4864864864865,114.57966580019065,0,0,0,,,1.78,1.4112105269998347,0.08900000000000001,0.07056052634999174
2,100,0.30610206642020005,0.07489542274323256,69,371.7536231884058,115.04364974640526,0,0,0,,,2.17,1.7059314230654237,0.10403112234977893,0.07675499399130814
4,100,0.2979759324270372,0.088138641709896,87,336.60919540229884,111.29651954710256,0,0,0,,,2.13,2.2140734432536813,0.09556765653718809,0.09042852416703212
6,100,0.3206135605971728,0.10791619386931484,81,357.25925925925924,134.42328460666494,0,0,0,,,2.7,2.8550858396053784,0.11693953766652891,0.112404723691102
