priority_range_width,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
0,34.0,34.0,100,17.08,3.0340824915708158,0.8540000000000001,0.15170412457854077,0.146,0.15170412457854077,0.0,0.0,0.0055,0.02119533968216655,0.96,0.8867145122657161,4.5,0.6590473688161075,0.49,0.6434597143880912,0.01,0.1,17.12,3.0327505267620944,15.73,3.3449947532081263,2.88,3.032750526762094,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,35.0,35.0,100,16.96,3.0974737181037444,0.848,0.15487368590518724,0.152,0.15487368590518724,0.0,0.0,0.005999999999999998,0.020449494325821795,0.98,0.8873977391647714,4.48,0.6887259501016599,0.5,0.6890192121758832,0.02,0.1407052941362897,16.98,3.0780421430421376,15.61,3.357172331085501,3.02,3.078042143042137,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,36.0,36.0,100,16.82,3.1281711183141088,0.841,0.15640855591570546,0.159,0.1564085559157055,0.0,0.0,0.006999999999999999,0.020125866566448887,1.04,0.8980337668844343,4.44,0.715202874375622,0.52,0.6739001514626733,0.04,0.1969463855669324,16.83,3.1688349833203917,15.41,3.426265157470001,3.17,3.1688349833203926,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,37.0,37.0,100,16.68,3.110360659850146,0.8340000000000001,0.1555180329925073,0.166,0.1555180329925073,0.0,0.0,0.007000000000000001,0.021343747458109498,1.09,0.8999999999999999,4.42,0.7132228744837539,0.57,0.7142842712828136,0.01,0.1,16.72,3.0816498270513577,15.29,3.3493403541713715,3.28,3.0816498270513564,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,38.0,38.0,100,16.53,3.1024753883558103,0.8265,0.1551237694177905,0.17350000000000002,0.15512376941779046,0.0,0.0,0.007499999999999999,0.019299604852813623,1.13,0.9062632792478856,4.41,0.7120180453961099,0.56,0.7009373233842892,0.03,0.1714466079977653,16.54,3.1023614335932024,15.13,3.347409672440993,3.46,3.1023614335932015,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,39.0,39.0,100,16.45,3.095695936834452,0.8225,0.15478479684172256,0.1775,0.15478479684172258,0.0,0.0,0.003999999999999998,0.016937198318160138,1.16,0.9069874655287486,4.39,0.7091750791795302,0.6,0.7106690545187015,0.01,0.09999999999999999,16.5,3.0764665550996106,15.03,3.4125585058069774,3.5,3.0764665550996106,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,40.0,40.0,100,16.28,3.133655689414199,0.8140000000000001,0.15668278447071,0.18600000000000003,0.15668278447070996,0.0,0.0,0.008500000000000002,0.025677683586013647,1.21,0.9133687230480493,4.33,0.7255092255537737,0.65,0.7299508769967216,0.02,0.14070529413628974,16.32,3.126556178186079,14.89,3.443321745998281,3.68,3.1265561781860787,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,41.0,41.0,100,16.19,3.1484965146924186,0.8095,0.15742482573462088,0.1905,0.15742482573462094,0.0,0.0,0.0045,0.01438117456323307,1.22,0.927470765146816,4.33,0.7255092255537737,0.66,0.7278028371042325,0.01,0.09999999999999999,16.24,3.1240998703626626,14.81,3.4602942596889594,3.76,3.1240998703626617,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,42.0,42.0,100,16.0,3.2161210088294787,0.8,0.16080605044147392,0.2,0.16080605044147392,0.0,0.0,0.0095,0.028154515937532435,1.25,0.9252354327740622,4.28,0.7258572083190238,0.7,0.7177405625652736,0.02,0.14070529413628968,16.05,3.198405537107197,14.7,3.531960854079144,3.95,3.198405537107197,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,43.0,43.0,100,15.84,3.243392661950748,0.792,0.1621696330975374,0.20800000000000002,0.1621696330975374,0.0,0.0,0.008,0.02215646837627989,1.3,0.9481507786158795,4.26,0.7333333333333333,0.72,0.7258572083190239,0.02,0.14070529413628968,15.88,3.2326615984511906,14.59,3.4934137164011068,4.12,3.2326615984511915,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
