RunId,n_points,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
27,20,5,0.26725,600.0,0.0,0.0,305.0,0,0,
28,30,5,0.39538888888888885,600.0,8.0,0.2666666666666666,112.0,0,0,
29,40,5,0.45649999999999996,600.0,14.0,0.35,121.0,0,0,
30,5,6,0.15533333333333335,600.0,0.0,0.0,149.0,0,0,
31,10,6,0.15683333333333332,600.0,0.0,0.0,180.0,0,0,
32,20,6,0.2801666666666667,600.0,2.0,0.1,539.0,0,0,
33,30,6,0.4478333333333333,600.0,10.0,0.3333333333333333,242.0,0,0,
34,40,6,0.5175833333333334,600.0,17.0,0.425,119.0,0,0,
35,5,7,0.16266666666666668,600.0,0.0,0.0,244.0,0,0,
36,10,7,0.161,600.0,0.0,0.0,150.0,0,0,
37,20,7,0.28983333333333333,600.0,2.0,0.1,314.0,0,0,
38,30,7,0.43299999999999994,600.0,10.0,0.3333333333333333,184.0,0,0,
39,40,7,0.5469166666666666,600.0,18.0,0.45,198.0,0,0,
40,5,8,0.11366666666666667,600.0,0.0,0.0,117.0,0,0,
41,10,8,0.11966666666666666,600.0,0.0,0.0,160.0,0,0,
42,20,8,0.24325,600.0,1.0,0.05,425.0,0,0,
43,30,8,0.42911111111111105,600.0,6.0,0.2,293.0,0,0,
44,40,8,0.4955833333333334,600.0,14.0,0.35,165.0,0,0,
45,5,9,0.14100000000000001,600.0,0.0,0.0,132.0,0,0,
46,10,9,0.1395,600.0,0.0,0.0,156.0,0,0,
47,20,9,0.24816666666666667,600.0,2.0,0.1,244.0,0,0,
48,30,9,0.41488888888888886,600.0,8.0,0.2666666666666666,230.0,0,0,
49,40,9,0.5197916666666667,600.0,15.0,0.375,244.0,0,0,
50,5,10,0.16,600.0,0.0,0.0,131.0,0,0,
51,10,10,0.19583333333333333,600.0,0.0,0.0,198.0,0,0,
52,20,10,0.35574999999999996,600.0,2.0,0.1,495.0,0,0,
53,30,10,0.4245555555555555,600.0,8.0,0.2666666666666666,198.0,0,0,
54,40,10,0.553125,600.0,18.0,0.45,149.0,0,0,
55,5,11,0.114,600.0,0.0,0.0,176.0,0,0,
56,10,11,0.16233333333333333,600.0,0.0,0.0,262.0,0,0,
57,20,11,0.35608333333333336,600.0,4.0,0.2,,0,0,
58,30,11,0.47611111111111104,600.0,10.0,0.3333333333333333,375.0,0,0,
59,40,11,0.5552083333333333,600.0,20.0,0.5,164.0,0,0,
60,5,12,0.125,600.0,0.0,0.0,123.0,0,0,
61,10,12,0.13133333333333333,600.0,0.0,0.0,132.0,0,0,
62,20,12,0.19316666666666668,600.0,1.0,0.05,188.0,0,0,
63,30,12,0.3854444444444444,600.0,8.0,0.2666666666666666,167.0,0,0,
64,40,12,0.501875,600.0,16.0,0.4,128.0,0,0,
65,5,13,0.25633333333333336,600.0,0.0,0.0,386.0,0,0,
66,10,13,0.15733333333333335,600.0,0.0,0.0,183.0,0,0,
67,20,13,0.32133333333333336,600.0,3.0,0.15,,0,0,
68,30,13,0.41072222222222216,600.0,9.0,0.3,177.0,0,0,
69,40,13,0.5897083333333333,600.0,19.0,0.475,267.0,0,0,
70,5,14,0.19266666666666668,600.0,0.0,0.0,175.0,0,0,
71,10,14,0.173,600.0,0.0,0.0,137.0,0,0,
72,20,14,0.33866666666666667,600.0,0.0,0.0,492.0,0,0,
73,30,14,0.4971666666666667,600.0,11.0,0.3666666666666666,236.0,0,0,
74,40,14,0.5466666666666666,600.0,14.0,0.35,211.0,0,0,
75,5,15,0.126,600.0,0.0,0.0,111.0,0,0,
76,10,15,0.14200000000000002,600.0,0.0,0.0,152.0,0,0,
77,20,15,0.19558333333333336,600.0,0.0,0.0,156.0,0,0,
78,30,15,0.3468333333333333,600.0,7.0,0.2333333333333333,155.0,0,0,
79,40,15,0.5157499999999999,600.0,17.0,0.425,156.0,0,0,
80,5,16,0.11900000000000001,600.0,0.0,0.0,150.0,0,0,
81,10,16,0.1655,600.0,0.0,0.0,172.0,0,0,
82,20,16,0.28958333333333336,600.0,2.0,0.1,430.0,0,0,
83,30,16,0.46838888888888885,600.0,11.0,0.3666666666666666,284.0,0,0,
84,40,16,0.5657083333333334,600.0,19.0,0.475,238.0,0,0,
85,5,17,0.16433333333333336,600.0,0.0,0.0,218.0,0,0,
86,10,17,0.20816666666666667,600.0,0.0,0.0,282.0,0,0,
87,20,17,0.2940833333333333,600.0,0.0,0.0,359.0,0,0,
88,30,17,0.40777777777777774,600.0,8.0,0.2666666666666666,266.0,0,0,
89,40,17,0.485625,600.0,16.0,0.4,103.0,0,0,
90,5,18,0.139,600.0,0.0,0.0,137.0,0,0,
91,10,18,0.2395,600.0,0.0,0.0,246.0,0,0,
92,20,18,0.29841666666666666,600.0,1.0,0.05,341.0,0,0,
93,30,18,0.49427777777777776,600.0,9.0,0.3,326.0,0,0,
94,40,18,0.4798333333333333,600.0,15.0,0.375,120.0,0,0,
95,5,19,0.09866666666666667,600.0,0.0,0.0,109.0,0,0,
96,10,19,0.151,600.0,0.0,0.0,150.0,0,0,
97,20,19,0.26875,600.0,1.0,0.05,360.0,0,0,
98,30,19,0.3967222222222222,600.0,8.0,0.2666666666666666,113.0,0,0,
99,40,19,0.49004166666666665,600.0,17.0,0.425,81.0,0,0,
100,5,20,0.13066666666666668,600.0,0.0,0.0,125.0,0,0,
101,10,20,0.11299999999999999,600.0,0.0,0.0,134.0,0,0,
102,20,20,0.34491666666666665,600.0,1.0,0.05,500.0,0,0,
103,30,20,0.42627777777777776,600.0,9.0,0.3,246.0,0,0,
104,40,20,0.5185416666666667,600.0,17.0,0.425,157.0,0,0,
105,5,21,0.146,600.0,0.0,0.0,122.0,0,0,
106,10,21,0.22449999999999998,600.0,0.0,0.0,209.0,0,0,
107,20,21,0.35008333333333336,600.0,3.0,0.15,,0,0,
108,30,21,0.38988888888888884,600.0,8.0,0.2666666666666666,153.0,0,0,
109,40,21,0.572,600.0,19.0,0.475,175.0,0,0,
110,5,22,0.10300000000000001,600.0,0.0,0.0,136.0,0,0,
111,10,22,0.1515,600.0,0.0,0.0,198.0,0,0,
112,20,22,0.2371666666666667,600.0,2.0,0.1,327.0,0,0,
113,30,22,0.3903333333333333,600.0,8.0,0.2666666666666666,227.0,0,0,
114,40,22,0.5622916666666666,600.0,19.0,0.475,165.0,0,0,
115,5,23,0.10666666666666667,600.0,0.0,0.0,92.0,0,0,
116,10,23,0.14383333333333334,600.0,0.0,0.0,154.0,0,0,
117,20,23,0.36266666666666664,600.0,2.0,0.1,551.0,0,0,
118,30,23,0.3858333333333333,600.0,8.0,0.2666666666666666,160.0,0,0,
119,40,23,0.5127916666666666,600.0,16.0,0.4,198.0,0,0,
120,5,24,0.129,600.0,0.0,0.0,107.0,0,0,
121,10,24,0.1545,600.0,0.0,0.0,134.0,0,0,
122,20,24,0.29300000000000004,600.0,2.0,0.1,334.0,0,0,
123,30,24,0.44372222222222224,600.0,9.0,0.3,261.0,0,0,
124,40,24,0.5546249999999999,600.0,18.0,0.45,156.0,0,0,
125,5,25,0.07233333333333333,600.0,0.0,0.0,119.0,0,0,
126,10,25,0.09983333333333333,600.0,0.0,0.0,143.0,0,0,
127,20,25,0.23475,600.0,1.0,0.05,291.0,0,0,
128,30,25,0.4263333333333333,600.0,9.0,0.3,176.0,0,0,
129,40,25,0.5257499999999999,600.0,18.0,0.45,150.0,0,0,
130,5,26,0.17900000000000002,600.0,0.0,0.0,270.0,0,0,
131,10,26,0.141,600.0,0.0,0.0,185.0,0,0,
132,20,26,0.3174166666666666,600.0,2.0,0.1,346.0,0,0,
133,30,26,0.32266666666666666,600.0,5.0,0.1666666666666666,152.0,0,0,
134,40,26,0.5252083333333334,600.0,17.0,0.425,164.0,0,0,
135,5,27,0.11600000000000002,600.0,0.0,0.0,171.0,0,0,
136,10,27,0.15483333333333335,600.0,0.0,0.0,172.0,0,0,
137,20,27,0.20816666666666667,600.0,0.0,0.0,257.0,0,0,
138,30,27,0.4177222222222222,600.0,9.0,0.3,232.0,0,0,
139,40,27,0.5545,600.0,19.0,0.475,158.0,0,0,
140,5,28,0.125,600.0,0.0,0.0,104.0,0,0,
141,10,28,0.22983333333333333,600.0,0.0,0.0,216.0,0,0,
142,20,28,0.21991666666666665,600.0,1.0,0.05,249.0,0,0,
143,30,28,0.43427777777777776,600.0,9.0,0.3,247.0,0,0,
144,40,28,0.52175,600.0,17.0,0.425,152.0,0,0,
145,5,29,0.07166666666666667,600.0,0.0,0.0,76.0,0,0,
146,10,29,0.13083333333333333,600.0,0.0,0.0,138.0,0,0,
147,20,29,0.29275,600.0,1.0,0.05,384.0,0,0,
148,30,29,0.4129444444444444,600.0,9.0,0.3,163.0,0,0,
149,40,29,0.5324166666666666,600.0,19.0,0.475,132.0,0,0,
150,5,30,0.094,600.0,0.0,0.0,113.0,0,0,
151,10,30,0.14200000000000002,600.0,0.0,0.0,142.0,0,0,
152,20,30,0.2818333333333333,600.0,2.0,0.1,424.0,0,0,
153,30,30,0.46872222222222226,600.0,10.0,0.3333333333333333,239.0,0,0,
154,40,30,0.5463333333333333,600.0,16.0,0.4,223.0,0,0,
155,5,31,0.14366666666666666,600.0,0.0,0.0,144.0,0,0,
156,10,31,0.23349999999999999,600.0,0.0,0.0,235.0,0,0,
157,20,31,0.23333333333333334,600.0,0.0,0.0,285.0,0,0,
158,30,31,0.39155555555555555,600.0,9.0,0.3,120.0,0,0,
159,40,31,0.5895,600.0,19.0,0.475,156.0,0,0,
160,5,32,0.12966666666666665,600.0,0.0,0.0,126.0,0,0,
161,10,32,0.12566666666666668,600.0,0.0,0.0,121.0,0,0,
162,20,32,0.19008333333333333,600.0,0.0,0.0,218.0,0,0,
163,30,32,0.48405555555555557,600.0,11.0,0.3666666666666666,243.0,0,0,
164,40,32,0.5572916666666666,600.0,18.0,0.45,250.0,0,0,
165,5,33,0.18733333333333335,600.0,0.0,0.0,279.0,0,0,
166,10,33,0.16266666666666665,600.0,0.0,0.0,170.0,0,0,
167,20,33,0.3561666666666667,600.0,1.0,0.05,449.0,0,0,
168,30,33,0.4624444444444444,600.0,10.0,0.3333333333333333,257.0,0,0,
169,40,33,0.5618333333333334,600.0,20.0,0.5,155.0,0,0,
170,5,34,0.11366666666666667,600.0,0.0,0.0,161.0,0,0,
171,10,34,0.21083333333333334,600.0,0.0,0.0,279.0,0,0,
172,20,34,0.3344166666666667,600.0,1.0,0.05,424.0,0,0,
173,30,34,0.5036666666666666,600.0,11.0,0.3666666666666666,395.0,0,0,
174,40,34,0.5694583333333334,600.0,19.0,0.475,185.0,0,0,
175,5,35,0.162,600.0,0.0,0.0,187.0,0,0,
176,10,35,0.148,600.0,0.0,0.0,147.0,0,0,
177,20,35,0.34441666666666665,600.0,1.0,0.05,572.0,0,0,
178,30,35,0.3400555555555555,600.0,5.0,0.1666666666666666,124.0,0,0,
179,40,35,0.5389583333333333,600.0,19.0,0.475,156.0,0,0,
180,5,36,0.117,600.0,0.0,0.0,126.0,0,0,
181,10,36,0.10733333333333334,600.0,0.0,0.0,119.0,0,0,
182,20,36,0.22824999999999998,600.0,0.0,0.0,300.0,0,0,
183,30,36,0.4181111111111111,600.0,7.0,0.2333333333333333,250.0,0,0,
184,40,36,0.5539583333333333,600.0,19.0,0.475,260.0,0,0,
185,5,37,0.11833333333333333,600.0,0.0,0.0,141.0,0,0,
186,10,37,0.1095,600.0,0.0,0.0,125.0,0,0,
187,20,37,0.2485,600.0,2.0,0.1,290.0,0,0,
188,30,37,0.4276666666666667,600.0,9.0,0.3,219.0,0,0,
189,40,37,0.5964166666666667,600.0,21.0,0.525,316.0,0,0,
190,5,38,0.21766666666666665,600.0,0.0,0.0,241.0,0,0,
191,10,38,0.15483333333333335,600.0,0.0,0.0,198.0,0,0,
192,20,38,0.2768333333333333,600.0,1.0,0.05,325.0,0,0,
193,30,38,0.43416666666666665,600.0,9.0,0.3,203.0,0,0,
194,40,38,0.5039583333333333,600.0,16.0,0.4,137.0,0,0,
195,5,39,0.11466666666666667,600.0,0.0,0.0,127.0,0,0,
196,10,39,0.15583333333333332,600.0,0.0,0.0,207.0,0,0,
197,20,39,0.2859166666666667,600.0,2.0,0.1,412.0,0,0,
198,30,39,0.43799999999999994,600.0,11.0,0.3666666666666666,184.0,0,0,
199,40,39,0.5115833333333333,600.0,16.0,0.4,206.0,0,0,
200,5,40,0.189,600.0,0.0,0.0,217.0,0,0,
201,10,40,0.19733333333333333,600.0,0.0,0.0,172.0,0,0,
202,20,40,0.31416666666666665,600.0,2.0,0.1,573.0,0,0,
203,30,40,0.5062222222222222,600.0,9.0,0.3,345.0,0,0,
204,40,40,0.5496249999999999,600.0,19.0,0.475,134.0,0,0,
205,5,41,0.12966666666666665,600.0,0.0,0.0,115.0,0,0,
206,10,41,0.163,600.0,0.0,0.0,163.0,0,0,
207,20,41,0.29683333333333334,600.0,1.0,0.05,248.0,0,0,
208,30,41,0.3807777777777777,600.0,4.0,0.1333333333333333,198.0,0,0,
209,40,41,0.5858749999999999,600.0,19.0,0.475,290.0,0,0,
210,5,42,0.14133333333333334,600.0,0.0,0.0,176.0,0,0,
211,10,42,0.20333333333333334,600.0,0.0,0.0,214.0,0,0,
212,20,42,0.26608333333333334,600.0,0.0,0.0,408.0,0,0,
213,30,42,0.4215,600.0,8.0,0.2666666666666666,205.0,0,0,
214,40,42,0.55375,600.0,19.0,0.475,196.0,0,0,
215,5,43,0.108,600.0,0.0,0.0,104.0,0,0,
216,10,43,0.16766666666666666,600.0,0.0,0.0,226.0,0,0,
217,20,43,0.25083333333333335,600.0,1.0,0.05,301.0,0,0,
218,30,43,0.45827777777777773,600.0,10.0,0.3333333333333333,306.0,0,0,
219,40,43,0.553375,600.0,17.0,0.425,177.0,0,0,
220,5,44,0.095,600.0,0.0,0.0,107.0,0,0,
221,10,44,0.14883333333333332,600.0,0.0,0.0,169.0,0,0,
222,20,44,0.3365,600.0,2.0,0.1,581.0,0,0,
223,30,44,0.41022222222222215,600.0,8.0,0.2666666666666666,230.0,0,0,
224,40,44,0.555875,600.0,18.0,0.45,204.0,0,0,
225,5,45,0.16766666666666669,600.0,0.0,0.0,202.0,0,0,
226,10,45,0.2825,600.0,0.0,0.0,336.0,0,0,
227,20,45,0.30933333333333335,600.0,2.0,0.1,371.0,0,0,
228,30,45,0.49172222222222217,600.0,8.0,0.2666666666666666,398.0,0,0,
229,40,45,0.5372083333333333,600.0,18.0,0.45,130.0,0,0,
230,5,46,0.195,600.0,0.0,0.0,151.0,0,0,
231,10,46,0.215,600.0,0.0,0.0,240.0,0,0,
232,20,46,0.29541666666666666,600.0,3.0,0.15,,0,0,
233,30,46,0.37422222222222223,600.0,7.0,0.2333333333333333,160.0,0,0,
234,40,46,0.5510416666666667,600.0,17.0,0.425,181.0,0,0,
235,5,47,0.19266666666666668,600.0,0.0,0.0,317.0,0,0,
236,10,47,0.18083333333333335,600.0,0.0,0.0,174.0,0,0,
237,20,47,0.3255,600.0,3.0,0.15,,0,0,
238,30,47,0.39894444444444443,600.0,8.0,0.2666666666666666,164.0,0,0,
239,40,47,0.553875,600.0,18.0,0.45,199.0,0,0,
240,5,48,0.13366666666666668,600.0,0.0,0.0,93.0,0,0,
241,10,48,0.15883333333333333,600.0,0.0,0.0,175.0,0,0,
242,20,48,0.2840833333333333,600.0,1.0,0.05,479.0,0,0,
243,30,48,0.4475555555555555,600.0,9.0,0.3,210.0,0,0,
244,40,48,0.5613333333333334,600.0,19.0,0.475,211.0,0,0,
245,5,49,0.19166666666666668,600.0,0.0,0.0,227.0,0,0,
246,10,49,0.14383333333333334,600.0,0.0,0.0,154.0,0,0,
247,20,49,0.26608333333333334,600.0,0.0,0.0,318.0,0,0,
248,30,49,0.3766111111111111,600.0,7.0,0.2333333333333333,167.0,0,0,
249,40,49,0.58725,600.0,20.0,0.5,211.0,0,0,
250,5,50,0.09366666666666668,600.0,0.0,0.0,112.0,0,0,
251,10,50,0.145,600.0,0.0,0.0,134.0,0,0,
252,20,50,0.2595,600.0,1.0,0.05,372.0,0,0,
253,30,50,0.44105555555555553,600.0,8.0,0.2666666666666666,179.0,0,0,
254,40,50,0.5364583333333334,600.0,18.0,0.45,179.0,0,0,
255,5,51,0.14133333333333334,600.0,0.0,0.0,130.0,0,0,
256,10,51,0.17483333333333334,600.0,0.0,0.0,168.0,0,0,
257,20,51,0.33025,600.0,1.0,0.05,365.0,0,0,
258,30,51,0.3916666666666666,600.0,8.0,0.2666666666666666,160.0,0,0,
259,40,51,0.5355416666666667,600.0,18.0,0.45,113.0,0,0,
260,5,52,0.1406666666666667,600.0,0.0,0.0,173.0,0,0,
261,10,52,0.18366666666666667,600.0,0.0,0.0,232.0,0,0,
262,20,52,0.347,600.0,4.0,0.2,,0,0,
263,30,52,0.49166666666666664,600.0,10.0,0.3333333333333333,353.0,0,0,
264,40,52,0.48066666666666663,600.0,15.0,0.375,161.0,0,0,
265,5,53,0.12,600.0,0.0,0.0,148.0,0,0,
266,10,53,0.14633333333333332,600.0,0.0,0.0,185.0,0,0,
267,20,53,0.35541666666666666,600.0,4.0,0.2,,0,0,
268,30,53,0.5146111111111111,600.0,10.0,0.3333333333333333,391.0,0,0,
269,40,53,0.49604166666666666,600.0,16.0,0.4,99.0,0,0,
270,5,54,0.09533333333333334,600.0,0.0,0.0,109.0,0,0,
271,10,54,0.13833333333333334,600.0,0.0,0.0,103.0,0,0,
272,20,54,0.164,600.0,1.0,0.05,162.0,0,0,
273,30,54,0.37961111111111107,600.0,8.0,0.2666666666666666,170.0,0,0,
274,40,54,0.5354583333333333,600.0,19.0,0.475,152.0,0,0,
275,5,55,0.19633333333333336,600.0,0.0,0.0,253.0,0,0,
276,10,55,0.141,600.0,0.0,0.0,146.0,0,0,
277,20,55,0.2554166666666667,600.0,2.0,0.1,381.0,0,0,
278,30,55,0.42222222222222217,600.0,7.0,0.2333333333333333,239.0,0,0,
279,40,55,0.487375,600.0,16.0,0.4,98.0,0,0,
280,5,56,0.19666666666666666,600.0,0.0,0.0,212.0,0,0,
281,10,56,0.17616666666666667,600.0,0.0,0.0,180.0,0,0,
282,20,56,0.3461666666666666,600.0,2.0,0.1,470.0,0,0,
283,30,56,0.39755555555555555,600.0,9.0,0.3,96.0,0,0,
284,40,56,0.600125,600.0,19.0,0.475,225.0,0,0,
285,5,57,0.11733333333333335,600.0,0.0,0.0,114.0,0,0,
286,10,57,0.18216666666666667,600.0,0.0,0.0,196.0,0,0,
287,20,57,0.3445,600.0,1.0,0.05,518.0,0,0,
288,30,57,0.4715,600.0,8.0,0.2666666666666666,225.0,0,0,
289,40,57,0.47350000000000003,600.0,15.0,0.375,138.0,0,0,
290,5,58,0.10033333333333334,600.0,0.0,0.0,110.0,0,0,
291,10,58,0.18516666666666667,600.0,0.0,0.0,296.0,0,0,
292,20,58,0.34099999999999997,600.0,4.0,0.2,,0,0,
293,30,58,0.44649999999999995,600.0,8.0,0.2666666666666666,262.0,0,0,
294,40,58,0.5294583333333334,600.0,18.0,0.45,120.0,0,0,
295,5,59,0.13266666666666668,600.0,0.0,0.0,314.0,0,0,
296,10,59,0.08700000000000001,600.0,0.0,0.0,103.0,0,0,
297,20,59,0.27449999999999997,600.0,2.0,0.1,458.0,0,0,
298,30,59,0.4623333333333333,600.0,11.0,0.3666666666666666,253.0,0,0,
299,40,59,0.5419583333333333,600.0,19.0,0.475,134.0,0,0,
300,5,60,0.11966666666666666,600.0,0.0,0.0,141.0,0,0,
301,10,60,0.19666666666666666,600.0,0.0,0.0,260.0,0,0,
302,20,60,0.22666666666666666,600.0,0.0,0.0,255.0,0,0,
303,30,60,0.4793333333333333,600.0,9.0,0.3,334.0,0,0,
304,40,60,0.5573333333333333,600.0,19.0,0.475,193.0,0,0,
305,5,61,0.152,600.0,0.0,0.0,210.0,0,0,
306,10,61,0.251,600.0,1.0,0.1,282.0,0,0,
307,20,61,0.27199999999999996,600.0,2.0,0.1,448.0,0,0,
308,30,61,0.4093333333333333,600.0,8.0,0.2666666666666666,244.0,0,0,
309,40,61,0.5309583333333333,600.0,18.0,0.45,168.0,0,0,
310,5,62,0.18600000000000003,600.0,0.0,0.0,206.0,0,0,
311,10,62,0.1475,600.0,0.0,0.0,120.0,0,0,
312,20,62,0.34025,600.0,1.0,0.05,514.0,0,0,
313,30,62,0.45388888888888884,600.0,9.0,0.3,244.0,0,0,
314,40,62,0.5809166666666666,600.0,18.0,0.45,276.0,0,0,
315,5,63,0.11366666666666667,600.0,0.0,0.0,150.0,0,0,
316,10,63,0.18,600.0,0.0,0.0,229.0,0,0,
317,20,63,0.28583333333333333,600.0,2.0,0.1,330.0,0,0,
318,30,63,0.4132777777777778,600.0,9.0,0.3,172.0,0,0,
319,40,63,0.5775416666666667,600.0,20.0,0.5,175.0,0,0,
320,5,64,0.15066666666666667,600.0,0.0,0.0,162.0,0,0,
321,10,64,0.20933333333333334,600.0,0.0,0.0,260.0,0,0,
322,20,64,0.351,600.0,1.0,0.05,497.0,0,0,
323,30,64,0.4227222222222222,600.0,7.0,0.2333333333333333,231.0,0,0,
324,40,64,0.5205833333333334,600.0,16.0,0.4,160.0,0,0,
325,5,65,0.11033333333333334,600.0,0.0,0.0,138.0,0,0,
326,10,65,0.20416666666666666,600.0,0.0,0.0,264.0,0,0,
327,20,65,0.2783333333333333,600.0,1.0,0.05,381.0,0,0,
328,30,65,0.36716666666666664,600.0,8.0,0.2666666666666666,132.0,0,0,
329,40,65,0.4822916666666667,600.0,17.0,0.425,119.0,0,0,
330,5,66,0.11233333333333334,600.0,0.0,0.0,190.0,0,0,
331,10,66,0.11666666666666667,600.0,0.0,0.0,134.0,0,0,
332,20,66,0.32825,600.0,2.0,0.1,551.0,0,0,
333,30,66,0.4401666666666666,600.0,9.0,0.3,242.0,0,0,
334,40,66,0.5525416666666666,600.0,19.0,0.475,162.0,0,0,
335,5,67,0.089,600.0,0.0,0.0,91.0,0,0,
336,10,67,0.1205,600.0,0.0,0.0,101.0,0,0,
337,20,67,0.254,600.0,1.0,0.05,416.0,0,0,
338,30,67,0.3495,600.0,7.0,0.2333333333333333,133.0,0,0,
339,40,67,0.545625,600.0,19.0,0.475,142.0,0,0,
340,5,68,0.15033333333333335,600.0,0.0,0.0,159.0,0,0,
341,10,68,0.16983333333333334,600.0,0.0,0.0,207.0,0,0,
342,20,68,0.3234166666666667,600.0,1.0,0.05,430.0,0,0,
343,30,68,0.4797777777777778,600.0,10.0,0.3333333333333333,292.0,0,0,
344,40,68,0.54375,600.0,16.0,0.4,258.0,0,0,
345,5,69,0.15600000000000003,600.0,0.0,0.0,188.0,0,0,
346,10,69,0.15933333333333335,600.0,0.0,0.0,153.0,0,0,
347,20,69,0.2743333333333333,600.0,0.0,0.0,342.0,0,0,
348,30,69,0.33755555555555555,600.0,4.0,0.1333333333333333,160.0,0,0,
349,40,69,0.48283333333333334,600.0,14.0,0.35,145.0,0,0,
350,5,70,0.10200000000000001,600.0,0.0,0.0,97.0,0,0,
351,10,70,0.15233333333333335,600.0,0.0,0.0,170.0,0,0,
352,20,70,0.23691666666666666,600.0,1.0,0.05,298.0,0,0,
353,30,70,0.38361111111111107,600.0,7.0,0.2333333333333333,138.0,0,0,
354,40,70,0.5440833333333334,600.0,19.0,0.475,139.0,0,0,
355,5,71,0.137,600.0,0.0,0.0,144.0,0,0,
356,10,71,0.16616666666666668,600.0,0.0,0.0,169.0,0,0,
357,20,71,0.3670833333333333,600.0,3.0,0.15,,0,0,
358,30,71,0.43161111111111106,600.0,8.0,0.2666666666666666,255.0,0,0,
359,40,71,0.50075,600.0,15.0,0.375,122.0,0,0,
360,5,72,0.12666666666666668,600.0,0.0,0.0,127.0,0,0,
361,10,72,0.2278333333333333,600.0,0.0,0.0,244.0,0,0,
362,20,72,0.3565833333333333,600.0,2.0,0.1,572.0,0,0,
363,30,72,0.4295,600.0,8.0,0.2666666666666666,189.0,0,0,
364,40,72,0.5572083333333333,600.0,18.0,0.45,197.0,0,0,
365,5,73,0.14533333333333334,600.0,0.0,0.0,132.0,0,0,
366,10,73,0.2031666666666667,600.0,0.0,0.0,313.0,0,0,
367,20,73,0.2579166666666667,600.0,0.0,0.0,283.0,0,0,
368,30,73,0.41677777777777775,600.0,7.0,0.2333333333333333,217.0,0,0,
369,40,73,0.5186666666666666,600.0,17.0,0.425,186.0,0,0,
370,5,74,0.15666666666666668,600.0,0.0,0.0,154.0,0,0,
371,10,74,0.15916666666666668,600.0,0.0,0.0,186.0,0,0,
372,20,74,0.3125833333333334,600.0,4.0,0.2,,0,0,
373,30,74,0.42311111111111105,600.0,7.0,0.2333333333333333,212.0,0,0,
374,40,74,0.4609583333333333,600.0,15.0,0.375,101.0,0,0,
375,5,75,0.18133333333333332,600.0,0.0,0.0,180.0,0,0,
376,10,75,0.19616666666666668,600.0,0.0,0.0,174.0,0,0,
377,20,75,0.2809166666666667,600.0,0.0,0.0,331.0,0,0,
378,30,75,0.4695555555555555,600.0,11.0,0.3666666666666666,188.0,0,0,
379,40,75,0.5254166666666666,600.0,15.0,0.375,194.0,0,0,
380,5,76,0.13066666666666668,600.0,0.0,0.0,153.0,0,0,
381,10,76,0.18933333333333333,600.0,0.0,0.0,310.0,0,0,
382,20,76,0.29441666666666666,600.0,1.0,0.05,499.0,0,0,
383,30,76,0.4456111111111111,600.0,10.0,0.3333333333333333,216.0,0,0,
384,40,76,0.5353333333333333,600.0,19.0,0.475,114.0,0,0,
385,5,77,0.11266666666666665,600.0,0.0,0.0,104.0,0,0,
