point_sensing_radius,drone_sensing_radius,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,excess_service_units_mean,excess_service_units_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
10.0,10.0,0.0,0.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,1.0,1.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.92,0.33874396636320286,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,2.0,2.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.85,0.5751591786697672,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,3.0,3.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.8,0.7521014330903553,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,4.0,4.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.7,0.9374368665610923,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,5.0,5.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.46,1.2586669234719818,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,6.0,6.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.34,1.444040347515444,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,7.0,7.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.24,1.5382004440451202,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,8.0,8.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.03,1.7082982258033372,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,9.0,9.0,100,30.0,0.0,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.91,1.8262673750720422,0.0,0.0,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,10.0,10.0,100,29.98,0.14070529413629035,0.9993333333333334,0.004690176471209598,0.001,0.007035264706814486,0.33333333333333326,0.0,0.0006666666666666643,0.004690176471209637,0.02,0.1407052941362897,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,0.14070529413629035,18.82,1.871530459978214,0.02,0.1407052941362897,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,11.0,11.0,100,29.93,0.2931886695621027,0.9976666666666667,0.00977295565207006,0.0035000000000000005,0.014659433478105145,0.33333333333333326,0.0,0.0016666666666666642,0.007301430451919666,0.06,0.238683256575942,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,0.2931886695621027,18.68,1.9273680174651326,0.07,0.2931886695621029,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,12.0,12.0,100,29.91,0.32082595426382343,0.997,0.010694198475460775,0.0045000000000000005,0.016041297713191172,0.33333333333333326,0.0,0.0006666666666666643,0.004690176471209637,0.08,0.2726599243442907,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.91,0.32082595426382343,18.46,2.2626524168762563,0.09,0.32082595426382343,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,13.0,13.0,100,29.85,0.5000000000000002,0.995,0.016666666666666687,0.0075,0.024999999999999994,0.33333333333333326,0.0,0.002000000000000003,0.009259932635447155,0.1,0.30151134457776363,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.5000000000000002,18.33,2.4538364108703608,0.15,0.49999999999999994,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,14.0,14.0,100,29.77,0.6942039987778754,0.9923333333333333,0.023140133292595823,0.0115,0.03471019993889376,0.33333333333333326,0.0,0.002666666666666665,0.010249414863810756,0.13,0.33799766898963113,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,0.6942039987778754,18.16,2.58480407791618,0.23,0.694203998777875,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,15.0,15.0,100,29.66,0.831452422759793,0.9886666666666667,0.02771508075865981,0.017,0.0415726211379897,0.33333333333333326,0.0,0.003666666666666658,0.01150318357339532,0.2,0.40201512610368484,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,0.831452422759793,18.0,2.678006193367964,0.34,0.831452422759794,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,16.0,16.0,100,29.55,1.0480862791225005,0.985,0.03493620930408333,0.0225,0.05240431395612503,0.33333333333333326,0.0,0.0036666666666666705,0.01331227292951674,0.23,0.4461960433384737,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55,1.0480862791225005,17.81,2.8309080529117145,0.45,1.048086279122501,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,17.0,17.0,100,29.41,1.2878217456173227,0.9803333333333333,0.04292739152057745,0.029500000000000002,0.06439108728086614,0.33333333333333326,0.0,0.00466666666666667,0.014229164972073,0.27,0.4893822120745192,4.99,0.09999999999999988,0.0,0.0,0.01,0.1,0.01,0.1,19.4,1.3333333333333333,17.61,3.014761662020379,0.6,1.333333333333333,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,18.0,18.0,100,29.23,1.462355924009216,0.9743333333333334,0.04874519746697385,0.0385,0.07311779620046081,0.33333333333333326,0.0,0.005999999999999997,0.01858036809547678,0.34,0.5359782899266791,4.99,0.09999999999999988,0.01,0.1,0.0,0.0,0.0,0.0,19.25,1.4310764472870754,17.47,3.1541378946688208,0.75,1.4310764472870752,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,19.0,19.0,100,29.04,1.6752506219860492,0.968,0.055841687399535,0.048,0.08376253109930247,0.33333333333333326,0.0,0.006333333333333341,0.01688077955232081,0.39,0.5842201051942079,4.98,0.14070529413628963,0.02,0.14070529413628968,0.0,0.0,0.0,0.0,19.06,1.6503443166916298,17.33,3.200552351319276,0.94,1.6503443166916303,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,20.0,20.0,100,28.84,1.9160143817599875,0.9613333333333334,0.06386714605866628,0.057999999999999996,0.09580071908799943,0.33333333333333326,0.0,0.006666666666666666,0.01708235810635127,0.42,0.6224746962525848,4.97,0.17144660799776523,0.03,0.1714466079977653,0.0,0.0,0.0,0.0,18.86,1.8964080880347545,17.13,3.4249677429727776,1.14,1.8964080880347558,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,21.0,21.0,100,28.61,2.12676545795048,0.9536666666666668,0.07089218193168266,0.0695,0.106338272897524,0.33333333333333326,0.0,0.00766666666666666,0.023140133292595823,0.48,0.6432242017658957,4.96,0.1969463855669323,0.04,0.1969463855669324,0.0,0.0,0.0,0.0,18.63,2.111321095351621,16.95,3.468108674447469,1.37,2.1113210953516206,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,22.0,22.0,100,28.47,2.27171896825005,0.9490000000000001,0.075723965608335,0.0765,0.11358594841250252,0.33333333333333326,0.0,0.004666666666666664,0.014229164972072982,0.52,0.68872595010166,4.95,0.21904291355759037,0.05,0.2190429135575903,0.0,0.0,0.0,0.0,18.49,2.258519225268869,16.82,3.621986730896163,1.51,2.2585192252688686,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,23.0,23.0,100,28.29,2.454824151779841,0.943,0.08182747172599468,0.0855,0.12274120758899203,0.33333333333333326,0.0,0.006,0.01858036809547679,0.53,0.7028800779936815,4.91,0.28762349126466125,0.08,0.27265992434429065,0.01,0.09999999999999998,0.02,0.19999999999999996,18.29,2.4956325487102102,16.72,3.6737672295023875,1.71,2.4956325487102107,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,24.0,24.0,100,28.06,2.600776884709721,0.9353333333333333,0.08669256282365738,0.09699999999999999,0.13003884423548606,0.33333333333333326,0.0,0.007666666666666666,0.01886510683490173,0.6,0.7247430753394787,4.91,0.28762349126466125,0.07,0.25643239997624273,0.02,0.14070529413628968,0.02,0.14070529413628968,18.08,2.6002330897848602,16.65,3.666322297878242,1.92,2.6002330897848607,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,25.0,25.0,100,27.85,2.7757062983221874,0.9283333333333332,0.09252354327740618,0.1075,0.1387853149161093,0.33333333333333326,0.0,0.006999999999999998,0.018528953289076437,0.65,0.7703468981143129,4.89,0.31446603773522014,0.11,0.3144660377352201,0.0,0.0,0.0,0.0,17.9,2.7321505201299696,16.51,3.7375922677033615,2.1,2.73215052012997,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,10.0,26.0,26.0,100,27.7,2.9422042173455,0.9233333333333333,0.09807347391151675,0.115,0.14711021086727513,0.33333333333333326,0.0,0.005000000000000001,0.015260550434078923,0.69,0.8001893715259096,4.88,0.3265986323710904,0.12,0.32659863237109044,0.0,0.0,0.0,0.0,17.75,2.9037593188517166,16.3,3.696845502136473,2.25,2.903759318851716,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
