RunId,radius_profile,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,J_delta_dynamic,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
69,rd10_rp10_nominal,68,0.23847222222222222,1800.0,1.0,0.05,0.16444444444444445,0.0,0.20174999999999998,484.0,4,4,104.5
70,rd10_rp10_nominal,69,0.26362037037037034,1800.0,2.0,0.1,0.6666666666666666,0.0,0.24288888888888888,447.0,4,3,96.0
71,rd10_rp10_nominal,70,0.2503518518518518,1800.0,2.0,0.1,0.1738888888888889,0.0,0.26252777777777775,293.0,4,3,75.66666666666667
72,rd10_rp10_nominal,71,0.2710092592592593,1800.0,2.0,0.1,0.0044444444444444444,0.0,0.22930555555555557,568.0,4,4,148.5
73,rd10_rp10_nominal,72,0.2845740740740741,1800.0,1.0,0.05,0.1638888888888889,0.0,0.26281944444444444,835.0,4,3,129.66666666666666
74,rd10_rp10_nominal,73,0.26341666666666663,1800.0,2.0,0.1,0.0044444444444444444,0.0,0.24858333333333335,814.0,4,4,136.5
75,rd10_rp10_nominal,74,0.24041666666666667,1800.0,2.0,0.1,0.0022222222222222222,0.0,0.22045833333333334,522.0,4,4,159.0
76,rd10_rp10_nominal,75,0.25294444444444447,1800.0,2.0,0.1,0.002777777777777778,0.0,0.22791666666666666,773.0,4,4,152.0
77,rd10_rp10_nominal,76,0.24287037037037038,1800.0,2.0,0.1,0.008333333333333333,0.0,0.22318055555555555,341.0,4,3,119.66666666666667
78,rd10_rp10_nominal,77,0.22625925925925924,1800.0,2.0,0.1,0.2683333333333333,0.0,0.2003888888888889,294.0,4,4,114.75
79,rd10_rp10_nominal,78,0.20778703703703702,1800.0,1.0,0.05,0.3238888888888889,0.0,0.21218055555555557,201.0,4,4,124.0
80,rd10_rp10_nominal,79,0.20168518518518516,1800.0,0.0,0.0,0.29055555555555557,0.0,0.17956944444444442,320.0,4,4,87.0
81,rd10_rp10_nominal,80,0.186,1800.0,0.0,0.0,1.0244444444444445,0.0,0.15020833333333333,365.0,4,4,73.25
82,rd10_rp10_nominal,81,0.2358611111111111,1800.0,1.0,0.05,0.16055555555555556,0.0,0.21449999999999997,325.0,4,4,134.75
83,rd10_rp10_nominal,82,0.2535,1800.0,2.0,0.1,0.0044444444444444444,0.0,0.23199999999999998,378.0,4,4,146.25
84,rd10_rp10_nominal,83,0.27985185185185185,1800.0,1.0,0.05,0.0038888888888888888,0.0,0.2508611111111111,578.0,4,2,73.0
85,rd10_rp10_nominal,84,0.25021296296296297,1800.0,1.0,0.05,0.3383333333333333,0.0,0.23448611111111112,320.0,4,3,125.0
86,rd10_rp10_nominal,85,0.18030555555555555,1800.0,0.0,0.0,0.17333333333333334,0.0,0.18875,227.0,4,4,120.75
87,rd10_rp10_nominal,86,0.2577314814814815,1800.0,2.0,0.1,0.3377777777777778,0.0,0.23676388888888888,454.0,4,3,94.33333333333333
88,rd10_rp10_nominal,87,0.28421296296296295,1800.0,0.0,0.0,0.005555555555555556,0.0,0.23131944444444444,790.0,4,3,67.66666666666667
89,rd10_rp10_nominal,88,0.2446574074074074,1800.0,3.0,0.15,0.0038888888888888888,0.0,0.2123611111111111,414.0,4,3,128.0
90,rd10_rp10_nominal,89,0.24327777777777776,1800.0,1.0,0.05,0.30666666666666664,0.0,0.213125,384.0,4,3,88.0
91,rd10_rp10_nominal,90,0.25539814814814815,1800.0,1.0,0.05,0.041666666666666664,0.0,0.21376388888888886,589.0,4,4,121.25
92,rd10_rp10_nominal,91,0.24833333333333332,1800.0,3.0,0.15,0.6327777777777778,0.0,0.22758333333333336,386.0,4,2,31.0
93,rd10_rp10_nominal,92,0.22837962962962963,1800.0,2.0,0.1,0.5788888888888889,0.0,0.21486111111111109,302.0,4,4,136.5
94,rd10_rp10_nominal,93,0.2577685185185185,1800.0,1.0,0.05,0.0011111111111111111,0.0,0.22811111111111113,492.0,4,4,137.5
95,rd10_rp10_nominal,94,0.22060185185185185,1800.0,0.0,0.0,0.008333333333333333,0.0,0.18840277777777778,475.0,4,3,33.333333333333336
96,rd10_rp10_nominal,95,0.24972222222222223,1800.0,2.0,0.1,0.002777777777777778,0.0,0.23791666666666667,346.0,4,3,129.0
97,rd10_rp10_nominal,96,0.23838888888888887,1800.0,1.0,0.05,0.0044444444444444444,0.0,0.22299999999999998,271.0,4,4,137.0
