radius_profile,replications,J_delta_mean,J_delta_std,J_delta_dynamic_mean,J_delta_dynamic_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std,mean_excess_service_units_mean,mean_excess_service_units_std,final_excess_service_units_mean,final_excess_service_units_std
rd10_rp10_nominal,100,0.2406973148148148,0.02798442979678492,0.2223651388888889,0.025614244987748502,100,431.84,213.19459124793423,400,332,100,107.88166666666666,35.871239405661974,1.33,0.8047209190618555,0.0665,0.040236045953092776,0.1661111111111111,0.1964340409918977,0.0,0.0
rd25_rp25_potenziato,100,0.19457231481481482,0.03522766261374658,0.1572484722222222,0.023383364612735696,100,418.39,220.02685304436383,400,384,100,51.77166666666667,27.670019826414357,0.56,0.5741924500522186,0.028000000000000004,0.02870962250261093,0.26968333333333333,0.2706256031460979,0.0,0.0
