RunId,point_layout,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
331,clusters,55,0.33858333333333335,600.0,1.0,0.05,327.0,0,0,
332,dispersed,55,0.25175000000000003,600.0,1.0,0.05,438.0,0,0,
333,circle,55,0.15741666666666668,600.0,0.0,0.0,285.0,0,0,
334,edges,55,0.30074999999999996,600.0,1.0,0.05,386.0,0,0,
335,central,55,0.035666666666666666,600.0,0.0,0.0,42.0,0,0,
336,random,56,0.29933333333333334,600.0,2.0,0.1,527.0,0,0,
337,clusters,56,0.41150000000000003,600.0,3.0,0.15,,0,0,
338,dispersed,56,0.228,600.0,2.0,0.1,267.0,0,0,
339,circle,56,0.11333333333333333,600.0,0.0,0.0,110.0,0,0,
340,edges,56,0.2704166666666667,600.0,2.0,0.1,409.0,0,0,
341,central,56,0.11358333333333334,600.0,0.0,0.0,177.0,0,0,
342,random,57,0.3438333333333334,600.0,1.0,0.05,411.0,0,0,
343,clusters,57,0.23416666666666666,600.0,0.0,0.0,466.0,0,0,
344,dispersed,57,0.25775000000000003,600.0,2.0,0.1,340.0,0,0,
345,circle,57,0.11941666666666667,600.0,0.0,0.0,101.0,0,0,
346,edges,57,0.23941666666666667,600.0,1.0,0.05,319.0,0,0,
347,central,57,0.04075,600.0,0.0,0.0,38.0,0,0,
348,random,58,0.26449999999999996,600.0,2.0,0.1,400.0,0,0,
349,clusters,58,0.06666666666666667,600.0,0.0,0.0,51.0,0,0,
350,dispersed,58,0.21241666666666667,600.0,1.0,0.05,356.0,0,0,
351,circle,58,0.1495,600.0,1.0,0.05,117.0,0,0,
352,edges,58,0.26625,600.0,1.0,0.05,328.0,0,0,
353,central,58,0.042166666666666665,600.0,0.0,0.0,54.0,0,0,
354,random,59,0.31958333333333333,600.0,4.0,0.2,,0,0,
355,clusters,59,0.23275,600.0,0.0,0.0,355.0,0,0,
356,dispersed,59,0.21675000000000003,600.0,1.0,0.05,361.0,0,0,
357,circle,59,0.16258333333333333,600.0,0.0,0.0,263.0,0,0,
358,edges,59,0.3893333333333333,600.0,3.0,0.15,,0,0,
359,central,59,0.08183333333333334,600.0,0.0,0.0,56.0,0,0,
360,random,60,0.2825,600.0,1.0,0.05,314.0,0,0,
361,clusters,60,0.2240833333333333,600.0,1.0,0.05,320.0,0,0,
362,dispersed,60,0.2609166666666667,600.0,2.0,0.1,410.0,0,0,
363,circle,60,0.2215,600.0,0.0,0.0,427.0,0,0,
364,edges,60,0.25866666666666666,600.0,1.0,0.05,296.0,0,0,
365,central,60,0.08116666666666666,600.0,0.0,0.0,50.0,0,0,
366,random,61,0.3393333333333333,600.0,4.0,0.2,,0,0,
367,clusters,61,0.3511666666666667,600.0,2.0,0.1,537.0,0,0,
368,dispersed,61,0.2553333333333333,600.0,1.0,0.05,257.0,0,0,
369,circle,61,0.16541666666666666,600.0,1.0,0.05,240.0,0,0,
370,edges,61,0.3060833333333333,600.0,3.0,0.15,,0,0,
371,central,61,0.11600000000000002,600.0,0.0,0.0,253.0,0,0,
372,random,62,0.34291666666666665,600.0,1.0,0.05,562.0,0,0,
373,clusters,62,0.24766666666666665,600.0,0.0,0.0,295.0,0,0,
