point_layout,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
central,10.0,10.0,100,12.0,3.521937024428518,0.6,0.1760968512214259,0.4,0.1760968512214259,0.0,0.0,0.030500000000000003,0.06812607148633786,4.81,1.7905193648658473,6.81,2.130561646442771,0.59,0.8420153793072304,2.6,1.9016207866348163,7.94,5.856568444011727,0.49,0.6889459083603475,12.06,5.856568444011727,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,11.0,11.0,100,11.87,3.3534393621408385,0.5935,0.16767196810704194,0.4065,0.16767196810704194,0.0,0.0,0.006500000000000003,0.03307093691879426,4.83,1.769865600101952,6.7,1.966897777894639,0.55,0.9031370691409834,2.75,1.7545035845739472,6.94,5.036874130857452,0.8,0.963998407308295,13.06,5.036874130857451,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,12.0,12.0,100,11.8,3.2098333762097844,0.59,0.16049166881048918,0.41,0.16049166881048918,0.0,0.0,0.003499999999999999,0.025873624493766702,4.86,1.7639487383467674,6.66,1.8489418213091127,0.54,0.8092895000860293,2.8,1.6453178133937247,6.68,4.121586435764116,1.03,1.0195562512656913,13.32,4.121586435764115,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,13.0,13.0,100,11.66,3.1725463755555263,0.583,0.1586273187777763,0.41700000000000004,0.15862731877777633,0.0,0.0,0.006999999999999999,0.03893792002870232,4.87,1.7618573762201681,6.53,1.7259457954666158,0.55,0.8087276451565163,2.92,1.508762286234527,6.76,3.287933249095098,1.27,1.179410912706043,13.24,3.2879332490950985,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,14.0,14.0,100,11.57,3.182194782907488,0.5785,0.1591097391453744,0.4215,0.1591097391453744,0.0,0.0,0.004499999999999998,0.037668811952852904,4.91,1.815171750785166,6.48,1.6482620170251079,0.59,0.8772661851433462,2.93,1.3872070625337207,7.13,2.676704592357452,1.45,1.2421470496399745,12.87,2.6767045923574515,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,15.0,15.0,100,11.49,3.255128044464393,0.5745,0.16275640222321966,0.4255,0.1627564022232197,0.0,0.0,0.003999999999999999,0.03530530620833994,4.92,1.8072804503625404,6.41,1.652026609710606,0.58,0.8430344421831591,3.01,1.3142190522023782,7.61,2.7113491367609117,1.84,1.4193468408199084,12.39,2.7113491367609113,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,16.0,16.0,100,11.47,3.301224137813246,0.5735,0.1650612068906623,0.4265,0.1650612068906623,0.0,0.0,0.001,0.03551923650103084,4.98,1.8801461365940402,6.45,1.6229104669815844,0.6,0.8040302522073697,2.95,1.3586609569571046,8.66,2.7605445224821246,1.79,1.5973146657481558,11.34,2.7605445224821246,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,17.0,17.0,100,11.38,3.2868885535771306,0.569,0.16434442767885654,0.431,0.16434442767885654,0.0,0.0,0.0045,0.032640527575455026,5.06,1.8576622650280357,6.44,1.6225681103507714,0.67,0.8415353933031088,2.89,1.4205917105490966,9.61,2.5302014133106465,2.32,1.8416066766590393,10.39,2.5302014133106465,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,18.0,18.0,100,11.27,3.2748043352761456,0.5635,0.16374021676380726,0.4365,0.16374021676380726,0.0,0.0,0.005499999999999998,0.04013550281058636,5.2,1.8640674544520848,6.47,1.6419685155509547,0.69,0.8491826135237999,2.84,1.3905888586269393,10.46,2.4839688021593602,2.33,2.030350519571247,9.54,2.4839688021593602,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,19.0,19.0,100,11.1,3.412691701057194,0.555,0.1706345850528597,0.445,0.1706345850528597,0.0,0.0,0.008499999999999999,0.04267270317146075,5.28,2.0104776054510536,6.38,1.6500994766462669,0.81,0.8726483550177307,2.81,1.5155423738281577,11.26,2.456161084441994,2.5,2.0375267241229382,8.74,2.456161084441994,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,20.0,20.0,100,10.87,3.356450144983175,0.5435,0.16782250724915873,0.45649999999999996,0.16782250724915873,0.0,0.0,0.011500000000000002,0.041350314204954774,5.46,1.981836715695006,6.33,1.6700269156483376,0.94,0.9621104747670954,2.73,1.5560569177614072,11.79,2.37960611289458,2.55,2.1806078292646998,8.21,2.3796061128945802,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,21.0,21.0,100,10.31,3.2588496452124036,0.5155,0.1629424822606202,0.48450000000000004,0.16294248226062016,0.0,0.0,0.028000000000000004,0.059594589951732634,5.84,1.8948094971007066,6.15,1.6659089186544755,1.24,1.1381359915904319,2.61,1.6508032939001291,12.24,2.2298253770466445,2.73,2.3,7.76,2.229825377046645,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,22.0,22.0,100,9.8,3.231786571610886,0.49,0.16158932858054428,0.51,0.16158932858054428,0.0,0.0,0.0255,0.0561810744941135,6.09,1.8262673750720415,5.89,1.7049837820254177,1.31,1.2447465362048369,2.8,1.6817499303650436,12.36,2.4350969117669568,3.04,2.3264834520205073,7.64,2.4350969117669568,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,23.0,23.0,100,9.44,3.300811042055199,0.47200000000000003,0.16504055210276,0.528,0.16504055210276,0.0,0.0,0.018000000000000002,0.05752469825293228,6.22,1.9099949759307764,5.66,1.6890616604876485,1.57,1.327677397837017,2.77,1.7399349807891493,12.56,2.3325539823995673,3.43,2.551509753107368,7.44,2.3325539823995673,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,24.0,24.0,100,9.14,3.3151625948515764,0.457,0.16575812974257878,0.5429999999999999,0.16575812974257878,0.0,0.0,0.015,0.056183321871936844,6.4,1.8963015572317599,5.54,1.7198778439121187,1.79,1.4653920080898963,2.67,1.7236032260378493,12.79,1.919043322264318,3.68,2.7811777172538794,7.21,1.9190433222643184,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,25.0,25.0,100,8.92,3.1388088842937236,0.446,0.1569404442146862,0.5539999999999999,0.15694044421468623,0.0,0.0,0.011000000000000001,0.05392662429710215,6.57,1.8271521142162324,5.49,1.6907054292468715,1.94,1.3619653060740922,2.57,1.788035432274961,12.97,1.9615238355869542,4.17,2.7854419521301943,7.03,1.9615238355869544,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,26.0,26.0,100,8.67,3.08811668278008,0.4335,0.154405834139004,0.5665,0.154405834139004,0.0,0.0,0.0125,0.04344682108769597,6.69,1.762086687694307,5.36,1.6788644550963183,2.27,1.4131775214284674,2.37,1.7329545040569623,13.21,1.7308548714027372,4.47,3.0099330507001265,6.79,1.7308548714027374,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,27.0,27.0,100,8.24,3.1176266549405756,0.41200000000000003,0.1558813327470287,0.588,0.1558813327470287,0.0,0.0,0.021500000000000005,0.05037987011824576,6.94,1.7339159859879736,5.18,1.7196429039692276,2.24,1.393491364098889,2.58,1.9497733616028712,12.96,1.9639169272068764,4.88,3.03607934312952,7.04,1.963916927206876,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,28.0,28.0,100,7.87,3.1161197056920042,0.3935,0.15580598528460016,0.6065,0.15580598528460013,0.0,0.0,0.018500000000000003,0.04695527637867739,7.07,1.6772693055178478,4.94,1.774226250476187,2.63,1.4330514169548711,2.43,1.821615444676189,13.03,2.017374030713685,5.07,3.382232243577449,6.97,2.017374030713685,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,29.0,29.0,100,7.25,3.2235716435987807,0.3625,0.16117858217993905,0.6375,0.161178582179939,0.0,0.0,0.030999999999999996,0.061455412103147394,7.28,1.6519348924485158,4.53,1.8556765217934275,2.65,1.4932508094081112,2.82,1.9142211011903572,12.55,2.189852630990164,5.35,3.2948536547258978,7.45,2.1898526309901643,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,30.0,30.0,100,7.08,3.154858366572311,0.354,0.1577429183286156,0.6459999999999999,0.1577429183286156,0.0,0.0,0.008499999999999999,0.02567768358601364,7.34,1.6219454586104527,4.42,1.8044837533659357,2.73,1.5099334388968904,2.85,1.9403998338361899,12.37,2.191143790605973,5.72,3.3153454045566884,7.63,2.191143790605973,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,31.0,31.0,100,6.71,3.108460270379091,0.33549999999999996,0.15542301351895457,0.6645,0.15542301351895454,0.0,0.0,0.0185,0.0447524052736585,7.51,1.534090722035155,4.22,1.8672077137974354,3.09,1.682320427327095,2.69,2.013565108071861,12.29,2.184865296451102,5.82,3.223587310980603,7.71,2.184865296451102,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,32.0,32.0,100,6.49,3.0895555562820904,0.3245,0.15447777781410454,0.6755,0.15447777781410454,0.0,0.0,0.011000000000000001,0.03301361824912547,7.62,1.4959879003453864,4.11,1.8361961119706582,3.14,1.6818700510701976,2.75,2.001893043490525,12.25,1.9917760208346014,6.07,3.4119664640079854,7.75,1.9917760208346011,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,33.0,33.0,100,6.07,3.114822821946894,0.3035,0.1557411410973447,0.6965,0.1557411410973447,0.0,0.0,0.021,0.04391221730091557,7.77,1.4484753391345009,3.84,1.8625495722506045,3.14,1.6206994374857624,3.02,2.0936652892557452,11.97,2.061944752319073,6.37,3.503692136284035,8.03,2.0619447523190724,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,34.0,34.0,100,5.9,3.0600059417648793,0.295,0.153000297088244,0.705,0.15300029708824398,0.0,0.0,0.008499999999999999,0.04147227380973336,7.86,1.456576864300735,3.76,1.8538521183653442,3.47,1.5983261446420953,2.77,2.0293552740421843,12.06,1.9006644239647497,6.52,3.523313408389519,7.94,1.9006644239647492,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,35.0,35.0,100,5.63,2.9971535317579727,0.2815,0.14985767658789864,0.7184999999999999,0.14985767658789864,0.0,0.0,0.013500000000000002,0.04135031420495478,7.99,1.4529315541380816,3.62,1.8022432710599336,3.43,1.7364482500934268,2.95,2.0761999086326113,11.86,1.9746883144926788,6.81,3.4132688204130717,8.14,1.974688314492679,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,36.0,36.0,100,5.38,2.970494636224476,0.26899999999999996,0.14852473181122383,0.731,0.14852473181122383,0.0,0.0,0.0125,0.03718300361153947,8.09,1.414891936481084,3.47,1.8171739630869723,3.6,1.7580981459830654,2.93,2.021375669181658,11.84,1.8462082354070597,7.09,3.2662801255535108,8.16,1.8462082354070593,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,37.0,37.0,100,5.19,2.908347442876255,0.2595,0.14541737214381276,0.7404999999999999,0.1454173721438127,0.0,0.0,0.0095,0.029894595977983534,8.18,1.3953747550642828,3.37,1.778973713900089,3.62,1.6983652270475997,3.01,2.176527676661321,11.67,2.146432322988945,7.11,3.1778749013906897,8.33,2.146432322988945,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,38.0,38.0,100,5.03,2.914453705935368,0.2515,0.14572268529676846,0.7484999999999999,0.1457226852967685,0.0,0.0,0.008,0.027265992434429065,8.24,1.400721314901791,3.27,1.751507287389287,3.78,1.8509075033233253,2.95,2.12429429755537,11.69,1.921147594748535,7.32,3.184178057048616,8.31,1.921147594748535,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,39.0,39.0,100,4.89,2.863546575472274,0.2445,0.14317732877361372,0.7555,0.14317732877361372,0.0,0.0,0.007000000000000001,0.02931886695621029,8.31,1.3758009604693124,3.2,1.7232808737106582,3.7,1.9306145983268455,3.1,2.222474733128352,11.56,1.9711043922767066,7.51,3.1892971265807386,8.44,1.9711043922767066,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,40.0,40.0,100,4.71,2.8543604778257663,0.23550000000000001,0.14271802389128835,0.7645000000000001,0.14271802389128835,0.0,0.0,0.009000000000000001,0.031285585799020604,8.36,1.3745155253007981,3.07,1.7306214216432505,3.98,1.8961950204437186,2.95,2.1898526309901647,11.53,2.0471956674949516,7.87,2.9802548870724457,8.47,2.0471956674949516,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,41.0,41.0,100,4.49,2.826623069989697,0.2245,0.14133115349948483,0.7755,0.14133115349948486,0.0,0.0,0.011000000000000001,0.03063305140504025,8.44,1.3876802822179775,2.93,1.6651811561593781,3.88,1.7938165396098278,3.19,2.154136260848656,11.39,1.9637883405460592,7.93,3.069086660440355,8.61,1.9637883405460592,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,42.0,42.0,100,4.26,2.8871712065199,0.213,0.144358560325995,0.787,0.144358560325995,0.0,0.0,0.0115,0.030029446827533755,8.48,1.3960984596692703,2.74,1.7151729305869365,3.85,1.7773831632742865,3.41,2.0748372213138784,11.22,1.9257951263534931,8.11,3.0080531641551547,8.78,1.9257951263534931,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,43.0,43.0,100,4.16,2.8734943356425284,0.20800000000000002,0.14367471678212643,0.792,0.14367471678212643,0.0,0.0,0.005,0.01946247360403807,8.53,1.3740377716714334,2.69,1.7390058694959643,3.93,1.695239919255792,3.38,2.008969784730372,11.16,1.921279035255715,8.37,2.9971535317579736,8.84,1.921279035255715,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,44.0,44.0,100,4.03,2.8264801253484695,0.20149999999999998,0.14132400626742347,0.7985,0.14132400626742347,0.0,0.0,0.006500000000000001,0.02986078811194819,8.61,1.3400964837871134,2.64,1.761083229553374,4.02,1.7921264385408666,3.34,2.0509667589857825,11.22,1.8993885246775521,8.5,2.8621528945741517,8.78,1.8993885246775521,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,45.0,45.0,100,3.95,2.815451593753243,0.1975,0.14077257968766219,0.8025,0.14077257968766216,0.0,0.0,0.004000000000000001,0.018367736315989983,8.62,1.3316656236958788,2.57,1.7364482500934273,4.09,1.7643781632717805,3.34,2.0011108026404845,11.26,1.8236382770869242,8.6,2.8497740473960596,8.74,1.8236382770869242,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,46.0,46.0,100,3.83,2.7890659527678596,0.19149999999999998,0.13945329763839298,0.8085,0.13945329763839295,0.0,0.0,0.005999999999999998,0.019174899417644088,8.67,1.2875079680051569,2.5,1.7552230857666156,4.15,1.771690968789108,3.35,2.081059365036971,11.25,1.7830571862093851,8.75,2.7056805189650657,8.75,1.7830571862093851,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,47.0,47.0,100,3.73,2.7334626724757345,0.1865,0.13667313362378672,0.8134999999999999,0.1366731336237867,0.0,0.0,0.005,0.02972941950052816,8.73,1.2621530426340155,2.46,1.7374077985855416,4.07,1.665181156159378,3.47,2.095955701590638,11.14,1.781044977568285,8.75,2.652900071219944,8.86,1.781044977568285,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,48.0,48.0,100,3.64,2.7616420236277306,0.182,0.13808210118138656,0.818,0.13808210118138653,0.0,0.0,0.0045000000000000005,0.022579824730242812,8.78,1.2599502956365967,2.42,1.7591320173726175,4.13,1.7271158886795328,3.45,2.066446713613013,11.12,1.771149258806184,8.79,2.602621056480632,8.88,1.771149258806184,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,49.0,49.0,100,3.5,2.6533759704203317,0.175,0.1326687985210166,0.825,0.1326687985210166,0.0,0.0,0.006999999999999999,0.02844452335847639,8.88,1.2083881910222478,2.38,1.727846794555161,4.2,1.626795821996309,3.42,2.075250988836451,11.08,1.7214041719573943,8.81,2.5964038844742805,8.92,1.7214041719573943,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,50.0,50.0,100,3.34,2.56322082741636,0.16699999999999998,0.128161041370818,0.833,0.12816104137081802,0.0,0.0,0.008,0.022156468376279895,8.9,1.176366602653435,2.24,1.6704200161345741,4.32,1.6322507234620616,3.44,2.011683048312702,10.95,1.7196135342194494,8.79,2.6904056995707593,9.05,1.7196135342194494,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,51.0,51.0,100,3.28,2.5468538722244443,0.16399999999999998,0.1273426936112222,0.836,0.1273426936112222,0.0,0.0,0.0030000000000000005,0.01388989895317072,8.93,1.1481649830415608,2.21,1.671477904083205,4.28,1.5832456116050557,3.51,2.0175743011364062,10.89,1.722665306313376,8.85,2.8010640113998817,9.11,1.722665306313376,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,52.0,52.0,100,3.16,2.525506249879778,0.158,0.12627531249398888,0.8420000000000001,0.1262753124939889,0.0,0.0,0.006,0.02164917709029303,8.99,1.1145955465204558,2.15,1.6779918252651191,4.28,1.5832456116050557,3.57,1.970771268803002,10.77,1.6808787985317484,8.95,2.7056805189650666,9.23,1.6808787985317484,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,53.0,53.0,100,3.09,2.4785748593361734,0.1545,0.12392874296680866,0.8454999999999999,0.12392874296680866,0.0,0.0,0.0034999999999999996,0.016291225871739687,9.03,1.0959521481849064,2.12,1.6470359051117471,4.26,1.5993685622706846,3.62,1.9988885800753269,10.76,1.6460543580012628,8.91,2.741727686527366,9.24,1.6460543580012628,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,54.0,54.0,100,3.04,2.4737817121961183,0.152,0.1236890856098059,0.848,0.12368908560980596,0.0,0.0,0.0025,0.014864709750264079,9.04,1.1002295444610868,2.08,1.6248076809271923,4.33,1.6084059490594085,3.59,2.0503510416363815,10.75,1.64147630029935,8.95,2.7647675117339237,9.25,1.64147630029935,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,55.0,55.0,100,2.92,2.4890872936792627,0.146,0.12445436468396315,0.8540000000000001,0.12445436468396315,0.0,0.0,0.006000000000000001,0.017809315460503173,9.06,1.108461487236642,1.98,1.607934869780037,4.29,1.545897143990498,3.73,1.9891371663780923,10.56,1.7368263173287242,8.97,2.739368798490159,9.44,1.7368263173287242,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,56.0,56.0,100,2.81,2.476944190984635,0.1405,0.12384720954923173,0.8595,0.12384720954923173,0.0,0.0,0.0055000000000000005,0.021195339682166553,9.12,1.0850685404036633,1.93,1.6283783840422847,4.24,1.5316195956759582,3.83,2.0002777584903333,10.42,1.7932533495737788,8.99,2.7098585448936876,9.58,1.7932533495737788,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,57.0,57.0,100,2.7,2.4638804903458835,0.135,0.12319402451729415,0.865,0.12319402451729418,0.0,0.0,0.0055000000000000005,0.023457462037750912,9.17,1.082971967701973,1.87,1.6121696278899778,4.36,1.5076907219756026,3.77,2.0442330808615954,10.4,1.7752507291971888,9.0,2.68929790694955,9.6,1.7752507291971888,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,58.0,58.0,100,2.69,2.4482316850817822,0.13449999999999998,0.12241158425408913,0.8654999999999999,0.12241158425408911,0.0,0.0,0.0004999999999999998,0.011225422086055427,9.17,1.082971967701973,1.86,1.60189281977934,4.41,1.4913555626145678,3.73,2.0143675850441913,10.39,1.8028876948950645,9.09,2.5745255520545567,9.61,1.8028876948950645,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,59.0,59.0,100,2.59,2.5029074003137737,0.1295,0.12514537001568868,0.8704999999999999,0.12514537001568868,0.0,0.0,0.005,0.020719385350268703,9.19,1.0889249633273985,1.78,1.6303931483485257,4.45,1.5398740601789882,3.77,2.0442330808615954,10.31,1.8350955717825046,9.1,2.6342729432224634,9.69,1.8350955717825046,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,60.0,60.0,100,2.52,2.4801433650317692,0.126,0.1240071682515885,0.8740000000000001,0.12400716825158853,0.0,0.0,0.0034999999999999996,0.020418599166426472,9.23,1.0527021507443681,1.75,1.616674476707158,4.45,1.6414763002993509,3.8,2.1033883198882766,10.24,1.8483954275440246,9.15,2.633793592305343,9.76,1.8483954275440246,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,61.0,61.0,100,2.44,2.450808977963123,0.12200000000000001,0.12254044889815616,0.878,0.12254044889815614,0.0,0.0,0.004,0.016937198318160148,9.26,1.0504448312188241,1.7,1.5986105077709067,4.42,1.5774932166208668,3.88,2.0512622376665464,10.15,1.935187198942132,9.31,2.4891481647058664,9.85,1.935187198942132,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
central,62.0,62.0,100,2.35,2.3968624272055115,0.1175,0.11984312136027557,0.8825,0.1198431213602756,0.0,0.0,0.0045000000000000005,0.018929694486000907,9.29,1.0376254944182253,1.64,1.5732614261944884,4.43,1.6468825769380837,3.93,2.056057814696303,10.09,1.8753854822597693,9.35,2.41784192948166,9.91,1.8753854822597693,10.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,23.01,4.591373113863332
