RunId,initial_fleet_load,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
137,0.25,15.0,34,0.17666666666666667,600.0,0.0,0.0,211.0,0,0,
138,0.25,20.0,34,0.15566666666666668,600.0,0.0,0.0,198.0,0,0,
139,0.25,25.0,34,0.18333333333333332,600.0,0.0,0.0,247.0,0,0,
140,0.25,10.0,35,0.162,600.0,0.0,0.0,187.0,0,0,
141,0.25,15.0,35,0.1376666666666667,600.0,0.0,0.0,188.0,0,0,
142,0.25,20.0,35,0.13466666666666666,600.0,0.0,0.0,163.0,0,0,
143,0.25,25.0,35,0.14566666666666667,600.0,0.0,0.0,149.0,0,0,
144,0.25,10.0,36,0.117,600.0,0.0,0.0,126.0,0,0,
145,0.25,15.0,36,0.14766666666666667,600.0,0.0,0.0,211.0,0,0,
146,0.25,20.0,36,0.12966666666666665,600.0,0.0,0.0,139.0,0,0,
147,0.25,25.0,36,0.13333333333333333,600.0,0.0,0.0,159.0,0,0,
148,0.25,10.0,37,0.11833333333333333,600.0,0.0,0.0,141.0,0,0,
149,0.25,15.0,37,0.13766666666666666,600.0,0.0,0.0,140.0,0,0,
150,0.25,20.0,37,0.14866666666666667,600.0,0.0,0.0,159.0,0,0,
151,0.25,25.0,37,0.107,600.0,0.0,0.0,115.0,0,0,
152,0.25,10.0,38,0.21766666666666665,600.0,0.0,0.0,241.0,0,0,
153,0.25,15.0,38,0.16,600.0,0.0,0.0,163.0,0,0,
154,0.25,20.0,38,0.17700000000000002,600.0,0.0,0.0,209.0,0,0,
155,0.25,25.0,38,0.14466666666666667,600.0,0.0,0.0,117.0,0,0,
156,0.25,10.0,39,0.11466666666666667,600.0,0.0,0.0,127.0,0,0,
157,0.25,15.0,39,0.10833333333333334,600.0,0.0,0.0,128.0,0,0,
158,0.25,20.0,39,0.09966666666666667,600.0,0.0,0.0,123.0,0,0,
159,0.25,25.0,39,0.107,600.0,0.0,0.0,145.0,0,0,
160,0.25,10.0,40,0.189,600.0,0.0,0.0,217.0,0,0,
161,0.25,15.0,40,0.236,600.0,0.0,0.0,237.0,0,0,
162,0.25,20.0,40,0.182,600.0,0.0,0.0,204.0,0,0,
