RunId,cohere,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
210,0.15,42,0.46633333333333327,600.0,10.0,0.3333333333333333,312.0,0,0,
211,0.25,42,0.4524444444444444,600.0,10.0,0.3333333333333333,218.0,0,0,
212,0.35,42,0.43977777777777777,600.0,10.0,0.3333333333333333,221.0,0,0,
213,0.45,42,0.4335555555555555,600.0,10.0,0.3333333333333333,195.0,0,0,
214,0.6,42,0.43944444444444436,600.0,10.0,0.3333333333333333,216.0,0,0,
215,0.15,43,0.4622222222222222,600.0,11.0,0.3666666666666666,125.0,0,0,
216,0.25,43,0.41183333333333333,600.0,10.0,0.3333333333333333,118.0,0,0,
217,0.35,43,0.4474444444444444,600.0,11.0,0.3666666666666666,123.0,0,0,
218,0.45,43,0.4423888888888888,600.0,11.0,0.3666666666666666,129.0,0,0,
219,0.6,43,0.426,600.0,10.0,0.3333333333333333,129.0,0,0,
220,0.15,44,0.3111111111111111,600.0,6.0,0.2,57.0,0,0,
221,0.25,44,0.31855555555555554,600.0,6.0,0.2,58.0,0,0,
222,0.35,44,0.30277777777777776,600.0,6.0,0.2,60.0,0,0,
223,0.45,44,0.3222222222222222,600.0,6.0,0.2,58.0,0,0,
224,0.6,44,0.31877777777777777,600.0,7.0,0.2333333333333333,58.0,0,0,
225,0.15,45,0.5183333333333333,600.0,10.0,0.3333333333333333,338.0,0,0,
226,0.25,45,0.5140555555555556,600.0,10.0,0.3333333333333333,255.0,0,0,
227,0.35,45,0.5141666666666667,600.0,10.0,0.3333333333333333,255.0,0,0,
228,0.45,45,0.5240555555555556,600.0,10.0,0.3333333333333333,351.0,0,0,
229,0.6,45,0.5271111111111111,600.0,11.0,0.3666666666666666,245.0,0,0,
230,0.15,46,0.3322222222222222,600.0,5.0,0.1666666666666666,129.0,0,0,
231,0.25,46,0.33666666666666667,600.0,5.0,0.1666666666666666,133.0,0,0,
232,0.35,46,0.3638888888888889,600.0,6.0,0.2,141.0,0,0,
233,0.45,46,0.2996111111111111,600.0,3.0,0.1,124.0,0,0,
234,0.6,46,0.3203888888888889,600.0,4.0,0.1333333333333333,124.0,0,0,
235,0.15,47,0.479,600.0,10.0,0.3333333333333333,347.0,0,0,
236,0.25,47,0.46416666666666667,600.0,10.0,0.3333333333333333,294.0,0,0,
237,0.35,47,0.509,600.0,11.0,0.3666666666666666,498.0,0,0,
238,0.45,47,0.5183888888888888,600.0,10.0,0.3333333333333333,480.0,0,0,
239,0.6,47,0.4748333333333333,600.0,10.0,0.3333333333333333,302.0,0,0,
240,0.15,48,0.45933333333333326,600.0,10.0,0.3333333333333333,140.0,0,0,
241,0.25,48,0.4906111111111111,600.0,10.0,0.3333333333333333,290.0,0,0,
242,0.35,48,0.47888888888888886,600.0,10.0,0.3333333333333333,303.0,0,0,
243,0.45,48,0.49861111111111106,600.0,10.0,0.3333333333333333,389.0,0,0,
244,0.6,48,0.5064444444444445,600.0,11.0,0.3666666666666666,403.0,0,0,
