RunId,radius_profile,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,J_delta_dynamic,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
190,rd25_rp25_potenziato,89,0.25477777777777777,1200.0,1.0,0.05,0.25666666666666665,0.0,0.17755555555555555,358.0,4,4,31.0
191,rd25_rp25_potenziato,90,0.2853333333333333,1200.0,0.0,0.0,0.015833333333333335,0.0,0.21558333333333332,832.0,4,3,32.666666666666664
192,rd25_rp25_potenziato,91,0.20559722222222224,1200.0,0.0,0.0,0.2575,0.0,0.18769444444444444,337.0,4,4,30.5
193,rd25_rp25_potenziato,92,0.1867222222222222,1200.0,1.0,0.05,0.49166666666666664,0.0,0.2061111111111111,277.0,4,3,29.0
194,rd25_rp25_potenziato,93,0.2916388888888889,1200.0,1.0,0.05,0.1375,0.0,0.2301111111111111,379.0,4,4,75.25
195,rd25_rp25_potenziato,94,0.24819444444444444,1200.0,1.0,0.05,0.015833333333333335,0.0,0.23147222222222222,350.0,4,2,43.5
196,rd25_rp25_potenziato,95,0.22981944444444447,1200.0,1.0,0.05,0.7258333333333333,0.0,0.20180555555555557,428.0,4,4,35.5
197,rd25_rp25_potenziato,96,0.22265277777777778,1200.0,2.0,0.1,0.26416666666666666,0.0,0.1942222222222222,361.0,4,3,22.333333333333332
198,rd25_rp25_potenziato,97,0.17716666666666667,1200.0,0.0,0.0,0.1525,0.0,0.18241666666666664,198.0,4,4,53.25
199,rd25_rp25_potenziato,98,0.16361111111111112,1200.0,1.0,0.05,0.43833333333333335,0.0,0.21205555555555555,179.0,4,4,48.25
200,rd25_rp25_potenziato,99,0.15316666666666665,1200.0,0.0,0.0,0.8141666666666667,0.0,0.14708333333333332,193.0,4,4,20.0
