RunId,match,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
148,0.1,25.0,14,0.4763333333333333,600.0,11.0,0.3666666666666666,182.0,0,0,
149,0.2,25.0,14,0.6097222222222222,600.0,11.0,0.3666666666666666,439.0,0,0,
150,0.0,10.0,15,0.4572777777777778,600.0,10.0,0.3333333333333333,154.0,0,0,
151,0.025,10.0,15,0.4600555555555555,600.0,10.0,0.3333333333333333,263.0,0,0,
152,0.05,10.0,15,0.4562777777777777,600.0,10.0,0.3333333333333333,164.0,0,0,
153,0.1,10.0,15,0.4601666666666666,600.0,10.0,0.3333333333333333,219.0,0,0,
154,0.2,10.0,15,0.5214444444444445,600.0,10.0,0.3333333333333333,364.0,0,0,
155,0.0,25.0,15,0.5062222222222221,600.0,11.0,0.3666666666666666,351.0,0,0,
156,0.025,25.0,15,0.5327777777777778,600.0,11.0,0.3666666666666666,485.0,0,0,
157,0.05,25.0,15,0.4649444444444444,600.0,10.0,0.3333333333333333,245.0,0,0,
158,0.1,25.0,15,0.4773888888888889,600.0,10.0,0.3333333333333333,323.0,0,0,
159,0.2,25.0,15,0.41533333333333333,600.0,10.0,0.3333333333333333,99.0,0,0,
160,0.0,10.0,16,0.4377777777777777,600.0,10.0,0.3333333333333333,230.0,0,0,
161,0.025,10.0,16,0.4547777777777778,600.0,10.0,0.3333333333333333,358.0,0,0,
162,0.05,10.0,16,0.42333333333333334,600.0,10.0,0.3333333333333333,139.0,0,0,
163,0.1,10.0,16,0.4214444444444444,600.0,10.0,0.3333333333333333,176.0,0,0,
164,0.2,10.0,16,0.39999999999999997,600.0,10.0,0.3333333333333333,85.0,0,0,
165,0.0,25.0,16,0.426,600.0,10.0,0.3333333333333333,204.0,0,0,
166,0.025,25.0,16,0.4333888888888888,600.0,10.0,0.3333333333333333,224.0,0,0,
167,0.05,25.0,16,0.43127777777777776,600.0,10.0,0.3333333333333333,211.0,0,0,
168,0.1,25.0,16,0.4096111111111111,600.0,10.0,0.3333333333333333,179.0,0,0,
169,0.2,25.0,16,0.44,600.0,10.0,0.3333333333333333,185.0,0,0,
170,0.0,10.0,17,0.5368888888888889,600.0,10.0,0.3333333333333333,388.0,0,0,
171,0.025,10.0,17,0.5123888888888889,600.0,11.0,0.3666666666666666,272.0,0,0,
172,0.05,10.0,17,0.46027777777777773,600.0,10.0,0.3333333333333333,213.0,0,0,
173,0.1,10.0,17,0.5456111111111112,600.0,12.0,0.4,530.0,0,0,
174,0.2,10.0,17,0.4676111111111111,600.0,11.0,0.3666666666666666,214.0,0,0,
175,0.0,25.0,17,0.5036666666666666,600.0,11.0,0.3666666666666666,410.0,0,0,
176,0.025,25.0,17,0.5364444444444445,600.0,13.0,0.4333333333333333,,0,0,
177,0.05,25.0,17,0.46377777777777773,600.0,10.0,0.3333333333333333,195.0,0,0,
178,0.1,25.0,17,0.4653888888888889,600.0,10.0,0.3333333333333333,227.0,0,0,
179,0.2,25.0,17,0.5677222222222222,600.0,11.0,0.3666666666666666,460.0,0,0,
180,0.0,10.0,18,0.49649999999999994,600.0,10.0,0.3333333333333333,278.0,0,0,
181,0.025,10.0,18,0.49899999999999994,600.0,12.0,0.4,247.0,0,0,
182,0.05,10.0,18,0.47311111111111115,600.0,10.0,0.3333333333333333,290.0,0,0,
183,0.1,10.0,18,0.5441666666666667,600.0,12.0,0.4,532.0,0,0,
184,0.2,10.0,18,0.4548888888888889,600.0,10.0,0.3333333333333333,207.0,0,0,
185,0.0,25.0,18,0.52,600.0,12.0,0.4,295.0,0,0,
186,0.025,25.0,18,0.4844444444444444,600.0,10.0,0.3333333333333333,268.0,0,0,
187,0.05,25.0,18,0.4800555555555555,600.0,10.0,0.3333333333333333,455.0,0,0,
188,0.1,25.0,18,0.5003888888888889,600.0,12.0,0.4,267.0,0,0,
189,0.2,25.0,18,0.4066666666666667,600.0,10.0,0.3333333333333333,94.0,0,0,
190,0.0,10.0,19,0.4956111111111111,600.0,11.0,0.3666666666666666,255.0,0,0,
191,0.025,10.0,19,0.5109999999999999,600.0,10.0,0.3333333333333333,451.0,0,0,
192,0.05,10.0,19,0.45844444444444443,600.0,10.0,0.3333333333333333,220.0,0,0,
193,0.1,10.0,19,0.5245555555555556,600.0,12.0,0.4,307.0,0,0,
194,0.2,10.0,19,0.5199444444444444,600.0,11.0,0.3666666666666666,405.0,0,0,
195,0.0,25.0,19,0.42527777777777775,600.0,10.0,0.3333333333333333,197.0,0,0,
196,0.025,25.0,19,0.4147777777777778,600.0,10.0,0.3333333333333333,91.0,0,0,
197,0.05,25.0,19,0.4420555555555556,600.0,10.0,0.3333333333333333,73.0,0,0,
198,0.1,25.0,19,0.39783333333333326,600.0,9.0,0.3,76.0,0,0,
199,0.2,25.0,19,0.4658333333333333,600.0,12.0,0.4,225.0,0,0,
200,0.0,10.0,20,0.4877777777777777,600.0,11.0,0.3666666666666666,378.0,0,0,
201,0.025,10.0,20,0.4823888888888889,600.0,10.0,0.3333333333333333,286.0,0,0,
202,0.05,10.0,20,0.49927777777777776,600.0,11.0,0.3666666666666666,383.0,0,0,
203,0.1,10.0,20,0.5127777777777778,600.0,10.0,0.3333333333333333,293.0,0,0,
204,0.2,10.0,20,0.43911111111111106,600.0,10.0,0.3333333333333333,178.0,0,0,
205,0.0,25.0,20,0.433,600.0,10.0,0.3333333333333333,167.0,0,0,
206,0.025,25.0,20,0.4263333333333333,600.0,10.0,0.3333333333333333,132.0,0,0,
207,0.05,25.0,20,0.44655555555555554,600.0,10.0,0.3333333333333333,211.0,0,0,
208,0.1,25.0,20,0.46344444444444444,600.0,10.0,0.3333333333333333,205.0,0,0,
209,0.2,25.0,20,0.4276666666666667,600.0,10.0,0.3333333333333333,156.0,0,0,
210,0.0,10.0,21,0.5123888888888889,600.0,10.0,0.3333333333333333,236.0,0,0,
211,0.025,10.0,21,0.5215,600.0,10.0,0.3333333333333333,299.0,0,0,
212,0.05,10.0,21,0.5249444444444444,600.0,11.0,0.3666666666666666,293.0,0,0,
213,0.1,10.0,21,0.5006111111111111,600.0,12.0,0.4,162.0,0,0,
214,0.2,10.0,21,0.5500555555555556,600.0,12.0,0.4,533.0,0,0,
215,0.0,25.0,21,0.4926111111111111,600.0,10.0,0.3333333333333333,258.0,0,0,
216,0.025,25.0,21,0.506,600.0,10.0,0.3333333333333333,383.0,0,0,
