RunId,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
84,84,0.187,1200.0,0.0,0.0,320.0,1,1,105.0
85,85,0.16208333333333333,1200.0,0.0,0.0,227.0,1,1,216.0
86,86,0.1995,1200.0,0.0,0.0,454.0,1,1,213.0
87,87,0.22241666666666665,1200.0,0.0,0.0,706.0,1,1,106.0
88,88,0.20704166666666665,1200.0,0.0,0.0,414.0,1,1,164.0
89,89,0.17916666666666667,1200.0,0.0,0.0,384.0,1,1,163.0
90,90,0.21058333333333334,1200.0,0.0,0.0,589.0,1,1,139.0
91,91,0.20783333333333334,1200.0,0.0,0.0,386.0,1,1,148.0
92,92,0.15595833333333334,1200.0,0.0,0.0,302.0,1,1,78.0
93,93,0.21145833333333333,1200.0,0.0,0.0,492.0,1,1,154.0
94,94,0.17079166666666665,1200.0,0.0,0.0,475.0,1,1,89.0
95,95,0.20429166666666668,1200.0,0.0,0.0,346.0,1,1,321.0
96,96,0.17912499999999998,1200.0,0.0,0.0,271.0,1,1,138.0
97,97,0.13933333333333334,1200.0,0.0,0.0,168.0,1,1,165.0
98,98,0.096125,1200.0,0.0,0.0,171.0,1,1,29.0
99,99,0.1912083333333333,1200.0,0.0,0.0,298.0,1,1,179.0
