point_sensing_radius,replications,J_delta_mean,J_delta_std,runs_reaching_90_percent_nominal_service,time_to_90_percent_nominal_service_mean_s,time_to_90_percent_nominal_service_std_s,event_episode_cases,event_episode_cases_reaching_90_percent_nominal_service,runs_contributing_to_event_response_mean,mean_event_response_time_mean_s,mean_event_response_time_std_s,final_residual_deficit_mean,final_residual_deficit_std,final_normalized_deficit_mean,final_normalized_deficit_std
10.0,100,0.4344783333333333,0.05178258956016301,100,197.39,104.05786026450997,0,0,0,,,9.59,1.47774739848777,0.31966666666666665,0.049258246616259
15.0,100,0.42249,0.04632830434264507,99,160.14141414141415,62.56914707207327,0,0,0,,,9.49,1.459867158755248,0.3163333333333333,0.04866223862517493
20.0,100,0.41722499999999996,0.054588079487968906,99,169.54545454545453,90.38842177155493,0,0,0,,,9.28,1.7528043907758888,0.3093333333333333,0.058426813025862945
25.0,100,0.41248555555555555,0.0546691414607762,100,163.68,85.29993190992818,0,0,0,,,9.23,1.9167259542872532,0.30766666666666664,0.06389086514290848
