RunId,point_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
263,25.0,65,0.4520555555555555,600.0,11.0,0.3666666666666666,197.0,0,0,
264,10.0,66,0.3785,600.0,6.0,0.2,193.0,0,0,
265,15.0,66,0.34772222222222215,600.0,8.0,0.2666666666666666,107.0,0,0,
266,20.0,66,0.41477777777777775,600.0,9.0,0.3,270.0,0,0,
267,25.0,66,0.3543888888888888,600.0,8.0,0.2666666666666666,127.0,0,0,
268,10.0,67,0.44350000000000006,600.0,10.0,0.3333333333333333,110.0,0,0,
269,15.0,67,0.3981666666666666,600.0,10.0,0.3333333333333333,87.0,0,0,
270,20.0,67,0.4080555555555555,600.0,10.0,0.3333333333333333,210.0,0,0,
271,25.0,67,0.40900000000000003,600.0,10.0,0.3333333333333333,141.0,0,0,
272,10.0,68,0.4270555555555556,600.0,10.0,0.3333333333333333,183.0,0,0,
273,15.0,68,0.43677777777777776,600.0,10.0,0.3333333333333333,291.0,0,0,
274,20.0,68,0.41194444444444445,600.0,10.0,0.3333333333333333,107.0,0,0,
275,25.0,68,0.40544444444444444,600.0,10.0,0.3333333333333333,103.0,0,0,
276,10.0,69,0.4073333333333333,600.0,9.0,0.3,153.0,0,0,
277,15.0,69,0.4088333333333333,600.0,9.0,0.3,118.0,0,0,
278,20.0,69,0.4500555555555555,600.0,10.0,0.3333333333333333,200.0,0,0,
279,25.0,69,0.4348888888888889,600.0,9.0,0.3,179.0,0,0,
280,10.0,70,0.42094444444444445,600.0,10.0,0.3333333333333333,190.0,0,0,
281,15.0,70,0.43711111111111106,600.0,10.0,0.3333333333333333,200.0,0,0,
282,20.0,70,0.40377777777777774,600.0,10.0,0.3333333333333333,108.0,0,0,
283,25.0,70,0.41966666666666663,600.0,10.0,0.3333333333333333,186.0,0,0,
284,10.0,71,0.40294444444444444,600.0,10.0,0.3333333333333333,107.0,0,0,
285,15.0,71,0.4448888888888888,600.0,11.0,0.3666666666666666,162.0,0,0,
286,20.0,71,0.4581666666666667,600.0,12.0,0.4,112.0,0,0,
287,25.0,71,0.41938888888888887,600.0,10.0,0.3333333333333333,123.0,0,0,
288,10.0,72,0.4868333333333333,600.0,10.0,0.3333333333333333,321.0,0,0,
289,15.0,72,0.4694444444444445,600.0,10.0,0.3333333333333333,253.0,0,0,
290,20.0,72,0.44316666666666665,600.0,10.0,0.3333333333333333,115.0,0,0,
291,25.0,72,0.4235,600.0,10.0,0.3333333333333333,112.0,0,0,
292,10.0,73,0.4198888888888889,600.0,10.0,0.3333333333333333,147.0,0,0,
293,15.0,73,0.4517222222222222,600.0,10.0,0.3333333333333333,210.0,0,0,
294,20.0,73,0.46311111111111103,600.0,10.0,0.3333333333333333,318.0,0,0,
295,25.0,73,0.46622222222222215,600.0,10.0,0.3333333333333333,238.0,0,0,
296,10.0,74,0.5118888888888888,600.0,10.0,0.3333333333333333,240.0,0,0,
297,15.0,74,0.47394444444444445,600.0,10.0,0.3333333333333333,264.0,0,0,
298,20.0,74,0.5332777777777779,600.0,14.0,0.4666666666666667,,0,0,
299,25.0,74,0.4478333333333333,600.0,10.0,0.3333333333333333,110.0,0,0,
300,10.0,75,0.46077777777777773,600.0,10.0,0.3333333333333333,136.0,0,0,
301,15.0,75,0.49788888888888894,600.0,12.0,0.4,223.0,0,0,
302,20.0,75,0.4545555555555556,600.0,10.0,0.3333333333333333,182.0,0,0,
303,25.0,75,0.48188888888888887,600.0,11.0,0.3666666666666666,236.0,0,0,
304,10.0,76,0.4428333333333333,600.0,10.0,0.3333333333333333,234.0,0,0,
305,15.0,76,0.4274444444444444,600.0,11.0,0.3666666666666666,94.0,0,0,
306,20.0,76,0.42144444444444434,600.0,11.0,0.3666666666666666,94.0,0,0,
307,25.0,76,0.4121111111111111,600.0,10.0,0.3333333333333333,72.0,0,0,
308,10.0,77,0.32466666666666666,600.0,7.0,0.2333333333333333,98.0,0,0,
309,15.0,77,0.326,600.0,7.0,0.2333333333333333,137.0,0,0,
310,20.0,77,0.3020555555555555,600.0,6.0,0.2,67.0,0,0,
311,25.0,77,0.33094444444444443,600.0,6.0,0.2,71.0,0,0,
312,10.0,78,0.48438888888888887,600.0,11.0,0.3666666666666666,324.0,0,0,
313,15.0,78,0.4374444444444444,600.0,10.0,0.3333333333333333,253.0,0,0,
314,20.0,78,0.3862222222222222,600.0,8.0,0.2666666666666666,140.0,0,0,
315,25.0,78,0.4220555555555555,600.0,10.0,0.3333333333333333,206.0,0,0,
316,10.0,79,0.41133333333333333,600.0,9.0,0.3,204.0,0,0,
317,15.0,79,0.4603333333333333,600.0,10.0,0.3333333333333333,326.0,0,0,
318,20.0,79,0.37355555555555553,600.0,6.0,0.2,239.0,0,0,
319,25.0,79,0.412,600.0,8.0,0.2666666666666666,228.0,0,0,
320,10.0,80,0.4578888888888889,600.0,10.0,0.3333333333333333,226.0,0,0,
321,15.0,80,0.47600000000000003,600.0,10.0,0.3333333333333333,243.0,0,0,
322,20.0,80,0.42516666666666664,600.0,10.0,0.3333333333333333,166.0,0,0,
323,25.0,80,0.4573888888888889,600.0,12.0,0.4,90.0,0,0,
324,10.0,81,0.4573333333333333,600.0,11.0,0.3666666666666666,201.0,0,0,
325,15.0,81,0.4280555555555555,600.0,10.0,0.3333333333333333,153.0,0,0,
326,20.0,81,0.40038888888888885,600.0,10.0,0.3333333333333333,78.0,0,0,
327,25.0,81,0.43711111111111106,600.0,9.0,0.3,123.0,0,0,
