point_sensing_radius,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
10.0,309.0,309.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.1,1.4034589305344738,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,310.0,310.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.1,1.4034589305344738,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,311.0,311.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.09,1.4005410210040803,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,312.0,312.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.09,1.4005410210040803,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,313.0,313.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.09,1.4005410210040803,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,314.0,314.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.09,1.4005410210040803,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,315.0,315.0,100,10.54,1.9767333526489468,0.35133333333333333,0.06589111175496493,0.951,0.06852707199318818,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.68,0.633731931983991,2.32,0.633731931983991,0.0,0.0,1.19,1.419168913146143,1.09,1.4005410210040803,18.81,1.419168913146143,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,316.0,316.0,100,10.52,1.9667950651460437,0.3506666666666666,0.06555983550486812,0.9520000000000001,0.0681353376921568,0.33333333333333326,0.0,0.0006666666666666655,0.004690176471209646,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.17,1.4146063449281963,1.08,1.3756908273755597,18.83,1.414606344928197,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,317.0,317.0,100,10.52,1.9667950651460437,0.3506666666666666,0.06555983550486812,0.9520000000000001,0.0681353376921568,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.17,1.4146063449281963,1.08,1.3756908273755597,18.83,1.414606344928197,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,318.0,318.0,100,10.52,1.9667950651460437,0.3506666666666666,0.06555983550486812,0.9520000000000001,0.0681353376921568,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.17,1.4146063449281963,1.08,1.3756908273755597,18.83,1.414606344928197,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,319.0,319.0,100,10.52,1.9667950651460437,0.3506666666666666,0.06555983550486812,0.9520000000000001,0.0681353376921568,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.17,1.4146063449281963,1.07,1.3651876697866026,18.83,1.414606344928197,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,320.0,320.0,100,10.51,1.9668721002103469,0.35033333333333333,0.06556240334034488,0.9525,0.06830376300324922,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333275,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.16,1.4193468408199081,1.05,1.351205970885851,18.84,1.419346840819909,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,321.0,321.0,100,10.5,1.9565998130130826,0.35,0.06521999376710273,0.953,0.06772642532179507,0.33333333333333326,0.0,0.0003333333333333327,0.003333333333333328,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.15,1.4097424365371631,1.03,1.3443108707332976,18.85,1.409742436537164,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,322.0,322.0,100,10.49,1.9462214102659996,0.3496666666666666,0.06487404700886666,0.9534999999999999,0.06714036254614869,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333266,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.14,1.4,1.03,1.3443108707332976,18.86,1.3999999999999997,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,323.0,323.0,100,10.49,1.9462214102659996,0.3496666666666666,0.06487404700886666,0.9534999999999999,0.06714036254614869,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.67,0.6365151334819267,2.33,0.6365151334819267,0.0,0.0,1.14,1.4,1.03,1.3443108707332976,18.86,1.3999999999999997,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,324.0,324.0,100,10.46,1.9406340731989136,0.3486666666666667,0.0646878024399638,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0009999999999999987,0.005714886933258835,4.13,0.645966506308746,2.66,0.6391281940932104,2.34,0.6391281940932104,0.0,0.0,1.11,1.3990978334179305,1.03,1.3443108707332976,18.89,1.3990978334179307,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,325.0,325.0,100,10.46,1.9406340731989136,0.3486666666666667,0.0646878024399638,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.66,0.6391281940932104,2.34,0.6391281940932104,0.0,0.0,1.11,1.3990978334179305,1.01,1.3446113929235457,18.89,1.3990978334179307,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,326.0,326.0,100,10.46,1.9406340731989136,0.3486666666666667,0.0646878024399638,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.66,0.6391281940932104,2.34,0.6391281940932104,0.0,0.0,1.11,1.3990978334179305,1.01,1.3446113929235457,18.89,1.3990978334179307,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,327.0,327.0,100,10.45,1.966255735188487,0.3483333333333333,0.06554185783961623,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0003333333333333341,0.003333333333333341,4.13,0.645966506308746,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.1,1.4034589305344738,0.99,1.3521027395068093,18.9,1.403458930534474,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,328.0,328.0,100,10.45,1.966255735188487,0.3483333333333333,0.06554185783961623,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.1,1.4034589305344738,0.99,1.3521027395068093,18.9,1.403458930534474,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,329.0,329.0,100,10.45,1.966255735188487,0.3483333333333333,0.06554185783961623,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.1,1.4034589305344738,0.99,1.3521027395068093,18.9,1.403458930534474,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,330.0,330.0,100,10.45,1.966255735188487,0.3483333333333333,0.06554185783961623,0.9545,0.06670264180857027,0.33333333333333326,0.0,0.0,0.0,4.13,0.645966506308746,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.1,1.4034589305344738,0.97,1.344310870733298,18.9,1.403458930534474,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,331.0,331.0,100,10.44,1.960828520000789,0.348,0.065360950666693,0.955,0.06647700293478882,0.33333333333333326,0.0,0.00033333333333333435,0.0033333333333333444,4.14,0.6516490348695873,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.09,1.4005410210040803,0.95,1.3437096247164249,18.91,1.4005410210040796,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,332.0,332.0,100,10.44,1.960828520000789,0.348,0.065360950666693,0.955,0.06647700293478882,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.09,1.4005410210040803,0.95,1.3437096247164249,18.91,1.4005410210040796,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,333.0,333.0,100,10.44,1.960828520000789,0.348,0.065360950666693,0.955,0.06647700293478882,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.09,1.4005410210040803,0.95,1.3437096247164249,18.91,1.4005410210040796,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,334.0,334.0,100,10.44,1.960828520000789,0.348,0.065360950666693,0.955,0.06647700293478882,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.09,1.4005410210040803,0.93,1.3352637540685708,18.91,1.4005410210040796,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,335.0,335.0,100,10.43,1.9397750572494918,0.3476666666666667,0.06465916857498309,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.00033333333333333327,0.0033333333333333327,4.14,0.6516490348695873,2.65,0.6571287406727709,2.35,0.6571287406727709,0.0,0.0,1.08,1.37569082737556,0.93,1.3352637540685708,18.92,1.3756908273755595,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,336.0,336.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0003333333333333338,0.003333333333333339,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.93,1.3352637540685708,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,337.0,337.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.93,1.3352637540685708,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,338.0,338.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.91,1.3340528361714052,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,339.0,339.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.91,1.3340528361714052,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,340.0,340.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.91,1.3340528361714052,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,341.0,341.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.91,1.3340528361714052,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,342.0,342.0,100,10.42,1.9497733616028705,0.3473333333333333,0.0649924453867624,0.9555,0.06509317331426709,0.33333333333333326,0.0,0.0,0.0,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.07,1.3725667174820297,0.91,1.3340528361714052,18.93,1.3725667174820297,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,343.0,343.0,100,10.41,1.9389417086377172,0.347,0.06463139028792392,0.956,0.06446359868604572,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333275,4.14,0.6516490348695873,2.64,0.6593538312222619,2.36,0.6593538312222619,0.0,0.0,1.06,1.361965306074092,0.91,1.3340528361714052,18.94,1.3619653060740924,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,344.0,344.0,100,10.38,1.9215944557906208,0.3459999999999999,0.06405314852635406,0.9575,0.063712976969715,0.33333333333333326,0.0,0.001000000000000003,0.005714886933258858,4.15,0.6571287406727709,2.63,0.6459665063087461,2.37,0.6459665063087461,0.0,0.0,1.03,1.3518038827336374,0.91,1.3340528361714052,18.97,1.3518038827336372,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,345.0,345.0,100,10.36,1.9043809142780932,0.3453333333333333,0.06347936380926977,0.9584999999999999,0.06278671608845071,0.33333333333333326,0.0,0.0006666666666666671,0.004690176471209656,4.15,0.6571287406727709,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,1.01,1.3370780746754387,0.9,1.3371158468430429,18.99,1.3370780746754374,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,346.0,346.0,100,10.34,1.9027890215696701,0.3446666666666666,0.06342630071898897,0.9595,0.06304359562631995,0.33333333333333326,0.0,0.0006666666666666655,0.004690176471209648,4.15,0.6571287406727709,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.99,1.344611392923546,0.9,1.3371158468430429,19.01,1.3446113929235444,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,347.0,347.0,100,10.34,1.9027890215696701,0.3446666666666666,0.06342630071898897,0.9595,0.06304359562631995,0.33333333333333326,0.0,0.0,0.0,4.15,0.6571287406727709,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.99,1.344611392923546,0.9,1.3371158468430429,19.01,1.3446113929235444,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,348.0,348.0,100,10.33,1.8965945025415178,0.3443333333333333,0.06321981675138393,0.96,0.06276459144608477,0.33333333333333326,0.0,0.00033333333333333435,0.0033333333333333444,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.98,1.3407370202898692,0.89,1.3400964837871134,19.02,1.340737020289869,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,349.0,349.0,100,10.32,1.8903262505010434,0.344,0.06301087501670145,0.9605,0.06248029992555956,0.33333333333333326,0.0,0.00033333333333333435,0.0033333333333333444,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.97,1.3367758589119183,0.89,1.3400964837871134,19.03,1.3367758589119179,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,350.0,350.0,100,10.32,1.8903262505010434,0.344,0.06301087501670145,0.9605,0.06248029992555956,0.33333333333333326,0.0,0.0,0.0,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.97,1.3367758589119183,0.89,1.3400964837871134,19.03,1.3367758589119179,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,351.0,351.0,100,10.31,1.8893374393146292,0.3436666666666667,0.06297791464382099,0.961,0.0625953817640073,0.33333333333333326,0.0,0.0003333333333333327,0.003333333333333328,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.96,1.3327271349235805,0.89,1.3400964837871134,19.04,1.3327271349235805,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,352.0,352.0,100,10.31,1.8893374393146292,0.3436666666666667,0.06297791464382099,0.961,0.0625953817640073,0.33333333333333326,0.0,0.0,0.0,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.96,1.3327271349235805,0.88,1.2892719737209142,19.04,1.3327271349235805,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,353.0,353.0,100,10.3,1.8829377433825432,0.34333333333333327,0.0627645914460848,0.9615,0.06230221229270799,0.33333333333333326,0.0,0.00033333333333333435,0.0033333333333333444,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.95,1.328590047814417,0.87,1.284365975723415,19.05,1.328590047814417,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,354.0,354.0,100,10.29,1.8978722801914756,0.34299999999999997,0.06326240933971587,0.9615,0.06230221229270799,0.33333333333333326,0.0,0.000333333333333333,0.003333333333333331,4.16,0.646982116125213,2.62,0.6479181891241979,2.37,0.6459665063087461,0.01,0.09999999999999999,0.94,1.3319689989415722,0.84,1.2927146286443545,19.06,1.3319689989415717,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,355.0,355.0,100,10.29,1.8978722801914756,0.34299999999999997,0.06326240933971587,0.9615,0.06230221229270799,0.33333333333333326,0.0,0.0,0.0,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.95,1.328590047814417,0.83,1.2796385221908364,19.05,1.328590047814417,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,356.0,356.0,100,10.28,1.8967276445435584,0.3426666666666667,0.06322425481811864,0.9620000000000001,0.062409530481726073,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333275,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.94,1.3319689989415722,0.84,1.2769914137170504,19.06,1.331968998941572,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,357.0,357.0,100,10.27,1.895529029856916,0.3423333333333333,0.06318430099523056,0.9625,0.0625126249875038,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333275,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.93,1.3352637540685708,0.83,1.2796385221908364,19.07,1.3352637540685703,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,358.0,358.0,100,10.26,1.8942763336648711,0.34199999999999997,0.06314254445549572,0.963,0.06261151667386777,0.33333333333333326,0.0,0.0003333333333333327,0.003333333333333328,4.16,0.646982116125213,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.92,1.3384749349596174,0.83,1.2796385221908364,19.08,1.3384749349596177,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,359.0,359.0,100,10.25,1.9036116656864057,0.3416666666666666,0.06345372218954688,0.963,0.06261151667386777,0.33333333333333326,0.0,0.0003333333333333338,0.003333333333333339,4.17,0.6521913333934567,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.91,1.334052836171405,0.83,1.2796385221908364,19.09,1.3340528361714052,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,360.0,360.0,100,10.25,1.9036116656864057,0.3416666666666666,0.06345372218954688,0.963,0.06261151667386777,0.33333333333333326,0.0,0.0,0.0,4.17,0.6521913333934567,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.91,1.334052836171405,0.83,1.2796385221908364,19.09,1.3340528361714052,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,361.0,361.0,100,10.24,1.9181219771411613,0.3413333333333333,0.06393739923803873,0.963,0.06261151667386777,0.33333333333333326,0.0,0.000333333333333333,0.0033333333333333305,4.17,0.6521913333934567,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.9,1.3371158468430429,0.82,1.234029287670387,19.1,1.3371158468430437,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,362.0,362.0,100,10.23,1.8794744591039914,0.34099999999999997,0.06264914863679974,0.9634999999999999,0.05982086052152172,0.33333333333333326,0.0,0.00033333333333333327,0.0033333333333333327,4.18,0.6257117159804115,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.89,1.2862520921049825,0.81,1.236604997237161,19.11,1.2862520921049834,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,363.0,363.0,100,10.22,1.8726095873584185,0.3406666666666666,0.06242031957861397,0.9640000000000001,0.059492805778463165,0.33333333333333326,0.0,0.00033333333333333435,0.0033333333333333435,4.19,0.6145541210314738,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.88,1.2814133611056977,0.79,1.165973820244241,19.12,1.2814133611056977,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,364.0,364.0,100,10.22,1.8726095873584185,0.3406666666666666,0.06242031957861397,0.9640000000000001,0.059492805778463165,0.33333333333333326,0.0,0.0,0.0,4.19,0.6145541210314738,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.88,1.2814133611056977,0.79,1.165973820244241,19.12,1.2814133611056977,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,365.0,365.0,100,10.22,1.8726095873584185,0.3406666666666666,0.06242031957861397,0.9640000000000001,0.059492805778463165,0.33333333333333326,0.0,0.0,0.0,4.19,0.6145541210314738,2.62,0.6479181891241979,2.38,0.6479181891241979,0.0,0.0,0.88,1.2814133611056977,0.78,1.1597631245433289,19.12,1.2814133611056977,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,366.0,366.0,100,10.21,1.8925425151676698,0.3403333333333333,0.06308475050558902,0.9640000000000001,0.059492805778463165,0.33333333333333326,0.0,0.000333333333333333,0.003333333333333331,4.19,0.6145541210314738,2.61,0.6650738547884982,2.38,0.6479181891241979,0.01,0.09999999999999999,0.87,1.2843659757234147,0.78,1.1597631245433289,19.13,1.284365975723415,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,367.0,367.0,100,10.2,1.8909673650694168,0.34,0.06303224550231391,0.9645,0.0595839955462247,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333266,4.19,0.6145541210314738,2.61,0.6650738547884982,2.39,0.6650738547884982,0.0,0.0,0.87,1.284365975723415,0.78,1.1597631245433289,19.13,1.2843659757234152,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,368.0,368.0,100,10.2,1.8909673650694168,0.34,0.06303224550231391,0.9645,0.0595839955462247,0.33333333333333326,0.0,0.0,0.0,4.19,0.6145541210314738,2.61,0.6650738547884982,2.39,0.6650738547884982,0.0,0.0,0.87,1.284365975723415,0.78,1.1597631245433289,19.13,1.2843659757234152,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,369.0,369.0,100,10.19,1.8893374393146292,0.3396666666666666,0.06297791464382099,0.965,0.05967081414398551,0.33333333333333326,0.0,0.0003333333333333327,0.0033333333333333275,4.19,0.6145541210314738,2.61,0.6650738547884982,2.39,0.6650738547884982,0.0,0.0,0.86,1.2872333498514157,0.78,1.1510206274643755,19.14,1.2872333498514166,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,370.0,370.0,100,10.19,1.8893374393146292,0.3396666666666666,0.06297791464382099,0.965,0.05967081414398551,0.33333333333333326,0.0,0.0,0.0,4.19,0.6145541210314738,2.61,0.6650738547884982,2.39,0.6650738547884982,0.0,0.0,0.86,1.2872333498514157,0.78,1.1510206274643755,19.14,1.2872333498514166,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,371.0,371.0,100,10.16,1.801906958438389,0.33866666666666667,0.06006356528127966,0.9665,0.0532077119040145,0.33333333333333326,0.0,0.0009999999999999998,0.009999999999999997,4.21,0.6079440431453862,2.61,0.6650738547884982,2.39,0.6650738547884982,0.0,0.0,0.84,1.2036980056845192,0.78,1.1510206274643755,19.16,1.2036980056845203,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
