RunId,point_sensing_radius,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
0,10.0,10.0,0,0.44822222222222224,600.0,7.0,0.2333333333333333,0.005,0.0,235.0,0,0,
1,25.0,10.0,0,0.6945,600.0,20.0,0.6666666666666666,0.013333333333333334,0.0,,0,0,
2,10.0,25.0,0,0.3643888888888889,600.0,7.0,0.2333333333333333,0.008333333333333333,0.0,114.0,0,0,
3,25.0,25.0,0,0.4264444444444444,600.0,8.0,0.2666666666666666,0.021666666666666667,0.0,258.0,0,0,
4,10.0,10.0,1,0.3169444444444444,600.0,5.0,0.1666666666666666,0.015,0.0,77.0,0,0,
5,25.0,10.0,1,0.6252222222222222,600.0,18.0,0.6,0.07666666666666666,0.0,,0,0,
6,10.0,25.0,1,0.45088888888888884,600.0,6.0,0.2,0.013333333333333334,0.0,364.0,0,0,
7,25.0,25.0,1,0.41566666666666663,600.0,7.0,0.2333333333333333,0.08333333333333333,0.0,208.0,0,0,
8,10.0,10.0,2,0.4103333333333333,600.0,8.0,0.2666666666666666,0.9466666666666667,3.0,207.0,0,0,
9,25.0,10.0,2,0.44966666666666666,600.0,12.0,0.4,0.04,0.0,69.0,0,0,
10,10.0,25.0,2,0.35716666666666663,600.0,7.0,0.2333333333333333,0.02,0.0,93.0,0,0,
11,25.0,25.0,2,0.2982222222222222,600.0,6.0,0.2,2.6433333333333335,3.0,69.0,0,0,
12,10.0,10.0,3,0.4236111111111111,600.0,10.0,0.3333333333333333,0.028333333333333332,0.0,202.0,0,0,
13,25.0,10.0,3,0.7403888888888889,600.0,22.0,0.7333333333333333,0.03333333333333333,0.0,,0,0,
14,10.0,25.0,3,0.4748333333333333,600.0,11.0,0.3666666666666666,0.035,0.0,242.0,0,0,
15,25.0,25.0,3,0.46127777777777773,600.0,10.0,0.3333333333333333,0.028333333333333332,0.0,313.0,0,0,
16,10.0,10.0,4,0.4450555555555555,600.0,8.0,0.2666666666666666,0.0033333333333333335,0.0,129.0,0,0,
17,25.0,10.0,4,0.7563888888888889,600.0,22.0,0.7333333333333333,0.028333333333333332,0.0,,0,0,
18,10.0,25.0,4,0.5558888888888889,600.0,11.0,0.3666666666666666,0.011666666666666667,0.0,547.0,0,0,
19,25.0,25.0,4,0.5477222222222222,600.0,12.0,0.4,0.04,0.0,270.0,0,0,
20,10.0,10.0,5,0.4022222222222222,600.0,8.0,0.2666666666666666,0.01,0.0,169.0,0,0,
21,25.0,10.0,5,0.7775000000000001,600.0,23.0,0.7666666666666667,0.03166666666666667,0.0,,0,0,
22,10.0,25.0,5,0.5080555555555555,600.0,9.0,0.3,0.01,0.0,299.0,0,0,
23,25.0,25.0,5,0.43633333333333335,600.0,9.0,0.3,0.7433333333333333,1.0,184.0,0,0,
24,10.0,10.0,6,0.3824444444444444,600.0,7.0,0.2333333333333333,0.043333333333333335,0.0,167.0,0,0,
25,25.0,10.0,6,0.614111111111111,600.0,18.0,0.6,0.06833333333333333,0.0,,0,0,
26,10.0,25.0,6,0.3703888888888889,600.0,5.0,0.1666666666666666,0.043333333333333335,0.0,210.0,0,0,
27,25.0,25.0,6,0.32655555555555554,600.0,6.0,0.2,0.05,0.0,155.0,0,0,
28,10.0,10.0,7,0.4843333333333334,600.0,11.0,0.3666666666666666,0.006666666666666667,0.0,274.0,0,0,
29,25.0,10.0,7,0.745611111111111,600.0,22.0,0.7333333333333333,0.056666666666666664,0.0,,0,0,
30,10.0,25.0,7,0.4568888888888889,600.0,10.0,0.3333333333333333,0.01,0.0,254.0,0,0,
31,25.0,25.0,7,0.4355,600.0,10.0,0.3333333333333333,0.058333333333333334,0.0,148.0,0,0,
32,10.0,10.0,8,0.42433333333333334,600.0,9.0,0.3,0.006666666666666667,0.0,225.0,0,0,
33,25.0,10.0,8,0.655,600.0,19.0,0.6333333333333333,0.04,0.0,,0,0,
34,10.0,25.0,8,0.3500555555555555,600.0,7.0,0.2333333333333333,0.008333333333333333,0.0,105.0,0,0,
35,25.0,25.0,8,0.35577777777777775,600.0,8.0,0.2666666666666666,0.06666666666666667,0.0,97.0,0,0,
36,10.0,10.0,9,0.4006111111111111,600.0,8.0,0.2666666666666666,0.9366666666666666,1.0,211.0,0,0,
37,25.0,10.0,9,0.8096666666666666,600.0,24.0,0.8,0.016666666666666666,0.0,,0,0,
38,10.0,25.0,9,0.4528888888888889,600.0,8.0,0.2666666666666666,0.8916666666666667,1.0,241.0,0,0,
39,25.0,25.0,9,0.43711111111111106,600.0,6.0,0.2,0.915,1.0,250.0,0,0,
40,10.0,10.0,10,0.5002222222222222,600.0,11.0,0.3666666666666666,0.011666666666666667,0.0,317.0,0,0,
41,25.0,10.0,10,0.6904999999999999,600.0,20.0,0.6666666666666666,0.016666666666666666,0.0,,0,0,
42,10.0,25.0,10,0.5827222222222223,600.0,14.0,0.4666666666666667,0.01,0.0,,0,0,
43,25.0,25.0,10,0.39649999999999996,600.0,8.0,0.2666666666666666,0.023333333333333334,0.0,109.0,0,0,
44,10.0,10.0,11,0.4606666666666666,600.0,10.0,0.3333333333333333,0.016666666666666666,0.0,250.0,0,0,
45,25.0,10.0,11,0.6825,600.0,20.0,0.6666666666666666,0.03,0.0,,0,0,
46,10.0,25.0,11,0.5639444444444445,600.0,11.0,0.3666666666666666,0.021666666666666667,0.0,560.0,0,0,
47,25.0,25.0,11,0.48899999999999993,600.0,7.0,0.2333333333333333,0.058333333333333334,0.0,365.0,0,0,
48,10.0,10.0,12,0.3332777777777778,600.0,6.0,0.2,0.01,0.0,177.0,0,0,
49,25.0,10.0,12,0.6196666666666667,600.0,18.0,0.6,0.03,0.0,,0,0,
50,10.0,25.0,12,0.3583888888888888,600.0,5.0,0.1666666666666666,0.008333333333333333,0.0,150.0,0,0,
51,25.0,25.0,12,0.2923333333333333,600.0,4.0,0.1333333333333333,0.03666666666666667,0.0,99.0,0,0,
52,10.0,10.0,13,0.4552222222222222,600.0,9.0,0.3,0.021666666666666667,0.0,238.0,0,0,
53,25.0,10.0,13,0.7174444444444444,600.0,21.0,0.7,0.025,0.0,,0,0,
54,10.0,25.0,13,0.45666666666666667,600.0,10.0,0.3333333333333333,0.021666666666666667,0.0,247.0,0,0,
55,25.0,25.0,13,0.43127777777777776,600.0,8.0,0.2666666666666666,0.028333333333333332,0.0,247.0,0,0,
56,10.0,10.0,14,0.5000555555555555,600.0,11.0,0.3666666666666666,0.01,0.0,373.0,0,0,
57,25.0,10.0,14,0.8103888888888889,600.0,24.0,0.8,0.051666666666666666,0.0,,0,0,
58,10.0,25.0,14,0.514,600.0,10.0,0.3333333333333333,0.016666666666666666,0.0,302.0,0,0,
59,25.0,25.0,14,0.5291111111111111,600.0,13.0,0.4333333333333333,0.056666666666666664,0.0,,0,0,
60,10.0,10.0,15,0.4371666666666667,600.0,10.0,0.3333333333333333,0.015,0.0,223.0,0,0,
61,25.0,10.0,15,0.7511111111111111,600.0,22.0,0.7333333333333333,0.018333333333333333,0.0,,0,0,
62,10.0,25.0,15,0.48083333333333333,600.0,9.0,0.3,0.015,0.0,306.0,0,0,
63,25.0,25.0,15,0.6028888888888889,600.0,16.0,0.5333333333333333,0.015,0.0,,0,0,
64,10.0,10.0,16,0.3361111111111111,600.0,4.0,0.1333333333333333,0.023333333333333334,0.0,207.0,0,0,
65,25.0,10.0,16,0.6222777777777778,600.0,18.0,0.6,0.07833333333333334,0.0,,0,0,
66,10.0,25.0,16,0.3103888888888889,600.0,5.0,0.1666666666666666,0.013333333333333334,0.0,142.0,0,0,
67,25.0,25.0,16,0.2915,600.0,4.0,0.1333333333333333,0.055,0.0,162.0,0,0,
68,10.0,10.0,17,0.4831111111111111,600.0,10.0,0.3333333333333333,0.03166666666666667,0.0,355.0,0,0,
69,25.0,10.0,17,0.7137777777777777,600.0,21.0,0.7,0.041666666666666664,0.0,,0,0,
70,10.0,25.0,17,0.4282222222222222,600.0,10.0,0.3333333333333333,0.021666666666666667,0.0,158.0,0,0,
71,25.0,25.0,17,0.38299999999999995,600.0,8.0,0.2666666666666666,0.07,0.0,138.0,0,0,
72,10.0,10.0,18,0.5157777777777778,600.0,9.0,0.3,0.02666666666666667,0.0,324.0,0,0,
73,25.0,10.0,18,0.7825555555555556,600.0,23.0,0.7666666666666667,0.045,0.0,,0,0,
74,10.0,25.0,18,0.477,600.0,10.0,0.3333333333333333,0.013333333333333334,0.0,345.0,0,0,
75,25.0,25.0,18,0.46,600.0,7.0,0.2333333333333333,0.5733333333333334,1.0,266.0,0,0,
76,10.0,10.0,19,0.46422222222222215,600.0,10.0,0.3333333333333333,0.013333333333333334,0.0,219.0,0,0,
77,25.0,10.0,19,0.6312777777777777,600.0,18.0,0.6,0.08333333333333333,0.0,,0,0,
78,10.0,25.0,19,0.5313888888888889,600.0,13.0,0.4333333333333333,0.018333333333333333,0.0,,0,0,
79,25.0,25.0,19,0.3872222222222222,600.0,8.0,0.2666666666666666,1.7766666666666666,2.0,95.0,0,0,
80,10.0,10.0,20,0.42227777777777775,600.0,8.0,0.2666666666666666,0.025,0.0,196.0,0,0,
81,25.0,10.0,20,0.5617777777777778,600.0,16.0,0.5333333333333333,1.8683333333333334,2.0,,0,0,
82,10.0,25.0,20,0.5666666666666667,600.0,12.0,0.4,0.011666666666666667,0.0,515.0,0,0,
83,25.0,25.0,20,0.3601111111111111,600.0,8.0,0.2666666666666666,1.8733333333333333,2.0,103.0,0,0,
84,10.0,10.0,21,0.48083333333333333,600.0,7.0,0.2333333333333333,0.02,0.0,347.0,0,0,
85,25.0,10.0,21,0.6963888888888888,600.0,20.0,0.6666666666666666,0.03333333333333333,0.0,,0,0,
86,10.0,25.0,21,0.44888888888888884,600.0,8.0,0.2666666666666666,0.015,0.0,282.0,0,0,
87,25.0,25.0,21,0.5212777777777777,600.0,10.0,0.3333333333333333,0.03166666666666667,0.0,557.0,0,0,
88,10.0,10.0,22,0.3437222222222222,600.0,6.0,0.2,0.9816666666666667,1.0,153.0,0,0,
89,25.0,10.0,22,0.5344444444444445,600.0,15.0,0.5,0.021666666666666667,0.0,,0,0,
90,10.0,25.0,22,0.35888888888888887,600.0,6.0,0.2,0.985,1.0,224.0,0,0,
91,25.0,25.0,22,0.362,600.0,6.0,0.2,0.045,0.0,143.0,0,0,
92,10.0,10.0,23,0.42316666666666664,600.0,9.0,0.3,0.015,0.0,153.0,0,0,
93,25.0,10.0,23,0.7443888888888889,600.0,22.0,0.7333333333333333,0.035,0.0,,0,0,
94,10.0,25.0,23,0.5456666666666666,600.0,13.0,0.4333333333333333,0.01,0.0,,0,0,
95,25.0,25.0,23,0.39505555555555555,600.0,7.0,0.2333333333333333,0.05,0.0,272.0,0,0,
96,10.0,10.0,24,0.3988333333333333,600.0,7.0,0.2333333333333333,0.0016666666666666668,0.0,206.0,0,0,
97,25.0,10.0,24,0.8395,600.0,25.0,0.8333333333333334,0.03833333333333333,0.0,,0,0,
98,10.0,25.0,24,0.5898888888888889,600.0,12.0,0.4,0.01,0.0,484.0,0,0,
99,25.0,25.0,24,0.4186111111111111,600.0,7.0,0.2333333333333333,0.775,1.0,165.0,0,0,
100,10.0,10.0,25,0.4703888888888888,600.0,11.0,0.3666666666666666,0.005,0.0,344.0,0,0,
101,25.0,10.0,25,0.5672777777777778,600.0,16.0,0.5333333333333333,0.9,1.0,,0,0,
102,10.0,25.0,25,0.352,600.0,7.0,0.2333333333333333,0.008333333333333333,0.0,109.0,0,0,
103,25.0,25.0,25,0.33366666666666667,600.0,7.0,0.2333333333333333,0.63,1.0,83.0,0,0,
104,10.0,10.0,26,0.4771111111111111,600.0,10.0,0.3333333333333333,0.013333333333333334,0.0,249.0,0,0,
105,25.0,10.0,26,0.7493333333333333,600.0,22.0,0.7333333333333333,0.025,0.0,,0,0,
106,10.0,25.0,26,0.4417222222222222,600.0,9.0,0.3,0.018333333333333333,0.0,209.0,0,0,
107,25.0,25.0,26,0.3971666666666666,600.0,7.0,0.2333333333333333,0.6966666666666667,1.0,200.0,0,0,
108,10.0,10.0,27,0.4048333333333333,600.0,8.0,0.2666666666666666,0.01,0.0,129.0,0,0,
109,25.0,10.0,27,0.6812777777777778,600.0,20.0,0.6666666666666666,0.03166666666666667,0.0,,0,0,
110,10.0,25.0,27,0.3978333333333333,600.0,9.0,0.3,0.008333333333333333,0.0,153.0,0,0,
111,25.0,25.0,27,0.3852222222222222,600.0,8.0,0.2666666666666666,0.03,0.0,157.0,0,0,
112,10.0,10.0,28,0.4577777777777778,600.0,9.0,0.3,0.011666666666666667,0.0,267.0,0,0,
113,25.0,10.0,28,0.7152777777777777,600.0,21.0,0.7,0.021666666666666667,0.0,,0,0,
114,10.0,25.0,28,0.48705555555555546,600.0,8.0,0.2666666666666666,0.013333333333333334,0.0,341.0,0,0,
115,25.0,25.0,28,0.34983333333333333,600.0,6.0,0.2,0.03666666666666667,0.0,208.0,0,0,
116,10.0,10.0,29,0.4482777777777777,600.0,10.0,0.3333333333333333,0.011666666666666667,0.0,314.0,0,0,
117,25.0,10.0,29,0.7405555555555555,600.0,22.0,0.7333333333333333,0.025,0.0,,0,0,
118,10.0,25.0,29,0.4940555555555556,600.0,11.0,0.3666666666666666,0.013333333333333334,0.0,398.0,0,0,
119,25.0,25.0,29,0.45844444444444443,600.0,12.0,0.4,0.02666666666666667,0.0,119.0,0,0,
120,10.0,10.0,30,0.3638333333333333,600.0,8.0,0.2666666666666666,0.01,0.0,137.0,0,0,
121,25.0,10.0,30,0.5913888888888889,600.0,17.0,0.5666666666666667,0.9583333333333334,1.0,,0,0,
122,10.0,25.0,30,0.6156666666666666,600.0,17.0,0.5666666666666667,0.01,0.0,,0,0,
123,25.0,25.0,30,0.4474444444444444,600.0,8.0,0.2666666666666666,0.08,0.0,411.0,0,0,
124,10.0,10.0,31,0.4520555555555556,600.0,8.0,0.2666666666666666,0.006666666666666667,0.0,236.0,0,0,
125,25.0,10.0,31,0.8703333333333334,600.0,26.0,0.8666666666666667,0.02,0.0,,0,0,
126,10.0,25.0,31,0.5295,600.0,9.0,0.3,0.01,0.0,341.0,0,0,
127,25.0,25.0,31,0.49,600.0,9.0,0.3,0.03666666666666667,0.0,302.0,0,0,
128,10.0,10.0,32,0.38055555555555554,600.0,8.0,0.2666666666666666,0.016666666666666666,0.0,147.0,0,0,
129,25.0,10.0,32,0.4531666666666667,600.0,12.0,0.4,1.6983333333333333,2.0,101.0,0,0,
130,10.0,25.0,32,0.4195,600.0,10.0,0.3333333333333333,0.013333333333333334,0.0,117.0,0,0,
131,25.0,25.0,32,0.3311111111111111,600.0,7.0,0.2333333333333333,0.14,0.0,100.0,0,0,
132,10.0,10.0,33,0.5113888888888889,600.0,9.0,0.3,0.023333333333333334,0.0,351.0,0,0,
133,25.0,10.0,33,0.6853333333333333,600.0,20.0,0.6666666666666666,0.04666666666666667,0.0,,0,0,
134,10.0,25.0,33,0.4743333333333333,600.0,9.0,0.3,0.028333333333333332,0.0,263.0,0,0,
135,25.0,25.0,33,0.4377777777777777,600.0,9.0,0.3,0.05,0.0,234.0,0,0,
136,10.0,10.0,34,0.38149999999999995,600.0,7.0,0.2333333333333333,0.008333333333333333,0.0,162.0,0,0,
137,25.0,10.0,34,0.777,600.0,23.0,0.7666666666666667,0.03833333333333333,0.0,,0,0,
138,10.0,25.0,34,0.4196111111111111,600.0,8.0,0.2666666666666666,0.013333333333333334,0.0,199.0,0,0,
139,25.0,25.0,34,0.37905555555555553,600.0,7.0,0.2333333333333333,0.058333333333333334,0.0,174.0,0,0,
140,10.0,10.0,35,0.4542777777777778,600.0,9.0,0.3,0.018333333333333333,0.0,240.0,0,0,
141,25.0,10.0,35,0.7474444444444444,600.0,22.0,0.7333333333333333,0.03666666666666667,0.0,,0,0,
142,10.0,25.0,35,0.4046666666666666,600.0,8.0,0.2666666666666666,0.025,0.0,176.0,0,0,
143,25.0,25.0,35,0.40138888888888885,600.0,8.0,0.2666666666666666,0.03833333333333333,0.0,177.0,0,0,
144,10.0,10.0,36,0.45166666666666666,600.0,10.0,0.3333333333333333,0.011666666666666667,0.0,244.0,0,0,
145,25.0,10.0,36,0.5650555555555555,600.0,16.0,0.5333333333333333,0.023333333333333334,0.0,,0,0,
146,10.0,25.0,36,0.4272777777777777,600.0,10.0,0.3333333333333333,0.01,0.0,104.0,0,0,
147,25.0,25.0,36,0.29555555555555557,600.0,6.0,0.2,0.02666666666666667,0.0,77.0,0,0,
148,10.0,10.0,37,0.4431111111111111,600.0,8.0,0.2666666666666666,0.025,0.0,195.0,0,0,
149,25.0,10.0,37,0.6559444444444444,600.0,19.0,0.6333333333333333,0.04666666666666667,0.0,,0,0,
150,10.0,25.0,37,0.39988888888888885,600.0,8.0,0.2666666666666666,0.025,0.0,167.0,0,0,
151,25.0,25.0,37,0.46638888888888885,600.0,9.0,0.3,0.9566666666666667,1.0,360.0,0,0,
152,10.0,10.0,38,0.3472222222222222,600.0,7.0,0.2333333333333333,0.008333333333333333,0.0,134.0,0,0,
153,25.0,10.0,38,0.8087222222222222,600.0,24.0,0.8,0.03333333333333333,0.0,,0,0,
154,10.0,25.0,38,0.5171666666666667,600.0,11.0,0.3666666666666666,0.005,0.0,354.0,0,0,
155,25.0,25.0,38,0.4150555555555555,600.0,5.0,0.1666666666666666,0.035,0.0,200.0,0,0,
156,10.0,10.0,39,0.4152222222222222,600.0,7.0,0.2333333333333333,1.3333333333333333,2.0,188.0,0,0,
157,25.0,10.0,39,0.5639444444444445,600.0,16.0,0.5333333333333333,0.955,1.0,,0,0,
158,10.0,25.0,39,0.46144444444444443,600.0,9.0,0.3,0.011666666666666667,0.0,179.0,0,0,
159,25.0,25.0,39,0.4101111111111111,600.0,9.0,0.3,1.8683333333333334,2.0,106.0,0,0,
160,10.0,10.0,40,0.414,600.0,9.0,0.3,0.018333333333333333,0.0,203.0,0,0,
161,25.0,10.0,40,0.7441666666666665,600.0,22.0,0.7333333333333333,0.02666666666666667,0.0,,0,0,
162,10.0,25.0,40,0.45572222222222225,600.0,10.0,0.3333333333333333,0.016666666666666666,0.0,266.0,0,0,
163,25.0,25.0,40,0.44949999999999996,600.0,10.0,0.3333333333333333,0.023333333333333334,0.0,216.0,0,0,
164,10.0,10.0,41,0.39822222222222226,600.0,6.0,0.2,0.015,0.0,183.0,0,0,
165,25.0,10.0,41,0.7482222222222221,600.0,22.0,0.7333333333333333,0.03,0.0,,0,0,
166,10.0,25.0,41,0.35216666666666663,600.0,5.0,0.1666666666666666,0.02,0.0,135.0,0,0,
167,25.0,25.0,41,0.4481111111111111,600.0,7.0,0.2333333333333333,0.03666666666666667,0.0,277.0,0,0,
168,10.0,10.0,42,0.48050000000000004,600.0,10.0,0.3333333333333333,0.008333333333333333,0.0,317.0,0,0,
169,25.0,10.0,42,0.6891111111111111,600.0,20.0,0.6666666666666666,0.02,0.0,,0,0,
